record_id,employee_id,service_code,department_id,service_date,quantity,notes
SR0519,E0041,S009,D002,2023-06-19,2,En progreso
SR0520,E0089,S020,D006,2023-06-12,3,
SR0521,E0104,S004,D003,2023-07-28,2,
SR0522,E0060,S017,D006,2024-01-01,11,
SR0523,E0023,S021,D005,2025-08-08,3,
SR0524,E0025,S009,D004,2025-02-05,2,Certificado obtenido
SR0525,E0071,S001,D007,2024-10-04,2,
SR0526,E0149,S021,D003,2024-10-22,4,
SR0527,E0109,S002,D001,2024-04-13,3,Certificado obtenido
SR0528,E0003,S012,D006,2024-08-26,7,
SR0529,E0058,S009,D003,2022-01-28,6,
SR0530,E0136,S013,D005,2023-02-15,10,
SR0531,E0016,S005,D003,2024-04-10,2,
SR0532,E0059,S019,D001,2023-02-27,5,
SR0533,E0047,S014,D007,2024-08-27,10,
SR0534,E0060,S014,D002,2025-04-16,7,
SR0535,E0133,S003,D004,2025-06-29,2,Pendiente de feedback
SR0536,E0028,S015,D003,2023-10-17,10,
SR0537,E0098,S017,D007,2023-02-17,2,
SR0538,E0009,S004,D005,2025-08-23,3,En progreso
SR0539,E0014,S017,D005,2024-04-27,5,
SR0540,E0070,S008,D002,2025-03-11,11,
SR0541,E0079,S007,D007,2022-07-29,9,
SR0542,E0035,S021,D007,2025-11-01,5,
SR0543,E0098,S011,D004,2023-03-08,12,Certificado obtenido
SR0544,E0030,S018,D004,2025-09-06,3,Sesión presencial
SR0545,E0094,S006,D002,2023-08-19,3,
SR0546,E0044,S006,D002,2025-09-23,3,
SR0547,E0066,S016,D002,2025-09-01,9,
SR0548,E0051,S015,D005,2022-04-03,12,Sesión presencial
SR0549,E0098,S019,D001,2023-06-28,2,
SR0550,E0079,S006,D003,2024-02-23,1,
SR0551,E0088,S015,D006,2025-08-15,12,
SR0552,E0124,S010,D003,2025-02-19,6,
SR0553,E0029,S006,D001,2025-05-19,3,
SR0554,E0025,S005,D002,2025-02-11,1,Certificado obtenido
SR0555,E0090,S007,D003,2025-08-09,3,
SR0556,E0129,S002,D003,2023-11-10,1,
SR0557,E0106,S017,D007,2025-08-12,12,
SR0558,E0097,S003,D002,2025-07-30,1,
SR0559,E0052,S011,D003,2024-08-14,7,
SR0560,E0015,S020,D004,2025-03-30,3,
SR0561,E0022,S001,D001,2023-04-22,1,
SR0562,E0076,S018,D008,2022-08-31,3,
SR0563,E0103,S005,D006,2025-03-17,2,
SR0564,E0027,S001,D004,2023-05-20,3,
SR0565,E0067,S005,D005,2024-02-07,3,
SR0566,E0035,S005,D008,2025-03-31,3,Formato online
SR0567,E0094,S012,D001,2025-04-13,1,
SR0568,E0091,S013,D001,2025-08-26,10,Certificado obtenido
SR0569,E0064,S007,D004,2022-12-13,7,
SR0570,E0086,S002,D005,2025-07-26,2,Formato online
SR0571,E0064,S014,D007,2024-05-14,11,
SR0572,E0063,S008,D007,2022-05-12,9,
SR0573,E0004,S018,D004,2022-10-10,1,En progreso
SR0574,E0064,S021,D007,2025-10-25,5,
SR0575,E0094,S002,D003,2025-03-31,3,
SR0576,E0063,S015,D006,2024-05-16,2,
SR0577,E0011,S011,D003,2024-08-09,9,
SR0578,E0058,S010,D001,2020-06-29,3,
SR0579,E0034,S017,D001,2024-05-15,8,
SR0580,E0038,S005,D005,2025-08-06,3,
SR0581,E0102,S018,D005,2021-11-03,5,
SR0582,E0092,S013,D004,2020-08-21,11,
SR0583,E0113,S021,D006,2024-11-17,5,
SR0584,E0124,S003,D003,2025-10-20,1,Renovación automática
SR0585,E0111,S016,D005,2024-08-23,3,
SR0586,E0136,S003,D006,2025-09-13,3,Formato online
SR0587,E0106,S017,D004,2024-07-21,6,
SR0588,E0033,S015,D007,2025-08-29,6,
SR0589,E0056,S001,D004,2024-01-27,1,
SR0590,E0104,S009,D005,2022-09-03,4,
SR0591,E0113,S005,D001,2024-10-01,2,Formato online
SR0592,E0026,S012,D008,2024-06-01,12,
SR0593,E0110,S016,D008,2025-05-29,4,
SR0594,E0039,S014,D008,2025-06-24,3,Completado satisfactoriamente
SR0595,E0022,S020,D007,2025-06-10,4,
SR0596,E0003,S002,D008,2024-09-04,2,Completado satisfactoriamente
SR0597,E0009,S002,D007,2025-03-22,3,Certificado obtenido
SR0598,E0137,S010,D008,2020-02-17,10,Certificado obtenido
SR0599,E0063,S007,D001,2023-11-05,2,Formato online
SR0600,E0005,S007,D008,2022-01-27,2,
SR0601,E0004,S015,D008,2022-04-02,9,Pendiente de feedback
SR0602,E0005,S005,D008,2025-01-09,2,
SR0603,E0082,S018,D004,2024-01-19,1,
SR0604,E0015,S003,D007,2024-08-29,3,Pendiente de feedback
SR0605,E0135,S005,D007,2025-08-26,3,Pendiente de feedback
SR0606,E0039,S006,D001,2023-08-23,1,Completado satisfactoriamente
SR0607,E0005,S010,D007,2020-02-05,9,
SR0608,E0098,S004,D001,2023-10-26,3,En progreso
SR0609,E0104,S020,D003,2024-10-25,2,
SR0610,E0091,S016,D005,2022-08-05,1,
SR0611,E0083,S014,D008,2024-03-10,5,
SR0612,E0114,S015,D003,2021-12-28,9,
SR0613,E0023,S009,D002,2025-11-01,12,Renovación automática
SR0614,E0144,S015,D004,2025-02-09,9,
SR0615,E0113,S011,D004,2024-07-14,10,
SR0616,E0095,S007,D005,2025-10-07,4,
SR0617,E0100,S011,D003,2024-08-05,5,
SR0618,E0133,S021,D008,2024-04-23,3,
SR0619,E0146,S002,D001,2023-07-17,3,
SR0620,E0034,S005,D008,2024-06-20,1,
SR0621,E0012,S014,D002,2024-03-20,11,Pendiente de feedback
SR0622,E0012,S018,D008,2025-02-16,2,
SR0623,E0114,S010,D007,2020-06-06,2,
SR0624,E0050,S004,D001,2023-08-02,1,
SR0625,E0041,S006,D001,2023-07-26,2,
SR0626,E0137,S014,D002,2024-01-26,3,
SR0627,E0024,S017,D005,2024-07-25,12,Renovación automática
SR0628,E0147,S012,D003,2024-05-23,2,
SR0629,E0148,S016,D008,2023-03-27,12,
SR0630,E0081,S015,D008,2022-12-27,5,
SR0631,E0013,S015,D004,2025-08-10,11,
SR0632,E0071,S015,D006,2025-07-29,4,
SR0633,E0075,S015,D002,2021-08-12,11,
SR0634,E0105,S018,D004,2024-08-13,4,Completado satisfactoriamente
SR0635,E0112,S009,D006,2025-06-28,12,
SR0636,E0047,S003,D002,2023-08-14,3,
SR0637,E0117,S018,D006,2025-09-26,3,
SR0638,E0137,S013,D003,2020-10-13,1,
SR0639,E0025,S010,D007,2024-05-17,1,
SR0640,E0124,S011,D008,2025-11-08,7,
SR0641,E0127,S010,D005,2024-01-30,8,
SR0642,E0088,S006,D007,2024-01-17,1,Pendiente de feedback
SR0643,E0132,S011,D008,2023-09-02,4,Certificado obtenido
SR0644,E0146,S020,D005,2023-12-27,4,
SR0645,E0139,S007,D005,2021-10-08,8,
SR0646,E0025,S001,D003,2023-01-29,3,
SR0647,E0014,S021,D002,2024-04-25,1,
SR0648,E0117,S008,D001,2025-03-05,11,Renovación automática
SR0649,E0048,S013,D005,2021-10-08,7,
SR0650,E0048,S021,D007,2024-09-02,4,
SR0651,E0071,S012,D007,2025-04-28,1,
SR0652,E0050,S020,D003,2025-04-04,3,En progreso
SR0653,E0128,S014,D007,2025-04-18,10,
SR0654,E0146,S012,D006,2024-04-01,9,
SR0655,E0144,S010,D003,2024-08-10,8,
SR0656,E0123,S016,D004,2023-04-04,9,
SR0657,E0106,S003,D005,2024-09-16,1,
SR0658,E0009,S015,D005,2022-01-11,2,
SR0659,E0102,S014,D007,2025-01-04,2,Certificado obtenido
SR0660,E0099,S020,D001,2023-05-27,3,
SR0661,E0111,S006,D002,2025-09-10,3,
SR0662,E0028,S011,D005,2024-10-20,10,
SR0663,E0082,S011,D006,2023-10-02,9,Renovación automática
SR0664,E0117,S013,D008,2024-01-03,6,Pendiente de feedback
SR0665,E0133,S018,D002,2025-09-11,3,
SR0666,E0056,S008,D008,2022-02-28,2,
SR0667,E0109,S021,D006,2024-03-06,2,
SR0668,E0030,S003,D005,2024-06-06,2,
SR0669,E0124,S017,D008,2024-11-11,8,
SR0670,E0025,S012,D005,2024-07-12,11,Renovación automática
SR0671,E0009,S008,D002,2022-10-11,10,
SR0672,E0011,S005,D004,2024-06-12,2,
SR0673,E0056,S014,D003,2024-02-16,1,
SR0674,E0064,S005,D005,2025-03-04,3,Formato online
SR0675,E0024,S010,D006,2022-12-25,9,Certificado obtenido
SR0676,E0098,S002,D007,2025-08-29,3,Certificado obtenido
SR0677,E0089,S015,D001,2024-08-08,2,
SR0678,E0080,S002,D005,2024-04-11,1,Formato online
SR0679,E0044,S003,D007,2024-03-25,1,
SR0680,E0101,S008,D008,2023-02-03,3,
SR0681,E0039,S002,D002,2025-08-08,3,
SR0682,E0063,S012,D007,2025-03-06,4,Completado satisfactoriamente
SR0683,E0090,S010,D003,2023-09-05,10,En progreso
SR0684,E0034,S001,D002,2024-10-18,1,
SR0685,E0091,S002,D002,2024-06-20,3,
SR0686,E0041,S001,D002,2024-04-21,1,
SR0687,E0042,S015,D002,2024-12-11,7,
SR0688,E0043,S015,D008,2023-11-17,3,
SR0689,E0136,S009,D005,2025-09-07,7,Formato online
SR0690,E0019,S020,D004,2024-02-14,3,En progreso
SR0691,E0045,S004,D006,2025-02-01,3,
SR0692,E0050,S001,D007,2024-12-29,2,
SR0693,E0125,S021,D008,2024-04-21,4,Sesión presencial
SR0694,E0090,S006,D005,2025-08-11,2,
SR0695,E0140,S002,D002,2023-12-31,2,Pendiente de feedback
SR0696,E0019,S008,D004,2022-01-12,12,En progreso
SR0697,E0049,S015,D007,2023-02-27,6,
SR0698,E0070,S019,D008,2025-10-03,3,Sesión presencial
SR0699,E0087,S002,D006,2025-04-22,2,
SR0700,E0092,S009,D005,2022-03-07,7,
SR0701,E0146,S019,D002,2023-09-03,5,Sesión presencial
SR0702,E0069,S016,D007,2025-05-15,6,
SR0703,E0102,S006,D005,2023-12-18,2,
SR0704,E0116,S001,D006,2023-08-09,1,Pendiente de feedback
SR0705,E0028,S014,D006,2025-08-12,3,
SR0706,E0033,S018,D004,2024-04-03,5,
SR0707,E0035,S014,D005,2025-07-20,1,Certificado obtenido
SR0708,E0070,S019,D004,2023-08-25,1,Completado satisfactoriamente
SR0709,E0100,S015,D007,2025-07-13,1,Formato online
SR0710,E0049,S007,D006,2023-06-09,12,
SR0711,E0087,S011,D004,2025-05-28,8,Certificado obtenido
SR0712,E0111,S019,D002,2023-05-10,1,
SR0713,E0081,S001,D003,2023-01-25,2,
SR0714,E0144,S021,D001,2024-12-02,3,Sesión presencial
SR0715,E0002,S007,D001,2021-08-31,4,
SR0716,E0011,S008,D005,2022-10-25,1,
SR0717,E0050,S005,D005,2024-03-02,1,
SR0718,E0056,S020,D005,2023-09-19,3,
SR0719,E0133,S006,D004,2024-03-31,3,
SR0720,E0038,S008,D001,2025-05-25,1,
SR0721,E0067,S005,D002,2024-10-23,3,
SR0722,E0124,S001,D002,2023-11-11,1,En progreso
SR0723,E0025,S021,D004,2024-12-06,4,
SR0724,E0072,S014,D008,2025-01-01,2,Certificado obtenido
SR0725,E0105,S013,D005,2022-04-04,2,
SR0726,E0073,S010,D003,2023-11-27,3,
SR0727,E0063,S021,D008,2025-07-10,5,Sesión presencial
SR0728,E0087,S009,D002,2024-05-06,3,Sesión presencial
SR0729,E0106,S015,D007,2023-01-04,7,
SR0730,E0115,S016,D003,2024-11-27,12,
SR0731,E0097,S004,D008,2025-10-18,3,
SR0732,E0139,S017,D007,2023-04-17,11,
SR0733,E0123,S001,D003,2023-05-28,1,Completado satisfactoriamente
SR0734,E0003,S002,D008,2023-07-03,2,
SR0735,E0106,S013,D002,2021-03-01,3,
SR0736,E0003,S004,D001,2024-03-25,2,En progreso
SR0737,E0048,S013,D008,2021-05-20,3,Sesión presencial
SR0738,E0069,S021,D007,2025-05-28,3,
SR0739,E0149,S004,D003,2025-01-07,3,Renovación automática
SR0740,E0147,S017,D007,2023-06-29,2,
SR0741,E0114,S005,D003,2025-07-10,3,
SR0742,E0037,S011,D002,2023-01-30,2,
SR0743,E0053,S006,D006,2024-03-18,2,
SR0744,E0087,S014,D007,2025-09-23,4,
SR0745,E0102,S014,D003,2025-07-01,4,
SR0746,E0025,S008,D003,2023-03-27,4,Renovación automática
SR0747,E0059,S012,D002,2025-08-27,6,
SR0748,E0058,S013,D001,2022-10-04,12,
SR0749,E0053,S018,D007,2023-09-16,1,
SR0750,E0071,S002,D003,2024-09-14,3,Sesión presencial
SR0751,E0067,S017,D001,2025-02-16,4,
SR0752,E0093,S017,D005,2025-01-04,6,
SR0753,E0078,S010,D004,2023-03-31,6,
SR0754,E0030,S014,D006,2025-04-16,11,
SR0755,E0088,S019,D006,2024-06-18,3,En progreso
SR0756,E0071,S013,D007,2021-01-25,3,
SR0757,E0080,S006,D008,2023-09-16,1,
SR0758,E0075,S008,D005,2025-05-10,7,Sesión presencial
SR0759,E0133,S005,D003,2024-08-20,2,
SR0760,E0066,S016,D001,2025-01-18,6,
SR0761,E0042,S010,D008,2024-06-21,7,
SR0762,E0120,S017,D004,2023-02-26,2,
SR0763,E0070,S016,D005,2025-10-16,3,
SR0764,E0095,S008,D005,2023-08-25,8,
SR0765,E0064,S006,D004,2023-10-12,3,
SR0766,E0095,S016,D001,2024-03-28,5,
SR0767,E0063,S008,D004,2024-08-20,7,Sesión presencial
SR0768,E0077,S007,D004,2020-08-05,2,
SR0769,E0067,S006,D001,2024-09-20,3,
SR0770,E0100,S015,D002,2025-01-04,9,Renovación automática
SR0771,E0029,S013,D004,2022-08-17,7,
SR0772,E0071,S016,D008,2025-08-24,5,
SR0773,E0039,S007,D001,2023-04-23,12,
SR0774,E0009,S018,D001,2024-08-19,4,
SR0775,E0054,S009,D007,2023-12-21,1,Completado satisfactoriamente
SR0776,E0095,S001,D008,2023-11-27,3,
SR0777,E0082,S007,D001,2025-03-31,11,
SR0778,E0113,S006,D004,2025-04-23,1,
SR0779,E0098,S017,D003,2023-08-08,12,
SR0780,E0090,S002,D006,2024-04-22,2,
SR0781,E0127,S014,D006,2024-10-19,7,
SR0782,E0097,S020,D004,2023-08-07,3,
SR0783,E0018,S018,D008,2021-10-28,4,Sesión presencial
SR0784,E0047,S004,D004,2024-11-30,3,
SR0785,E0035,S006,D007,2023-09-11,3,
SR0786,E0140,S012,D008,2025-08-31,9,
SR0787,E0053,S012,D003,2025-01-13,10,
SR0788,E0090,S012,D006,2024-10-19,7,
SR0789,E0082,S008,D005,2025-07-21,4,Pendiente de feedback
SR0790,E0109,S020,D002,2025-03-24,4,
SR0791,E0029,S014,D005,2024-08-17,2,
SR0792,E0015,S002,D006,2025-06-20,2,Formato online
SR0793,E0016,S002,D004,2025-07-09,1,
SR0794,E0047,S021,D008,2025-10-19,3,
SR0795,E0036,S002,D002,2023-12-27,3,
SR0796,E0099,S013,D004,2022-11-10,2,Renovación automática
SR0797,E0045,S013,D003,2020-05-31,1,
SR0798,E0077,S008,D007,2022-10-01,8,
SR0799,E0114,S021,D004,2025-03-17,5,
SR0800,E0085,S008,D008,2023-10-05,10,
SR0801,E0129,S016,D007,2023-05-24,8,Completado satisfactoriamente
SR0802,E0025,S016,D004,2025-07-05,10,
SR0803,E0088,S004,D008,2025-08-03,1,
SR0804,E0123,S003,D005,2025-03-26,3,
SR0805,E0118,S004,D005,2023-11-24,1,
SR0806,E0056,S009,D006,2025-06-28,7,
SR0807,E0058,S020,D002,2023-05-28,2,
SR0808,E0010,S019,D004,2024-05-05,4,
SR0809,E0053,S011,D008,2023-12-01,12,
SR0810,E0039,S002,D002,2024-11-30,3,
SR0811,E0094,S005,D002,2024-11-10,3,
SR0812,E0022,S015,D004,2023-12-15,8,
SR0813,E0005,S018,D007,2023-07-18,5,
SR0814,E0053,S015,D007,2023-12-23,6,
SR0815,E0001,S005,D001,2024-08-05,2,Completado satisfactoriamente
SR0816,E0149,S018,D003,2022-01-14,2,
SR0817,E0064,S004,D008,2025-07-06,3,
SR0818,E0033,S019,D007,2025-05-30,4,Completado satisfactoriamente
SR0819,E0123,S011,D005,2024-08-29,7,Completado satisfactoriamente
SR0820,E0028,S008,D007,2023-08-13,3,Pendiente de feedback
SR0821,E0060,S005,D004,2024-02-09,1,
SR0822,E0047,S009,D002,2021-05-08,10,
SR0823,E0092,S013,D008,2020-03-06,5,
SR0824,E0106,S011,D002,2024-02-14,12,
SR0825,E0100,S016,D001,2024-04-22,12,Pendiente de feedback
SR0826,E0054,S007,D001,2021-06-29,1,
SR0827,E0049,S005,D002,2024-04-28,3,
SR0828,E0092,S010,D003,2023-06-25,6,
SR0829,E0118,S018,D008,2022-06-30,2,
SR0830,E0039,S015,D003,2021-07-18,2,
SR0831,E0116,S003,D004,2023-12-16,2,
SR0832,E0045,S002,D002,2025-02-28,1,Sesión presencial
SR0833,E0087,S005,D003,2024-06-25,3,
SR0834,E0095,S014,D006,2024-07-27,3,Renovación automática
SR0835,E0091,S002,D002,2023-07-12,3,
SR0836,E0004,S019,D001,2025-09-23,5,Completado satisfactoriamente
SR0837,E0025,S014,D004,2025-04-25,2,
SR0838,E0029,S013,D006,2025-06-12,11,
SR0839,E0103,S003,D003,2024-03-30,2,
SR0840,E0104,S017,D004,2024-11-18,8,
SR0841,E0127,S004,D007,2025-10-26,1,
SR0842,E0137,S020,D007,2025-04-18,4,
SR0843,E0005,S021,D004,2024-04-16,1,
SR0844,E0144,S004,D005,2024-07-21,2,Renovación automática
SR0845,E0026,S011,D001,2024-04-04,9,En progreso
SR0846,E0053,S018,D007,2024-10-09,4,Pendiente de feedback
SR0847,E0097,S020,D008,2025-11-06,1,
SR0848,E0111,S017,D003,2025-06-06,8,
SR0849,E0100,S001,D003,2023-07-29,3,Certificado obtenido
SR0850,E0129,S002,D006,2024-10-04,2,
SR0851,E0104,S004,D006,2023-01-13,3,
SR0852,E0012,S002,D005,2025-06-23,2,
SR0853,E0071,S008,D003,2023-09-30,1,
SR0854,E0114,S009,D007,2023-12-08,8,Pendiente de feedback
SR0855,E0062,S011,D002,2023-04-11,8,
SR0856,E0014,S011,D001,2023-10-02,12,Sesión presencial
SR0857,E0005,S020,D008,2023-05-04,1,
SR0858,E0022,S007,D003,2023-01-31,12,
SR0859,E0144,S021,D004,2025-02-02,4,
SR0860,E0137,S016,D003,2023-09-06,5,En progreso
SR0861,E0064,S007,D001,2022-08-14,12,Completado satisfactoriamente
SR0862,E0036,S015,D008,2021-10-27,11,Renovación automática
SR0863,E0045,S014,D004,2024-11-11,2,
SR0864,E0063,S004,D002,2025-05-12,3,Renovación automática
SR0865,E0093,S014,D003,2025-10-01,10,
SR0866,E0102,S004,D008,2023-07-16,2,
SR0867,E0081,S016,D005,2025-01-25,11,Renovación automática
SR0868,E0034,S020,D002,2023-06-27,3,
SR0869,E0131,S001,D003,2023-06-08,1,
SR0870,E0088,S002,D005,2025-02-16,1,
SR0871,E0070,S013,D004,2020-08-25,4,Sesión presencial
SR0872,E0011,S001,D004,2023-10-10,3,
SR0873,E0058,S014,D002,2024-09-27,2,Renovación automática
SR0874,E0149,S002,D007,2025-11-02,1,
SR0875,E0004,S007,D002,2024-12-25,11,
SR0876,E0073,S009,D008,2025-06-03,3,Formato online
SR0877,E0073,S017,D002,2025-05-29,7,
SR0878,E0060,S005,D007,2024-12-30,1,Certificado obtenido
SR0879,E0052,S010,D004,2022-10-26,1,
SR0880,E0039,S004,D002,2024-08-09,2,En progreso
SR0881,E0018,S017,D007,2023-12-05,6,
SR0882,E0005,S017,D005,2025-06-18,10,
SR0883,E0002,S005,D008,2025-05-24,3,
SR0884,E0139,S005,D002,2024-08-11,2,Completado satisfactoriamente
SR0885,E0148,S004,D004,2023-02-19,1,Pendiente de feedback
SR0886,E0136,S008,D008,2023-09-04,3,Renovación automática
SR0887,E0011,S014,D003,2025-04-17,10,
SR0888,E0030,S004,D008,2024-04-21,1,
SR0889,E0117,S001,D002,2025-09-12,3,
SR0890,E0029,S016,D007,2025-10-30,5,
SR0891,E0127,S015,D008,2025-03-16,11,
SR0892,E0093,S017,D005,2024-08-10,2,
SR0893,E0078,S002,D007,2023-11-17,2,
SR0894,E0039,S008,D003,2023-02-01,8,
SR0895,E0094,S014,D006,2025-05-27,12,Renovación automática
SR0896,E0068,S010,D005,2022-12-19,5,
SR0897,E0080,S002,D007,2023-09-15,1,
SR0898,E0073,S012,D001,2024-07-23,12,
SR0899,E0003,S013,D008,2025-02-15,2,
SR0900,E0059,S014,D002,2024-03-03,2,
SR0901,E0114,S008,D006,2025-07-26,8,
SR0902,E0131,S014,D002,2025-02-25,6,
SR0903,E0033,S004,D007,2025-03-01,3,Sesión presencial
SR0904,E0076,S003,D004,2025-01-02,1,
SR0905,E0027,S019,D004,2024-04-10,4,
SR0906,E0103,S003,D005,2023-05-05,3,Formato online
SR0907,E0146,S011,D008,2025-07-20,12,
SR0908,E0149,S008,D004,2024-06-15,1,En progreso
SR0909,E0148,S019,D004,2025-02-22,2,Certificado obtenido
SR0910,E0113,S015,D001,2025-06-22,8,
SR0911,E0106,S020,D008,2023-11-10,5,
SR0912,E0062,S003,D008,2025-10-14,3,
SR0913,E0022,S008,D002,2023-05-16,4,
SR0914,E0101,S004,D004,2025-06-28,3,
SR0915,E0039,S018,D008,2022-11-19,2,
SR0916,E0064,S021,D001,2024-02-10,4,Pendiente de feedback
SR0917,E0091,S008,D001,2023-02-14,12,
SR0918,E0082,S005,D006,2025-04-17,1,
SR0919,E0003,S019,D003,2023-04-18,1,
SR0920,E0015,S015,D005,2024-09-15,3,
SR0921,E0023,S020,D006,2023-12-18,1,
SR0922,E0127,S017,D005,2023-07-24,9,
SR0923,E0003,S021,D007,2025-01-15,5,
SR0924,E0010,S004,D005,2025-07-10,1,
SR0925,E0043,S015,D004,2025-04-20,7,
SR0926,E0139,S018,D004,2022-10-22,5,
SR0927,E0037,S021,D001,2025-01-09,3,Renovación automática
SR0928,E0120,S019,D004,2023-08-23,5,
SR0929,E0001,S008,D001,2022-05-05,2,
SR0930,E0013,S014,D007,2024-01-14,10,Pendiente de feedback
SR0931,E0095,S017,D004,2023-08-13,8,
SR0932,E0105,S006,D003,2023-08-15,3,
SR0933,E0035,S021,D001,2024-09-24,4,
SR0934,E0035,S009,D005,2025-06-13,11,
SR0935,E0092,S017,D004,2024-05-16,2,Certificado obtenido
SR0936,E0106,S005,D005,2025-03-28,1,
SR0937,E0092,S019,D003,2024-12-03,3,
SR0938,E0094,S015,D005,2022-12-23,4,
SR0939,E0091,S003,D005,2024-01-13,1,Formato online
SR0940,E0123,S010,D007,2021-03-18,4,
SR0941,E0014,S005,D007,2025-10-31,3,Renovación automática
SR0942,E0026,S015,D003,2024-08-15,2,
SR0943,E0124,S003,D007,2024-10-18,1,
SR0944,E0081,S012,D001,2025-05-10,1,
SR0945,E0001,S016,D004,2024-08-14,9,
SR0946,E0114,S020,D006,2025-03-12,1,
SR0947,E0140,S006,D005,2025-01-12,1,
SR0948,E0039,S010,D002,2023-10-03,3,
SR0949,E0125,S003,D004,2023-08-22,3,Completado satisfactoriamente
SR0950,E0123,S011,D002,2024-07-29,7,
SR0951,E0147,S021,D007,2025-06-08,3,Certificado obtenido
SR0952,E0069,S002,D008,2023-09-20,2,Pendiente de feedback
SR0953,E0149,S010,D005,2020-10-09,5,
SR0954,E0036,S020,D007,2025-05-30,2,
SR0955,E0109,S013,D007,2020-06-27,9,Completado satisfactoriamente
SR0956,E0139,S007,D007,2022-02-08,11,
SR0957,E0022,S014,D008,2024-11-13,3,Renovación automática
SR0958,E0009,S009,D007,2024-09-05,2,
SR0959,E0139,S009,D007,2024-07-12,3,
SR0960,E0127,S016,D004,2025-05-19,9,
SR0961,E0005,S012,D007,2025-02-08,6,Certificado obtenido
SR0962,E0093,S009,D008,2021-06-26,2,
SR0963,E0100,S017,D007,2024-08-16,2,
SR0964,E0148,S008,D008,2024-04-20,2,Sesión presencial
SR0965,E0113,S015,D001,2021-08-15,9,
SR0966,E0025,S005,D003,2025-04-22,2,
SR0967,E0018,S016,D007,2024-01-11,4,Certificado obtenido
SR0968,E0076,S005,D008,2024-09-01,3,Formato online
SR0969,E0115,S002,D007,2023-06-20,2,Completado satisfactoriamente
SR0970,E0137,S021,D001,2024-03-10,2,Completado satisfactoriamente
SR0971,E0089,S007,D006,2025-05-24,6,
SR0972,E0072,S019,D002,2024-04-23,5,Formato online
SR0973,E0013,S016,D001,2025-07-18,2,
SR0974,E0064,S021,D004,2024-05-23,3,Pendiente de feedback
SR0975,E0137,S010,D003,2023-01-12,2,
SR0976,E0056,S018,D004,2021-06-06,4,Formato online
SR0977,E0128,S008,D004,2022-07-22,9,
SR0978,E0139,S009,D002,2023-09-01,1,
SR0979,E0095,S007,D008,2025-11-08,8,
SR0980,E0140,S021,D002,2025-06-24,5,
SR0981,E0146,S018,D006,2025-02-09,1,
SR0982,E0014,S007,D006,2022-10-04,9,
SR0983,E0003,S001,D003,2023-06-07,2,
SR0984,E0051,S007,D007,2024-06-30,4,En progreso
SR0985,E0118,S014,D005,2024-04-12,1,
SR0986,E0117,S020,D006,2024-12-23,2,
SR0987,E0135,S016,D006,2024-11-28,10,
SR0988,E0147,S017,D001,2024-07-16,3,
SR0989,E0104,S018,D004,2021-09-02,4,En progreso
SR0990,E0085,S013,D003,2023-11-09,6,
SR0991,E0106,S009,D007,2023-12-16,10,
SR0992,E0090,S013,D005,2022-06-03,10,
SR0993,E0103,S019,D005,2023-02-08,4,Formato online
SR0994,E0140,S002,D007,2024-01-29,2,
SR0995,E0080,S020,D008,2023-08-27,1,
SR0996,E0028,S005,D005,2024-12-21,3,
SR0997,E0086,S005,D005,2024-09-11,2,
SR0998,E0014,S014,D001,2025-11-02,12,
SR0999,E0070,S001,D001,2023-12-24,1,
SR1000,E0117,S007,D007,2022-06-04,4,
SR1001,E0082,S018,D007,2023-08-20,2,
SR1002,E0034,S005,D005,2025-08-20,1,
SR1003,E0090,S012,D005,2024-11-18,3,
SR1004,E0146,S003,D007,2024-11-09,2,Formato online
SR1005,E0148,S001,D003,2024-09-21,3,Completado satisfactoriamente
SR1006,E0083,S004,D005,2025-10-11,3,Certificado obtenido
SR1007,E0036,S016,D002,2025-05-06,11,
SR1008,E0076,S019,D008,2023-12-07,1,Certificado obtenido
SR1009,E0095,S006,D008,2023-12-10,1,
SR1010,E0059,S010,D004,2024-12-23,4,
SR1011,E0144,S002,D007,2024-10-19,2,
SR1012,E0039,S014,D007,2024-04-23,2,
SR1013,E0103,S001,D007,2025-09-01,2,
SR1014,E0120,S003,D006,2023-12-05,2,
SR1015,E0042,S005,D006,2025-06-27,1,
SR1016,E0073,S013,D004,2020-04-21,4,
SR1017,E0124,S008,D002,2025-09-24,7,
SR1018,E0047,S005,D007,2025-01-23,2,
SR1019,E0035,S014,D004,2024-01-20,5,
SR1020,E0042,S003,D008,2025-01-02,2,
SR1021,E0076,S009,D003,2021-11-20,5,
SR1022,E0100,S017,D004,2023-10-11,1,
SR1023,E0118,S012,D006,2024-12-27,8,
SR1024,E0091,S020,D001,2025-07-03,4,
SR1025,E0011,S002,D007,2025-06-23,3,
SR1026,E0146,S009,D002,2021-12-18,8,
SR1027,E0083,S008,D002,2024-12-12,3,Sesión presencial
SR1028,E0089,S009,D006,2021-02-03,4,
SR1029,E0070,S014,D007,2024-05-10,8,
SR1030,E0018,S017,D005,2024-06-29,4,Renovación automática
SR1031,E0092,S004,D002,2024-09-13,1,
SR1032,E0129,S010,D003,2024-03-16,6,En progreso
SR1033,E0005,S015,D006,2022-05-05,11,
SR1034,E0014,S005,D003,2025-10-19,1,
SR1035,E0073,S014,D002,2024-10-22,3,
SR1036,E0137,S020,D001,2024-10-08,5,Certificado obtenido
SR1037,E0028,S006,D002,2023-07-27,3,
