id,department,category,brand,name,insert_date
414300,Salud,Parafarmacia,,Gel de manos higienizante P Beauty Everyday hidroalcohólico,2020-08-04 04:00:00
414476,Frescos,Verdura,,Chirivía,2020-08-04 04:00:00
414527,Lácteos y Huevos,Leche y bebidas vegetales,,Leche desnatada calcio,2020-08-04 04:00:00
414546,Lácteos y Huevos,Leche y bebidas vegetales,,Leche desnatada alta en proteínas,2020-08-04 04:00:00
414554,Lácteos y Huevos,Leche y bebidas vegetales,,Leche entera,2020-08-04 04:00:00
414690,Limpieza y Hogar,Detergente y suavizante ropa,,Detergente ropa crema prendas delicadas líquido concentrado,2020-08-04 04:00:00
414693,Limpieza y Hogar,Detergente y suavizante ropa,Vernel,Detergente ropa frescor Express líquido,2020-08-04 04:00:00
414772,Limpieza y Hogar,Estropajo bayeta y guantes,,Bayeta polvo microfibra,2020-08-04 04:00:00
414777,Limpieza y Hogar,Estropajo bayeta y guantes,,Guantes de látex talla grande,2020-08-04 04:00:00
414992,Limpieza y Hogar,Limpieza muebles y multiusos,,Vinagre de limpieza concentrado,2020-08-04 04:00:00
415075,Despensa,Menaje y conservacion de alimentos,,Mantel de papel blanco Papermon,2020-08-04 04:00:00
415125,Limpieza y Hogar,Papel higienico y celulosa,,Pañuelos de papel mentol,2020-08-04 04:00:00
415177,Limpieza y Hogar,Utensilios de limpieza y calzado,,Recogedor de mano con cepillo,2020-08-04 04:00:00
415226,Limpieza y Hogar,Utensilios de limpieza y calzado,,Cordones marrones calzado sport,2020-08-04 04:00:00
415413,Maquillaje,Ojos,,Perfilador de ojos 02 marrón,2020-08-04 04:00:00
415434,Maquillaje,Ojos,,Perfilador de ojos Beauty Eyes 302 turquesa,2020-08-04 04:00:00
415437,Maquillaje,Ojos,,Máscara de pestañas maxi volumen negro,2020-08-04 04:00:00
415530,Pescadería,Marisco,,Berberechos,2020-08-04 04:00:00
415839,Mascotas,Pez y otros,,Barritas para canarios de huevo Natura,2020-08-04 04:00:00
415915,Panadería y Pastelería,Bolleria envasada,,Tortas de anís,2020-08-04 04:00:00
415922,Panadería y Pastelería,Bolleria envasada,,Pastel marmolado,2020-08-04 04:00:00
416013,Panadería y Pastelería,Harina y preparado reposteria,,Masa filo,2020-08-04 04:00:00
416083,Panadería y Pastelería,Pan de molde y otras especialidades,,Pan de molde con 30% avena,2020-08-04 04:00:00
416133,Panadería y Pastelería,Pan tostado y rallado,,Crackers con sal Galbusera,2020-08-04 04:00:00
416246,Platos Preparados,Pizzas,,Pizza margarita,2020-08-04 04:00:00
416311,Platos Preparados,Platos preparados calientes,,Fideos orientales Yakisoba sabor pollo,2020-08-04 04:00:00
416368,Otros,Platos preparados frios,,Hummus de aguacate,2020-08-04 04:00:00
416398,Lácteos y Huevos,Flan y natillas,,Flan de queso,2020-08-04 04:00:00
416400,Lácteos y Huevos,Flan y natillas,,Natillas sabor vainilla,2020-08-04 04:00:00
416532,Lácteos y Huevos,Yogures naturales y sabores,,Yogur sabor macedonia,2020-08-04 04:00:00
416656,Despensa,Aceite vinagre y sal,,"Aceite de oliva, vinagre y sal Merry",2020-08-04 16:00:00
416697,Despensa,Especias,,Piñones ibéricos,2020-08-04 16:00:00
416773,Despensa,Otras salsas,,Salsa fresca queso,2020-08-04 16:00:00
416851,Bebidas,Agua,,Gaseosa pequeña,2020-08-04 16:00:00
416870,Bebidas,Isotonico y energetico,,Bebida isotónica azul Powerade,2020-08-04 16:00:00
417608,Bebé,Alimentacion infantil,,Leche de continuación en polvo 2 Nativa,2020-08-04 16:00:00
417635,Bebé,Biberon chupete y menaje,,Biberón 360 ml tetina silicona papilla +4 meses,2020-08-04 16:00:00
417837,Bodega,Cerveza sin alcohol,,"Cerveza 0,0% sin alcohol Falke",2020-08-04 16:00:00
417869,Bodega,Licores,,Brandy de Jerez solera reserva Convidado de Baco,2020-08-04 16:00:00
417905,Bodega,Licores,,Crema di limoncello,2020-08-04 16:00:00
418004,Bodega,Vino blanco,,Vino blanco verdejo D.O Rueda Abadía Mantrús,2020-08-04 16:00:00
418538,Desayuno y Dulces,Cereales,,"Copos de arroz, trigo integral y cebada con chocolate",2020-08-04 16:00:00
418750,Charcutería y Quesos,Embutido curado,,Longaniza de payés lonchas,2020-08-04 16:00:00
418770,Charcutería y Quesos,Embutido curado,,Chorizo picante extra,2020-08-04 16:00:00
418840,Charcutería y Quesos,Pate y sobrasada,,Crema para untar fiambre de jamón york sabor ahumado,2020-08-04 16:00:00
418854,Charcutería y Quesos,Pate y sobrasada,,Paté de cerdo y pollo con trufa y arándanos,2020-08-04 16:00:00
419173,Pescadería,Pescado,Hacendado,Calamar limpio troceado congelado,2020-08-04 16:00:00
419337,Frescos,Verdura,,Patatas bravas ultracongeladas,2020-08-04 16:00:00
419397,Despensa,Berberechos y mejillones,,Berberechos al natural L,2020-08-04 16:00:00
419472,Frescos,Conservas de verdura y frutas,Hacendado,Frutas rojas en zumo de uva,2020-08-04 16:00:00
419598,Cuidado Personal,Acondicionador y mascarilla,,Sérum Anticaída Men,2020-08-04 16:00:00
419676,Cuidado Personal,Coloracion cabello,,Coloración permanente L'Oréal 5 castaño claro,2020-08-04 16:00:00
419696,Cuidado Personal,Coloracion cabello,,Coloración permanente L'Oréal 6.66 rojo escarlata intenso,2020-08-04 16:00:00
419849,Cuidado Personal,Afeitado y cuidado para hombre,,Espuma de afeitar piel normal con aloe vera y vitamina E,2020-08-04 16:00:00
419875,Cuidado Personal,Afeitado y cuidado para hombre,,Recambios maquinilla de afeitar Personna,2020-08-04 16:00:00
420039,Cuidado Personal,Cuidado e higiene facial,,Roll-on ojos todo en uno BB cream tono claro,2020-08-04 16:00:00
420083,Cuidado Personal,Depilacion,,Recambios maquinilla depilación Venus,2020-08-04 16:00:00
420155,Cuidado Personal,Gel y jabon de manos,,Gel de baño tiernos recuerdos piel normal,2020-08-04 16:00:00
420216,Cuidado Personal,Higiene bucal,,Dentífrico crema fluorada Kemphor original,2020-08-04 16:00:00
420261,Cuidado Personal,Higiene bucal,,Enjuague bucal white effect blanqueador,2020-08-04 16:00:00
420273,Cuidado Personal,Higiene bucal,,Enjuague bucal sensitive zero alcohol,2020-08-04 16:00:00
420302,Cuidado Personal,Higiene intima,,Compresa con alas normal Suave,2020-08-04 16:00:00
420303,Cuidado Personal,Higiene intima,,Compresa con alas normal Dry,2020-08-04 16:00:00
420503,Cuidado Personal,Perfume y colonia,,Eau de toilette mujer Simply flowers Azahar,2020-08-04 16:00:00
420536,Cuidado Personal,Perfume y colonia,,Lote mujer Victorio & Lucchino Viva!,2020-08-04 16:00:00
420614,Cuidado Personal,Perfume y colonia,,Lote hombre Antonio Banderas Power of Seduction,2020-08-04 16:00:00
420691,Salud,Fitoterapia,,Ampollas lipo reductor,2020-08-04 16:00:00
420951,Lácteos y Huevos,Huevos,,Huevos grandes L,2020-08-04 16:00:00
421001,Lácteos y Huevos,Leche y bebidas vegetales,,Bebida láctea desnatada omega 3,2020-08-04 16:00:00
421092,Lácteos y Huevos,Leche y bebidas vegetales,,Preparado lácteo crecimiento sabor a cereales Junior,2020-08-04 16:00:00
421143,Limpieza y Hogar,Detergente y suavizante ropa,,Detergente ropa de color líquido,2020-08-04 16:00:00
421265,Limpieza y Hogar,Insecticida y ambientador,,Raticida cebo fresco,2020-08-04 16:00:00
421290,Limpieza y Hogar,Insecticida y ambientador,Brise,Difusor ambientador eléctrico by con recambio,2020-08-04 16:00:00
421521,Despensa,Menaje y conservacion de alimentos,,Vaso grande para bebida fría,2020-08-04 16:00:00
421724,Maquillaje,Bases de maquillaje y corrector,,Maquillaje fluido lasting performance 108 honey beige,2020-08-04 16:00:00
422430,Panadería y Pastelería,Harina y preparado reposteria,,Preparado para bizcocho bolo sin gluten,2020-08-04 16:00:00
422488,Panadería y Pastelería,Pan de horno,,Barra pan de agua,2020-08-04 16:00:00
422585,Panadería y Pastelería,Pan tostado y rallado,,Crackers integrales de espelta Bachman,2020-08-04 16:00:00
422695,Platos Preparados,Pizzas,,Pizza carbonara familiar,2020-08-04 16:00:00
422785,Platos Preparados,Platos preparados calientes,,Alubias a la riojana,2020-08-04 16:00:00
422923,Lácteos y Huevos,Yogures griegos,,Yogur griego natural,2020-08-04 16:00:00
422956,Lácteos y Huevos,Yogures liquidos,,Bebida láctea de fresa y plátano Kids,2020-08-04 16:00:00
423034,Frescos,Fruta variada,,"Bebida de zumo de naranja, mango y zanahoria La Verja sin azúcares añadidos",2020-08-04 16:00:00
423086,Despensa,Tomate y otros sabores,,Zumo de manzana selección,2020-08-04 16:00:00
423119,Despensa,Aceite vinagre y sal,,Sal yodada fina,2020-08-05 04:00:00
423318,Bebidas,Isotonico y energetico,,Bebida para deportistas sabor cítrico,2020-08-05 04:00:00
423420,Bebidas,Refresco de naranja y de limon,,Refresco lima limón zero azúcar fresh gas,2020-08-05 04:00:00
423502,Despensa,Aceitunas y encurtidos,,Aceitunas rellenas de anchoa reducido en sal,2020-08-05 04:00:00
423512,Despensa,Aceitunas y encurtidos,,Aceitunas rellenas de limón,2020-08-05 04:00:00
423735,Despensa,Pasta y fideos,,Fideo integral,2020-08-05 04:00:00
423793,Despensa,Pasta y fideos,,Fideos orientales Yakisoba classic Maggi,2020-08-05 04:00:00
423796,Despensa,Pasta y fideos,,Fideos orientales Yakisoba sabor pollo,2020-08-05 04:00:00
423974,Desayuno y Dulces,Golosinas,,Golosinas spaguetti fresa,2020-08-05 04:00:00
424859,Carnicería,Cerdo,,Pinchos de cerdo sin varilla,2020-08-05 04:00:00
425060,Desayuno y Dulces,Galletas,,"Galletas de cereales con miel, avellana y chocolate Belvita",2020-08-05 04:00:00
425308,Charcutería y Quesos,Pate y sobrasada,,Bloc foie gras de pato Martiko,2020-08-05 04:00:00
425352,Charcutería y Quesos,Queso curado semicurado y tierno,,Queso semicurado,2020-08-05 04:00:00
425438,Charcutería y Quesos,Queso untable y fresco,,Requesón Montesinos,2020-08-05 04:00:00
425560,Congelados,Helados,,Helado vainilla y nueces de macadamia,2020-08-05 04:00:00
425586,Pescadería,Marisco,Hacendado,Preparado de paella y sopa ultracongelado,2020-08-05 04:00:00
425663,Pescadería,Pescado,Pescanova,Aritos de surimi a la romana ultracongelados,2020-08-05 04:00:00
425670,Pescadería,Pescado,Hacendado,Anillas a la romana ultracongeladas,2020-08-05 04:00:00
425751,Frescos,Verdura,Hacendado,"Relleno fajitas pollo, pimientos y cebolla ultracongelado",2020-08-05 04:00:00
425780,Frescos,Verdura,Hacendado,Coles de Bruselas ultracongeladas,2020-08-05 04:00:00
425787,Frescos,Verdura,,Espárrago verde entero Jv ultracongelado,2020-08-05 04:00:00
425867,Despensa,Berberechos y mejillones,,Mejillones en escabeche pequeños,2020-08-05 04:00:00
425922,Frescos,Conservas de verdura y frutas,Hacendado,Piña en su jugo rodajas,2020-08-05 04:00:00
425949,Despensa,Gazpacho y cremas,,Gazpacho fresco,2020-08-05 04:00:00
426193,Cuidado Personal,Coloracion cabello,,Coloración permanente sin amoníaco Azalea 7 rubio,2020-08-05 04:00:00
426200,Cuidado Personal,Coloracion cabello,,Coloración permanente L'Oréal 7.1 rubio ceniza,2020-08-05 04:00:00
426203,Cuidado Personal,Coloracion cabello,,Coloración permanente L'Oréal 8 rubio claro,2020-08-05 04:00:00
426229,Cuidado Personal,Coloracion cabello,,Retoca raíces instantáneo L'Oréal castaño caoba,2020-08-05 04:00:00
426345,Cuidado Personal,Afeitado y cuidado para hombre,,Crema facial hidratante 24H Vído hombre,2020-08-05 04:00:00
426471,Cuidado Personal,Cuidado e higiene facial,,Crema facial antioxidante y regenerante Beauté Mediterranea Dragon's blood,2020-08-05 04:00:00
426529,Cuidado Personal,Depilacion,,Crema depilatoria Veet for men piel normal,2020-08-05 04:00:00
426552,Cuidado Personal,Desodorante,,Desodorante roll-on cuidado aloe,2020-08-05 04:00:00
426554,Cuidado Personal,Desodorante,,Desodorante roll-on mujer cuidado seda,2020-08-05 04:00:00
426787,Cuidado Personal,Higiene intima,,Protegeslip normal Dry,2020-08-05 04:00:00
426790,Cuidado Personal,Higiene intima,,Protegeslip maxi Cotton,2020-08-05 04:00:00
426881,Cuidado Personal,Manicura y pedicura,,Esponja pómez suave manos y pies Luxor,2020-08-05 04:00:00
426975,Cuidado Personal,Perfume y colonia,,Eau de toilette mujer Alejandro Sanz Mi acorde,2020-08-05 04:00:00
427050,Cuidado Personal,Perfume y colonia,,Eau de toilette hombre Adidas Dare edition,2020-08-05 04:00:00
427100,Cuidado Personal,Perfume y colonia,,Lote infantil Studio Pets,2020-08-05 04:00:00
427239,Frescos,Fruta,,Uva negra sin semillas,2020-08-05 04:00:00
427388,Frescos,Verdura,,Berenjena,2020-08-05 04:00:00
427522,Lácteos y Huevos,Leche y bebidas vegetales,,Bebida de espelta,2020-08-05 04:00:00
427666,Limpieza y Hogar,Detergente y suavizante ropa,,Suavizante ropa hipoalergénico concentrado,2020-08-05 04:00:00
427680,Limpieza y Hogar,Detergente y suavizante ropa,,Decolorante de tejidos sin lejía La Nave,2020-08-05 04:00:00
427784,Limpieza y Hogar,Insecticida y ambientador,,Ambientador perlas paradise,2020-08-05 04:00:00
427816,Limpieza y Hogar,Lejia y liquidos fuertes,,Lejía densa,2020-08-05 04:00:00
427903,Limpieza y Hogar,Limpieza cocina,,Quitagrasas KH-7,2020-08-05 04:00:00
428145,Limpieza y Hogar,Utensilios de limpieza y calzado,,Limpiador de calzado negro,2020-08-05 04:00:00
428203,Maquillaje,Bases de maquillaje y corrector,,Maquillaje fluido lasting performance 108 honey beige,2020-08-05 04:00:00
428320,Maquillaje,Labios,,Brillo de labios 08,2020-08-05 04:00:00
428369,Maquillaje,Ojos,,Perfilador de ojos Beauty Eyes 303 azul,2020-08-05 04:00:00
428377,Maquillaje,Ojos,,Máscara de pestañas scandaleyes negro,2020-08-05 04:00:00
428481,Pescadería,Pescado congelado,,Lomos de atún aleta amarilla Escuris ultracongelados,2020-08-05 04:00:00
428537,Pescadería,Pescado en bandeja,,Filetes lomo de merluza,2020-08-05 04:00:00
428618,Pescadería,Salazones y ahumados,,Bacalao seco y salado Ubago,2020-08-05 04:00:00
428654,Mascotas,Gato,,Paté gato adulto Delikuit con pollo y pavo,2020-08-05 04:00:00
428848,Panadería y Pastelería,Bolleria envasada,,Tortas de anís,2020-08-05 04:00:00
428853,Panadería y Pastelería,Bolleria envasada,,Muffins con chips de chocolate Horno de San Juan,2020-08-05 04:00:00
428871,Panadería y Pastelería,Bolleria envasada,,Bracito,2020-08-05 04:00:00
428874,Panadería y Pastelería,Bolleria envasada,,Espiral al cacao,2020-08-05 04:00:00
428939,Panadería y Pastelería,Harina y preparado reposteria,,Masa de hojaldre sin gluten,2020-08-05 04:00:00
429098,Panadería y Pastelería,Picos rosquilletas y picatostes,,Picatostes tostados,2020-08-05 04:00:00
429155,Otros,Velas y decoracion,,Almendra cubitos,2020-08-05 04:00:00
429247,Platos Preparados,Platos preparados calientes,,Fideos orientales Yakisoba curry,2020-08-05 04:00:00
429271,Platos Preparados,Platos preparados calientes,,Patatas bravas con allioli y salsa picante,2020-08-05 04:00:00
429427,Lácteos y Huevos,Yogures liquidos,,Bebida láctea de fresa L-casei 0% materia grasa 0% azúcares añadidos,2020-08-05 04:00:00
429527,Otros,Melocoton y pina,,Zumo de piña y uva,2020-08-05 04:00:00
429592,Despensa,Aceite vinagre y sal,,Sal fina de mesa,2020-08-05 16:00:00
429611,Despensa,Especias,,Romero,2020-08-05 16:00:00
429626,Despensa,Especias,,Pimienta negra en grano,2020-08-05 16:00:00
429698,Despensa,Otras salsas,,Salsa roquefort,2020-08-05 16:00:00
429737,Bebidas,Agua,,Agua mineral Bronchales,2020-08-05 16:00:00
429904,Bebidas,Refresco de naranja y de limon,,Refresco de naranja fresh gas,2020-08-05 16:00:00
429926,Bebidas,Tonica y bitter,,Bitter sin alcohol,2020-08-05 16:00:00
430125,Aperitivos,Patatas fritas y snacks,,Cuquitos sabor queso,2020-08-05 16:00:00
430387,Desayuno y Dulces,Chocolate,,Cacahuetes Chocoiris bañados de chocolate con leche coloreados,2020-08-05 16:00:00
430401,Desayuno y Dulces,Chocolate,,Barritas de chocolate blanco con galleta rellena de caramelo y cereales,2020-08-05 16:00:00
430427,Desayuno y Dulces,Golosinas,,Golosinas Nubi Mallow,2020-08-05 16:00:00
430439,Desayuno y Dulces,Golosinas,,Regaliz roja rellena con zumo de fruta,2020-08-05 16:00:00
430449,Desayuno y Dulces,Mermelada y miel,,Mermelada de fresa,2020-08-05 16:00:00
430557,Bebé,Alimentacion infantil,,Papilla 8 cereales con galleta baby +6 meses,2020-08-05 16:00:00
430605,Cuidado Personal,Higiene y cuidado,,Crema protectora para pañal 's,2020-08-05 16:00:00
430606,Cuidado Personal,Higiene y cuidado,,Loción corporal infantil hidratante,2020-08-05 16:00:00
430623,Cuidado Personal,Higiene y cuidado,,Recambios recarga aspirador nasal anatómico,2020-08-05 16:00:00
430643,Panadería y Pastelería,Toallitas y panales,,Pañales bebé talla 2 de 4-8 kg,2020-08-05 16:00:00
430722,Bodega,Cerveza,,Cerveza de trigo tostada Paulaner,2020-08-05 16:00:00
430798,Bodega,Licores,,Whisky escocés Chivas Regal 12 años,2020-08-05 16:00:00
430962,Bodega,Vino rosado,,Vino rosado Dominio de Borgia,2020-08-05 16:00:00
430983,Bodega,Vino tinto,,Vino tinto D.O Rioja Arteso reserva,2020-08-05 16:00:00
431160,Bebidas Calientes,Te e infusiones,,Infusión Tila,2020-08-05 16:00:00
431212,Carnicería,Aves y pollo,,Codornices,2020-08-05 16:00:00
431231,Carnicería,Aves y pollo,,Flautas de pollo y queso,2020-08-05 16:00:00
431244,Carnicería,Aves y pollo,,Carcasa de pollo rural,2020-08-05 16:00:00
431285,Carnicería,Cerdo,,Chuletas de cerdo sajonia,2020-08-05 16:00:00
431325,Carnicería,Conejo y cordero,,Conejo entero troceado,2020-08-05 16:00:00
431367,Carnicería,Hamburguesas y picadas,,Burger de cerdo y vacuno con barbacoa,2020-08-05 16:00:00
431379,Carnicería,Vacuno,,Tacos de vacuno añojo,2020-08-05 16:00:00
431505,Desayuno y Dulces,Galletas,,Galletas Oceanix,2020-08-05 16:00:00
431651,Charcutería y Quesos,Chopped y mortadela,,Chopped,2020-08-05 16:00:00
431708,Charcutería y Quesos,Embutido curado,,Lomo de bellota ibérico cortado a máquina,2020-08-05 16:00:00
431929,Despensa,Arroz y pasta,,Lasaña de carne a la barbacoa ultracongelada,2020-08-05 16:00:00
432011,Congelados,Helados,,Granizado agua de cebada,2020-08-05 16:00:00
432066,Pescadería,Marisco,Hacendado,Gamba blanca cocida ultracongelada,2020-08-05 16:00:00
432084,Pescadería,Marisco,Hacendado,Buey de mar cocido congelado,2020-08-05 16:00:00
432209,Frescos,Verdura,Hacendado,Espinaca en porciones ultracongelada,2020-08-05 16:00:00
432531,Cuidado Personal,Champu,,Champú Liss Frizz Control cabello rebelde,2020-08-05 16:00:00
432664,Cuidado Personal,Coloracion cabello,,Coloración permanente L'Oréal 8 rubio claro,2020-08-05 16:00:00
432710,Cuidado Personal,Fijacion cabello,,Espuma máximo volumen cabello fino y sin volúmen fijación 3,2020-08-05 16:00:00
432770,Cuidado Personal,Afeitado y cuidado para hombre,,Crema de afeitar piel sensible Lea,2020-08-05 16:00:00
432771,Cuidado Personal,Afeitado y cuidado para hombre,,Jabón de afeitar en roll-on Lea,2020-08-05 16:00:00
432783,Cuidado Personal,Afeitado y cuidado para hombre,,Maquinillas de afeitar Speed 3 Personna,2020-08-05 16:00:00
432914,Cuidado Personal,Cuidado e higiene facial,,Mascarilla facial peeling árbol de té Montagne Jeunesse,2020-08-05 16:00:00
432965,Cuidado Personal,Cuidado e higiene facial,,Ampollas faciales proteoglicanos,2020-08-05 16:00:00
433457,Cuidado Personal,Perfume y colonia,,Lote mujer Adolfo Dominguez Azahar,2020-08-05 16:00:00
433528,Cuidado Personal,Perfume y colonia,,Lote hombre,2020-08-05 16:00:00
433530,Cuidado Personal,Perfume y colonia,,Lote hombre Antonio Banderas The secret,2020-08-05 16:00:00
433594,Cuidado Personal,Protector solar y aftersun,,Leche corporal autobronceadora,2020-08-05 16:00:00
433668,Salud,Parafarmacia,,Roll-on alivio picaduras,2020-08-05 16:00:00
433719,Frescos,Fruta,,Limones,2020-08-05 16:00:00
433846,Frescos,Verdura,,Jengibre,2020-08-05 16:00:00
433975,Lácteos y Huevos,Leche y bebidas vegetales,,Bebida de almendras Soymilk,2020-08-05 16:00:00
433991,Lácteos y Huevos,Leche y bebidas vegetales,,Batido de chocolate 90% leche,2020-08-05 16:00:00
434111,Limpieza y Hogar,Detergente y suavizante ropa,,Limpia lavadoras líquido,2020-08-05 16:00:00
434171,Limpieza y Hogar,Estropajo bayeta y guantes,,Guantes 100% nitrilo talla mediana,2020-08-05 16:00:00
434266,Limpieza y Hogar,Insecticida y ambientador,,Absorbeolores en gel para frigorífico,2020-08-05 16:00:00
434271,Limpieza y Hogar,Lejia y liquidos fuertes,,Lejía con detergente,2020-08-05 16:00:00
434279,Limpieza y Hogar,Lejia y liquidos fuertes,,Pastillas desinfectantes multiusos Orache,2020-08-05 16:00:00
434400,Limpieza y Hogar,Limpieza muebles y multiusos,,Limpiador plata y metales en crema,2020-08-05 16:00:00
434452,Despensa,Menaje y conservacion de alimentos,,Bolsa isotérmica Bolsaterm,2020-08-05 16:00:00
434472,Despensa,Menaje y conservacion de alimentos,,Mantel de papel blanco Papermon,2020-08-05 16:00:00
434769,Maquillaje,Labios,,Pintalabios cremoso 09,2020-08-05 16:00:00
434778,Maquillaje,Labios,,Brillo de labios 07,2020-08-05 16:00:00
434890,Pescadería,Marisco,Hacendado,Alistado pequeño congelado,2020-08-05 16:00:00
434917,Pescadería,Marisco,Hacendado,Mejillón de Chile entero cocido ultracongelado,2020-08-05 16:00:00
434930,Pescadería,Marisco,Pescanova,Palitos de surimi,2020-08-05 16:00:00
435012,Pescadería,Pescado en bandeja,Pescanova,Anguriñas al ajillo,2020-08-05 16:00:00
435079,Pescadería,Salazones y ahumados,,Salmón ahumado Ubago,2020-08-05 16:00:00
435174,Mascotas,Perro,,Paté perro adulto Delikuit con cordero y verduras,2020-08-05 16:00:00
435210,Mascotas,Perro,,Spray anti-insectos para perros y gatos Krislin,2020-08-05 16:00:00
435306,Panadería y Pastelería,Bolleria envasada,,Tortas de anís,2020-08-05 16:00:00
435309,Panadería y Pastelería,Bolleria envasada,,Bizcocho con cobertura de cacao Phoskitos relleno de leche,2020-08-05 16:00:00
435370,Panadería y Pastelería,Harina y preparado reposteria,,Gelatina neutra en láminas,2020-08-05 16:00:00
435420,Panadería y Pastelería,Pan de horno,,Pan campeón del mundo,2020-08-05 16:00:00
435666,Platos Preparados,Platos preparados calientes,,Lasaña boloñesa familiar,2020-08-05 16:00:00
436172,Despensa,Otras salsas,,Salsa thai chili dulce J-Lek,2020-08-06 04:00:00
436272,Bebidas,Isotonico y energetico,,Bebida energética Red Bull,2020-08-06 04:00:00
436288,Bebidas,Refresco de cola,,Refresco cola,2020-08-06 04:00:00
436355,Bebidas,Refresco de naranja y de limon,,Refresco naranja,2020-08-06 04:00:00
436463,Despensa,Aceitunas y encurtidos,,Pepinillos pequeños,2020-08-06 04:00:00
436775,Desayuno y Dulces,Chicles y caramelos,,Caramelos blandos rellenos Dolis,2020-08-06 04:00:00
436843,Desayuno y Dulces,Chocolate,,Cacahuetes chocolate con leche,2020-08-06 04:00:00
437205,Bodega,Cerveza,,Cerveza con sabor a tequila 1897,2020-08-06 04:00:00
437257,Bodega,Licores,,Whisky escocés Cardhu 12 años,2020-08-06 04:00:00
437498,Desayuno y Dulces,Cacao soluble y chocolate a la taza,,Cacao en polvo instantáneo a la taza,2020-08-06 04:00:00
437595,Bebidas Calientes,Cafe soluble y otras bebidas,,Filtros de café para cafeteras tamaño 2 y 4,2020-08-06 04:00:00
437708,Carnicería,Aves y pollo,,Alas de pollo rural partidas,2020-08-06 04:00:00
437786,Carnicería,Conejo y cordero,,Chuletas de cordero mixtas,2020-08-06 04:00:00
438027,Desayuno y Dulces,Galletas,,Galletas rellenas de coco,2020-08-06 04:00:00
438116,Charcutería y Quesos,Chopped y mortadela,,Mortadela con aceitunas lonchas,2020-08-06 04:00:00
438143,Charcutería y Quesos,Embutido curado,,Salchichón cular ibérico extra La Hacienda del ibérico,2020-08-06 04:00:00
438174,Charcutería y Quesos,Embutido curado,,Morcilla ibérica La Hacienda del ibérico,2020-08-06 04:00:00
438228,Charcutería y Quesos,Pate y sobrasada,,Paté olivada,2020-08-06 04:00:00
438250,Charcutería y Quesos,Queso curado semicurado y tierno,,Queso grana padano Zanetti,2020-08-06 04:00:00
438362,Charcutería y Quesos,Queso untable y fresco,,Queso ricotta,2020-08-06 04:00:00
438485,Congelados,Helados,,Helado sabor huevo de chocolate,2020-08-06 04:00:00
438565,Pescadería,Pescado,Hacendado,Cola de rape del cabo congelada,2020-08-06 04:00:00
438667,Frescos,Verdura,Hacendado,Judía verde redonda ultracongelada,2020-08-06 04:00:00
439002,Cuidado Personal,Champu,,Champú total repair Elvive cabello dañado,2020-08-06 04:00:00
439265,Cuidado Personal,Afeitado y cuidado para hombre,,Gel limpiador facial 9.60 hombre,2020-08-06 04:00:00
439374,Cuidado Personal,Cuidado e higiene facial,,Mascarilla facial peeling árbol de té Montagne Jeunesse,2020-08-06 04:00:00
439427,Cuidado Personal,Cuidado e higiene facial,,Tratamiento facial intensivo regenerador Sisbela,2020-08-06 04:00:00
439470,Cuidado Personal,Depilacion,,Recambios maquinilla depilación Hydro silk,2020-08-06 04:00:00
439552,Cuidado Personal,Gel y jabon de manos,,Gel de baño natural piel normal,2020-08-06 04:00:00
439576,Cuidado Personal,Gel y jabon de manos,,Esponja de baño suave,2020-08-06 04:00:00
439639,Cuidado Personal,Higiene bucal,,Enjuague bucal fresh 0% alcohol,2020-08-06 04:00:00
439747,Cuidado Personal,Manicura y pedicura,,Tratamiento para uñas gel quita-cutículas,2020-08-06 04:00:00
440071,Salud,Fitoterapia,,Batido sabor chocolate y galletas sustitutivo,2020-08-06 04:00:00
440190,Frescos,Fruta,,Aguacates,2020-08-06 04:00:00
440234,Frescos,Lechuga y ensalada preparada,,Espinaca baby base para ensalada,2020-08-06 04:00:00
440324,Frescos,Verdura,,Calabaza cacahuete,2020-08-06 04:00:00
440533,Limpieza y Hogar,Detergente y suavizante ropa,,Detergente ropa blanca y de color líquido concentrado,2020-08-06 04:00:00
440646,Limpieza y Hogar,Insecticida y ambientador,,Bolsitas antipolillas lavanda,2020-08-06 04:00:00
440717,Limpieza y Hogar,Insecticida y ambientador,,Vela perfumada pasión floral,2020-08-06 04:00:00
441025,Limpieza y Hogar,Utensilios de limpieza y calzado,,Recambio mopa microfibra pequeño,2020-08-06 04:00:00
441106,Maquillaje,Bases de maquillaje y corrector,,Maquillaje fluido larga duración 04,2020-08-06 04:00:00
441117,Maquillaje,Bases de maquillaje y corrector,,Maquillaje fluido lasting performance 105 soft beige,2020-08-06 04:00:00
441260,Maquillaje,Ojos,,Perfilador de ojos 02 marrón,2020-08-06 04:00:00
441353,Pescadería,Marisco,Pescanova,Langostino cocido y pelado ultracongelado,2020-08-06 04:00:00
441434,Pescadería,Pescado congelado,Hacendado,Tubo de pota congelado,2020-08-06 04:00:00
441496,Pescadería,Pescado fresco,,Dorada sin limpiar,2020-08-06 04:00:00
441651,Mascotas,Perro,,"Comida perro sénior light Supreme con pollo, cebada y arroz",2020-08-06 04:00:00
441672,Mascotas,Perro,,Snack perro mix galletas con aroma de vainilla,2020-08-06 04:00:00
441855,Panadería y Pastelería,Harina y preparado reposteria,,Masa fresca hojaldre con mantequilla,2020-08-06 04:00:00
