ticket_id,store_id,customer_id,ticket_datetime,channel,payment_method,total_amount
5238,46,4764,2023-06-18 12:46:54,Tienda,Efectivo,2192.26
5239,89,4687,2022-09-11 08:26:19,Tienda,Tarjeta crédito,2193.9
5240,1,,2025-12-05 09:19:40,Tienda,Efectivo,334.89
5241,56,2516,2024-01-25 07:43:37,Tienda,Efectivo,1849.01
5242,1,1640,2025-04-16 18:30:14,Online,Tarjeta crédito,2651.65
5243,100,,2022-08-11 14:57:03,Tienda,Tarjeta crédito,244.85
5244,83,,2025-05-19 08:33:39,Tienda,Tarjeta crédito,348.1
5245,83,3417,2025-08-05 04:37:09,Tienda,Tarjeta crédito,500.29
5246,71,157,2022-08-19 16:18:13,Tienda,Tarjeta débito,400.55
5247,1,3164,2021-09-14 11:14:03,Online,Tarjeta débito,357.77
5248,1,,2025-09-21 05:26:18,Online,Tarjeta crédito,1334.14
5249,96,1479,2022-09-30 16:42:51,Tienda,Tarjeta crédito,1085.08
5250,1,270,2025-09-09 13:42:25,Online,Tarjeta débito,1005.06
5251,34,4580,2022-01-01 08:18:38,Tienda,Tarjeta débito,6.44
5252,1,3450,2025-09-16 19:51:18,Online,Tarjeta débito,2039.54
5253,99,2012,2021-04-15 00:33:52,Tienda,Efectivo,1665.97
5254,1,607,2023-08-04 19:12:57,Online,Tarjeta débito,1118.59
5255,18,2311,2025-04-23 03:10:35,Tienda,Efectivo,1817.32
5256,1,992,2023-10-08 20:31:11,Online,Tarjeta débito,1122.36
5257,33,736,2022-03-30 22:35:31,Tienda,Tarjeta débito,200.38
5258,60,,2023-04-16 12:52:52,Tienda,Efectivo,1086.04
5259,92,4983,2021-07-10 06:48:16,Tienda,Efectivo,967.37
5260,8,4616,2022-01-12 10:09:05,Tienda,Tarjeta débito,747.86
5261,34,,2024-09-02 01:31:46,Tienda,Efectivo,937.36
5262,42,3965,2022-05-05 11:47:23,Tienda,Tarjeta débito,686.21
5263,5,1726,2022-02-26 01:26:21,Tienda,Tarjeta crédito,1905.89
5264,10,,2024-04-20 12:02:22,Tienda,Tarjeta débito,994.52
5265,80,3388,2021-07-07 11:51:40,Tienda,Efectivo,318.82
5266,1,683,2022-11-13 04:31:48,Online,Tarjeta débito,184.7
5267,63,4332,2023-11-14 19:54:15,Tienda,Tarjeta débito,1615.14
5268,54,1685,2022-08-04 05:49:22,Tienda,Efectivo,1517.75
5269,90,1791,2024-04-21 04:34:27,Tienda,Tarjeta crédito,1118.86
5270,39,,2023-05-25 17:57:31,Tienda,Tarjeta débito,664.89
5271,23,3577,2025-02-21 00:27:56,Tienda,Tarjeta débito,417.98
5272,90,,2022-09-13 11:45:08,Tienda,Tarjeta crédito,45.8
5273,81,4432,2023-12-01 20:28:32,Tienda,Tarjeta crédito,1341.05
5274,1,2275,2022-05-18 17:28:50,Tienda,Tarjeta crédito,1656.44
5275,60,3497,2022-04-19 12:06:14,Tienda,Tarjeta débito,1128.33
5276,68,,2021-03-23 15:30:59,Tienda,Tarjeta crédito,344.45
5277,24,3797,2021-06-06 14:53:58,Tienda,Tarjeta débito,1330.82
5278,49,2418,2021-09-19 05:11:35,Tienda,Tarjeta débito,580.08
5279,12,4713,2024-02-18 11:50:46,Tienda,Efectivo,1537.01
5280,34,,2023-09-14 05:29:35,Tienda,Efectivo,1722.17
5281,67,,2025-09-11 01:00:21,Tienda,Tarjeta débito,191.73
5282,75,1240,2025-10-27 03:08:11,Tienda,Tarjeta crédito,1333.49
5283,1,3085,2021-08-25 08:12:53,Online,Tarjeta crédito,1790.98
5284,54,2920,2023-01-28 23:47:35,Tienda,Tarjeta crédito,1254.97
5285,5,2135,2025-03-05 08:52:21,Tienda,Tarjeta crédito,1405.9
5286,33,,2024-02-02 11:36:09,Tienda,Tarjeta débito,598.57
5287,52,,2022-11-11 09:57:08,Tienda,Efectivo,2476.38
5288,37,5,2021-02-18 15:54:07,Tienda,Efectivo,576.77
5289,27,,2024-08-11 05:34:57,Tienda,Tarjeta débito,593.87
5290,24,,2023-02-11 13:07:49,Tienda,Tarjeta débito,1445.02
5291,70,110,2024-02-28 14:49:02,Tienda,Tarjeta débito,532.2
5292,86,,2022-02-18 15:28:23,Tienda,Tarjeta débito,498.11
5293,4,4783,2024-08-20 22:52:22,Tienda,Efectivo,1880.1
5294,80,762,2025-12-19 12:16:42,Tienda,Tarjeta crédito,121.44
5295,62,1372,2024-06-05 14:18:42,Tienda,Tarjeta crédito,1387.66
5296,90,2004,2021-07-17 17:13:17,Tienda,Efectivo,1660.25
5297,62,97,2024-03-27 14:07:34,Tienda,Tarjeta débito,1055.82
5298,62,2656,2022-11-08 13:49:49,Tienda,Tarjeta crédito,1869.03
5299,4,4519,2021-12-18 15:30:02,Tienda,Efectivo,1398.8
5300,38,4758,2024-01-12 14:45:49,Tienda,Tarjeta crédito,1140.0
5301,6,,2022-03-24 11:54:59,Tienda,Tarjeta débito,284.49
5302,2,4121,2022-02-04 12:06:54,Tienda,Tarjeta crédito,331.96
5303,80,44,2022-03-06 16:44:45,Tienda,Efectivo,235.42
5304,11,4676,2022-10-22 06:26:55,Tienda,Efectivo,455.31
5305,10,163,2025-01-05 10:13:03,Tienda,Tarjeta débito,235.24
5306,57,1129,2025-02-24 08:22:52,Tienda,Efectivo,518.3
5307,75,4326,2021-07-31 02:09:12,Tienda,Efectivo,2415.89
5308,69,1794,2022-02-03 20:55:24,Tienda,Efectivo,831.7
5309,26,1951,2024-02-21 06:47:36,Tienda,Tarjeta crédito,742.55
5310,24,3934,2022-10-16 04:09:57,Tienda,Tarjeta débito,1017.59
5311,40,2110,2025-07-29 15:41:57,Tienda,Tarjeta crédito,2036.88
5312,100,2220,2024-10-17 14:40:42,Tienda,Efectivo,928.9
5313,64,1897,2023-12-13 05:11:05,Tienda,Efectivo,257.94
5314,3,4302,2021-07-23 10:23:22,Tienda,Efectivo,1578.62
5315,69,1751,2023-05-18 02:42:53,Tienda,Efectivo,2322.43
5316,1,3732,2025-05-01 06:41:27,Online,Tarjeta crédito,1702.35
5317,42,3805,2022-09-29 13:39:35,Tienda,Tarjeta débito,1806.67
5318,7,3497,2024-11-25 14:59:22,Tienda,Efectivo,206.13
5319,75,,2021-07-30 19:19:41,Tienda,Tarjeta crédito,2294.91
5320,68,4275,2023-07-09 03:59:16,Tienda,Tarjeta débito,1088.79
5321,83,1322,2024-03-10 18:23:47,Tienda,Tarjeta crédito,820.06
5322,32,1646,2021-11-14 23:23:40,Tienda,Tarjeta crédito,732.95
5323,74,,2024-07-14 14:03:17,Tienda,Tarjeta débito,543.27
5324,38,,2022-10-26 16:52:23,Tienda,Tarjeta débito,619.45
5325,89,721,2024-11-20 03:24:02,Tienda,Tarjeta crédito,434.79
5326,63,2105,2025-01-19 11:00:52,Tienda,Tarjeta débito,446.72
5327,42,1674,2023-11-15 05:39:02,Tienda,Efectivo,963.78
5328,1,2042,2022-09-01 10:52:02,Online,Tarjeta débito,2176.59
5329,35,,2025-01-02 14:07:40,Tienda,Efectivo,692.45
5330,83,,2022-07-24 22:08:35,Tienda,Tarjeta crédito,1082.97
5331,50,4630,2023-03-14 14:41:24,Tienda,Efectivo,293.02
5332,48,4544,2023-10-12 10:46:27,Tienda,Efectivo,2375.76
5333,38,1691,2024-09-01 06:54:55,Tienda,Tarjeta débito,762.3
5334,91,3794,2023-04-18 19:24:29,Tienda,Efectivo,2346.23
5335,20,4250,2022-04-24 05:47:19,Tienda,Efectivo,364.38
5336,7,2926,2024-07-23 21:19:28,Tienda,Tarjeta débito,434.07
5337,56,,2022-05-19 02:33:11,Tienda,Tarjeta débito,403.11
5338,100,,2021-11-28 23:35:57,Tienda,Tarjeta crédito,1809.89
5339,64,2690,2024-11-03 12:00:47,Tienda,Efectivo,387.87
5340,52,,2025-11-18 01:03:14,Tienda,Efectivo,431.35
5341,16,1716,2024-04-25 19:52:35,Tienda,Tarjeta crédito,1514.5
5342,87,,2022-07-12 07:05:17,Tienda,Efectivo,990.31
5343,1,2862,2021-05-10 11:37:03,Tienda,Tarjeta débito,1454.1
5344,54,1908,2023-11-10 07:32:00,Tienda,Tarjeta crédito,58.76
5345,36,1999,2022-11-07 12:04:12,Tienda,Tarjeta débito,2069.84
5346,35,,2021-03-26 16:07:32,Tienda,Efectivo,361.3
5347,94,,2025-07-29 18:57:13,Tienda,Tarjeta crédito,1176.55
5348,56,1417,2021-07-01 16:18:09,Tienda,Tarjeta débito,1025.7
5349,24,,2024-02-01 11:42:40,Tienda,Efectivo,1875.09
5350,64,851,2025-01-08 20:46:18,Tienda,Tarjeta crédito,1130.52
5351,81,1785,2025-06-13 22:30:41,Tienda,Tarjeta débito,1080.72
5352,11,2345,2023-04-21 08:40:17,Tienda,Efectivo,1284.72
5353,69,1425,2022-11-06 03:49:39,Tienda,Efectivo,29.2
5354,6,834,2022-06-08 02:45:03,Tienda,Efectivo,1826.97
5355,64,4434,2025-04-24 03:25:46,Tienda,Tarjeta crédito,1951.58
5356,56,3771,2022-05-26 18:01:20,Tienda,Tarjeta crédito,594.83
5357,5,,2024-05-02 12:44:05,Tienda,Tarjeta crédito,1978.12
5358,93,1853,2022-10-26 02:05:57,Tienda,Tarjeta crédito,1977.06
5359,74,,2021-11-19 14:12:33,Tienda,Efectivo,1294.44
5360,5,1279,2025-12-09 15:48:54,Tienda,Efectivo,1600.15
5361,75,,2022-05-26 18:28:04,Tienda,Efectivo,1628.48
5362,69,162,2023-06-10 04:44:30,Tienda,Tarjeta crédito,1412.05
5363,55,52,2023-04-01 01:15:17,Tienda,Tarjeta débito,1039.33
5364,86,3713,2024-06-27 02:03:08,Tienda,Efectivo,75.03
5365,15,3437,2024-07-23 01:20:41,Tienda,Efectivo,1191.22
5366,51,3588,2022-02-08 06:21:23,Tienda,Tarjeta débito,1150.87
5367,26,3119,2021-06-23 00:40:30,Tienda,Efectivo,1657.11
5368,40,3308,2024-04-12 19:02:35,Tienda,Tarjeta crédito,576.76
5369,5,3814,2021-08-15 08:52:02,Tienda,Efectivo,608.22
5370,86,4238,2023-03-30 18:47:31,Tienda,Tarjeta débito,2823.33
5371,6,2633,2022-09-09 10:26:58,Tienda,Tarjeta débito,522.7
5372,5,,2024-07-11 14:37:32,Tienda,Tarjeta débito,2143.23
5373,5,4142,2023-09-26 12:19:54,Tienda,Tarjeta débito,2289.88
5374,22,,2024-11-02 12:43:23,Tienda,Efectivo,985.54
5375,37,2210,2023-10-09 06:51:44,Tienda,Tarjeta débito,872.7
5376,1,4713,2021-09-26 12:03:55,Online,Tarjeta débito,1236.98
5377,5,4993,2024-05-05 18:08:29,Tienda,Tarjeta crédito,1728.06
5378,24,1231,2021-08-10 11:13:10,Tienda,Efectivo,1233.28
5379,1,3087,2021-12-21 08:27:21,Online,Tarjeta débito,872.32
5380,100,,2024-11-11 20:32:13,Tienda,Efectivo,36.54
5381,82,,2023-06-24 15:10:01,Tienda,Efectivo,1406.75
5382,17,2364,2023-12-18 16:01:31,Tienda,Efectivo,2329.86
5383,10,1235,2025-01-26 08:35:53,Tienda,Tarjeta débito,1348.07
5384,56,3299,2022-05-18 16:25:08,Tienda,Efectivo,1628.04
5385,51,164,2024-09-16 14:19:45,Tienda,Tarjeta débito,256.64
5386,1,3705,2022-12-31 19:24:15,Online,Tarjeta crédito,1155.67
5387,1,4991,2025-01-06 03:44:12,Online,Tarjeta débito,1512.02
5388,89,,2025-11-26 12:16:04,Tienda,Efectivo,464.27
5389,58,273,2025-05-28 07:59:54,Tienda,Efectivo,732.07
5390,3,3306,2024-07-19 19:43:14,Tienda,Tarjeta débito,1445.73
5391,4,,2022-03-21 15:49:37,Tienda,Tarjeta débito,94.4
5392,2,821,2021-02-18 22:53:26,Tienda,Tarjeta débito,1662.25
5393,1,4500,2022-12-31 16:36:46,Tienda,Efectivo,741.85
5394,12,2768,2022-11-02 20:09:35,Tienda,Tarjeta débito,2974.78
5395,23,1700,2025-12-04 05:17:42,Tienda,Efectivo,1859.39
5396,95,2031,2023-05-15 17:09:23,Tienda,Tarjeta crédito,246.32
5397,21,2408,2022-01-27 08:23:16,Tienda,Tarjeta crédito,1235.13
5398,33,572,2022-10-28 16:50:44,Tienda,Efectivo,1642.53
5399,4,3971,2025-05-20 05:44:35,Tienda,Efectivo,1561.85
5400,86,1826,2021-11-22 15:42:19,Tienda,Tarjeta crédito,1641.23
5401,58,2197,2021-03-21 02:05:09,Tienda,Tarjeta crédito,209.48
5402,4,2883,2023-03-28 09:48:29,Tienda,Efectivo,1697.39
5403,31,2484,2024-09-21 13:10:56,Tienda,Efectivo,184.47
5404,40,1109,2022-07-31 21:11:08,Tienda,Tarjeta débito,1670.76
5405,35,,2025-02-26 19:08:08,Tienda,Efectivo,1421.7
5406,96,2650,2022-07-12 12:41:40,Tienda,Efectivo,1776.31
5407,14,4308,2023-01-10 18:57:51,Tienda,Efectivo,1477.29
5408,13,923,2022-08-01 14:06:08,Tienda,Tarjeta crédito,1298.38
5409,61,4134,2021-09-23 03:44:38,Tienda,Tarjeta crédito,1218.36
5410,48,3028,2024-08-04 08:47:12,Tienda,Efectivo,1665.93
5411,23,385,2023-10-07 16:59:49,Tienda,Efectivo,2190.02
5412,82,2979,2023-11-26 12:45:31,Tienda,Tarjeta débito,1670.7
5413,20,163,2024-05-12 13:57:39,Tienda,Tarjeta crédito,478.1
5414,67,,2021-10-18 12:00:09,Tienda,Tarjeta crédito,554.89
5415,18,3793,2022-04-27 16:52:31,Tienda,Efectivo,313.93
5416,16,4098,2025-07-28 10:49:00,Tienda,Tarjeta débito,2321.67
5417,46,2493,2024-06-30 06:42:28,Tienda,Efectivo,2071.8
5418,96,2377,2023-11-24 00:36:49,Tienda,Efectivo,1002.81
5419,63,3429,2024-01-26 13:14:12,Tienda,Tarjeta débito,1499.58
5420,82,,2024-03-23 19:10:53,Tienda,Tarjeta débito,2226.94
5421,56,,2022-07-25 23:55:32,Tienda,Efectivo,404.92
5422,37,1238,2021-11-20 13:19:09,Tienda,Tarjeta débito,1148.91
5423,93,,2023-04-16 12:31:06,Tienda,Efectivo,514.88
5424,34,2134,2021-11-18 20:00:53,Tienda,Tarjeta débito,1307.45
5425,26,,2024-12-24 18:29:48,Tienda,Tarjeta débito,847.08
5426,99,882,2022-07-17 16:16:16,Tienda,Efectivo,1656.18
5427,24,3187,2021-12-01 15:47:20,Tienda,Tarjeta crédito,39.03
5428,67,,2025-05-14 12:00:25,Tienda,Efectivo,1483.65
5429,95,1451,2023-03-11 15:10:08,Tienda,Tarjeta débito,884.25
5430,63,4667,2022-07-03 20:29:16,Tienda,Tarjeta crédito,1095.8
5431,77,,2025-10-05 08:43:32,Tienda,Tarjeta débito,215.68
5432,1,1003,2022-06-07 20:43:52,Online,Tarjeta crédito,1184.1
5433,40,1736,2021-09-30 02:12:13,Tienda,Efectivo,1599.52
5434,59,2032,2022-12-01 14:06:36,Tienda,Efectivo,265.7
5435,10,768,2024-03-28 20:19:21,Tienda,Efectivo,2419.01
5436,26,2025,2024-10-18 10:01:49,Tienda,Tarjeta crédito,2340.51
5437,50,654,2023-01-26 07:27:09,Tienda,Tarjeta crédito,158.45
5438,22,1292,2025-02-15 02:40:16,Tienda,Tarjeta débito,713.3
5439,19,784,2021-04-12 07:15:27,Tienda,Tarjeta débito,883.41
5440,18,897,2023-11-26 10:11:56,Tienda,Tarjeta crédito,923.13
5441,23,3280,2023-12-13 18:15:27,Tienda,Tarjeta débito,2096.36
5442,79,2303,2025-10-19 20:59:11,Tienda,Tarjeta crédito,735.51
5443,11,3392,2024-02-21 21:36:56,Tienda,Tarjeta débito,1653.18
5444,26,,2023-07-29 15:22:15,Tienda,Tarjeta débito,1442.66
5445,58,2680,2022-11-06 03:33:24,Tienda,Tarjeta crédito,1313.95
5446,15,283,2024-12-18 15:26:08,Tienda,Tarjeta crédito,1513.12
5447,54,,2021-11-09 03:21:52,Tienda,Tarjeta débito,706.48
5448,43,1511,2024-11-07 09:54:39,Tienda,Tarjeta crédito,1406.88
5449,1,496,2024-04-03 13:14:17,Online,Tarjeta crédito,940.05
5450,1,2177,2025-02-12 08:55:17,Online,Tarjeta débito,1820.63
5451,52,2912,2022-06-25 20:19:22,Tienda,Efectivo,1799.06
5452,75,3454,2021-01-02 06:28:32,Tienda,Tarjeta crédito,1151.94
5453,87,4583,2024-08-17 02:35:19,Tienda,Tarjeta débito,193.43
5454,7,4810,2022-06-12 05:59:38,Tienda,Tarjeta crédito,336.67
5455,86,1920,2024-03-17 08:12:52,Tienda,Tarjeta débito,583.23
5456,88,4278,2023-03-13 02:27:03,Tienda,Tarjeta débito,1549.75
5457,2,4877,2022-03-23 20:01:34,Tienda,Tarjeta crédito,426.47
5458,33,4033,2023-11-07 10:03:10,Tienda,Tarjeta débito,600.77
5459,35,3103,2024-09-11 19:24:50,Tienda,Efectivo,924.23
5460,31,2133,2021-06-01 19:29:15,Tienda,Efectivo,1633.07
5461,64,,2024-03-22 09:11:46,Tienda,Tarjeta débito,2567.43
5462,49,1971,2025-12-13 19:30:42,Tienda,Tarjeta débito,2518.7
5463,17,1717,2024-01-01 14:18:18,Tienda,Tarjeta débito,93.25
5464,94,2617,2025-05-02 19:33:00,Tienda,Tarjeta débito,1107.1
5465,21,144,2022-08-13 18:41:35,Tienda,Efectivo,77.0
5466,20,550,2025-02-19 13:06:08,Tienda,Tarjeta crédito,1194.3
5467,42,,2024-01-21 03:56:53,Tienda,Tarjeta crédito,21.54
5468,93,124,2024-12-10 05:48:23,Tienda,Tarjeta débito,568.6
5469,71,4330,2025-11-24 06:04:37,Tienda,Efectivo,741.38
5470,100,162,2022-12-05 23:11:37,Tienda,Tarjeta débito,1684.86
5471,26,4325,2025-04-11 11:49:29,Tienda,Tarjeta débito,2244.55
5472,64,2538,2024-02-27 09:22:50,Tienda,Efectivo,2040.28
5473,48,4349,2023-12-15 09:23:32,Tienda,Efectivo,967.69
5474,52,1310,2025-11-01 02:06:26,Tienda,Tarjeta crédito,2154.44
5475,70,2599,2023-03-31 04:36:17,Tienda,Tarjeta crédito,1065.83
5476,8,4068,2022-04-13 11:47:03,Tienda,Tarjeta crédito,1008.41
5477,96,4958,2024-10-19 18:25:27,Tienda,Tarjeta crédito,1236.34
5478,86,577,2021-09-22 13:16:46,Tienda,Tarjeta débito,2310.12
5479,99,,2022-05-09 15:35:28,Tienda,Efectivo,1183.14
5480,42,3453,2025-12-07 08:34:06,Tienda,Tarjeta débito,689.62
5481,54,,2022-03-20 01:25:41,Tienda,Tarjeta crédito,1783.45
5482,51,1051,2023-08-19 18:25:51,Tienda,Efectivo,1430.92
5483,52,,2025-02-15 11:42:06,Tienda,Tarjeta crédito,486.75
5484,3,,2023-02-21 08:16:27,Tienda,Tarjeta débito,2190.75
5485,31,,2024-11-07 17:30:37,Tienda,Tarjeta crédito,722.3
5486,81,2258,2023-09-23 16:05:16,Tienda,Efectivo,373.42
5487,1,3527,2024-01-04 17:00:23,Tienda,Efectivo,2570.93
5488,38,,2022-06-11 20:55:25,Tienda,Efectivo,2168.86
5489,57,,2021-05-10 17:30:04,Tienda,Tarjeta débito,329.2
5490,9,3650,2022-04-21 04:02:17,Tienda,Tarjeta crédito,924.49
5491,7,521,2021-10-01 12:47:46,Tienda,Tarjeta crédito,498.87
5492,4,,2025-12-23 23:24:40,Tienda,Tarjeta crédito,1394.95
5493,9,1809,2023-08-03 00:43:35,Tienda,Tarjeta débito,1768.28
5494,94,4281,2022-07-03 07:38:48,Tienda,Tarjeta crédito,1323.76
5495,99,2257,2023-09-28 10:10:21,Tienda,Efectivo,1317.77
5496,70,,2021-03-28 17:27:05,Tienda,Tarjeta débito,1712.95
5497,69,199,2023-09-01 09:57:01,Tienda,Tarjeta débito,754.33
5498,38,1135,2022-12-22 11:00:10,Tienda,Efectivo,154.45
5499,33,1463,2024-07-11 10:15:52,Tienda,Tarjeta débito,1417.64
5500,1,2355,2023-06-23 23:15:17,Online,Tarjeta débito,989.68
5501,79,,2021-10-05 02:54:36,Tienda,Efectivo,638.02
5502,1,4063,2024-06-14 02:48:17,Online,Tarjeta crédito,1470.98
5503,35,424,2022-09-18 13:28:38,Tienda,Tarjeta débito,1076.8
5504,80,,2023-06-23 01:01:40,Tienda,Efectivo,1618.02
5505,95,1896,2022-09-26 11:09:11,Tienda,Tarjeta débito,1946.47
5506,91,,2021-05-12 22:56:35,Tienda,Tarjeta crédito,1534.96
5507,63,,2022-04-17 19:29:00,Tienda,Efectivo,887.46
5508,76,,2024-04-04 15:32:01,Tienda,Tarjeta crédito,514.98
5509,1,4282,2025-11-03 18:00:33,Online,Tarjeta débito,2280.06
5510,9,4654,2024-12-04 05:26:28,Tienda,Tarjeta crédito,1541.94
5511,15,859,2025-08-18 05:36:33,Tienda,Efectivo,775.84
5512,32,2018,2024-05-25 00:18:12,Tienda,Tarjeta crédito,420.64
5513,1,4583,2024-01-11 16:12:01,Tienda,Tarjeta débito,42.33
5514,43,,2024-01-17 08:37:15,Tienda,Tarjeta débito,1026.01
5515,92,,2021-08-04 22:54:48,Tienda,Tarjeta crédito,2226.78
5516,25,2658,2022-07-29 04:55:50,Tienda,Tarjeta crédito,2213.86
5517,83,928,2022-05-20 23:56:20,Tienda,Tarjeta débito,2208.85
5518,92,,2025-04-10 06:40:45,Tienda,Tarjeta crédito,758.53
5519,87,,2022-12-02 12:52:21,Tienda,Efectivo,1313.07
5520,49,874,2023-09-24 14:51:03,Tienda,Efectivo,411.09
5521,84,4870,2024-02-09 16:32:32,Tienda,Tarjeta débito,640.21
5522,53,545,2023-01-02 20:19:17,Tienda,Tarjeta crédito,197.9
5523,12,,2025-02-02 21:16:31,Tienda,Efectivo,520.06
5524,74,,2024-04-08 01:01:48,Tienda,Tarjeta débito,1463.34
5525,39,4392,2022-07-08 01:01:11,Tienda,Tarjeta crédito,1425.56
5526,54,4267,2023-01-02 13:55:23,Tienda,Tarjeta crédito,1181.24
5527,49,1891,2021-03-26 13:34:40,Tienda,Efectivo,1381.51
5528,1,176,2023-08-22 10:53:11,Online,Tarjeta crédito,810.16
5529,78,2719,2022-03-15 16:57:24,Tienda,Efectivo,1470.15
5530,8,680,2021-02-13 06:05:54,Tienda,Efectivo,1190.05
5531,22,,2024-11-05 12:21:03,Tienda,Tarjeta débito,1278.16
5532,86,,2023-12-07 00:01:56,Tienda,Tarjeta débito,791.18
5533,88,4311,2025-11-19 21:16:48,Tienda,Efectivo,361.56
5534,1,,2022-07-01 15:30:42,Online,Tarjeta débito,1406.95
5535,14,744,2025-02-21 09:19:22,Tienda,Efectivo,2818.34
5536,9,,2022-04-12 14:17:51,Tienda,Tarjeta crédito,1623.64
5537,84,3972,2023-10-13 02:54:19,Tienda,Tarjeta débito,677.64
5538,15,,2022-10-29 18:07:58,Tienda,Tarjeta débito,230.48
5539,1,567,2022-10-20 06:40:06,Online,Tarjeta débito,179.12
5540,24,,2021-11-18 11:40:20,Tienda,Tarjeta débito,1011.58
5541,60,3146,2022-01-02 20:38:45,Tienda,Efectivo,48.04
5542,58,,2022-10-08 22:23:11,Tienda,Efectivo,931.39
5543,81,3249,2025-10-12 04:40:30,Tienda,Efectivo,468.59
5544,52,313,2024-05-20 19:13:50,Tienda,Efectivo,706.38
5545,1,,2023-10-11 08:53:38,Online,Tarjeta débito,1434.75
5546,80,3364,2021-08-22 06:45:42,Tienda,Tarjeta débito,631.58
5547,27,550,2022-09-01 20:35:31,Tienda,Tarjeta débito,854.72
5548,99,2200,2023-12-20 20:09:59,Tienda,Tarjeta débito,1106.88
5549,71,589,2023-08-27 12:32:57,Tienda,Tarjeta débito,1683.45
5550,82,2523,2025-03-24 01:47:52,Tienda,Tarjeta débito,91.65
5551,44,,2024-06-17 23:42:26,Tienda,Tarjeta débito,162.24
5552,7,1190,2023-05-21 02:05:44,Tienda,Tarjeta débito,1956.95
5553,1,4724,2023-08-31 12:06:47,Online,Tarjeta débito,1851.32
5554,46,4352,2021-01-09 15:08:19,Tienda,Tarjeta débito,573.24
5555,59,1840,2024-01-15 12:03:04,Tienda,Efectivo,599.02
5556,77,,2023-07-20 05:11:29,Tienda,Tarjeta crédito,49.0
5557,1,2682,2022-11-16 16:07:53,Tienda,Tarjeta crédito,1856.82
5558,24,1838,2023-07-08 20:45:41,Tienda,Efectivo,925.99
5559,64,2973,2021-03-27 18:12:54,Tienda,Tarjeta crédito,2150.34
5560,24,782,2022-07-28 01:02:27,Tienda,Efectivo,224.4
5561,23,876,2023-04-05 17:43:09,Tienda,Tarjeta crédito,406.92
5562,18,2238,2023-01-27 11:15:15,Tienda,Tarjeta débito,682.2
5563,13,3510,2025-05-09 03:49:33,Tienda,Tarjeta débito,2203.67
5564,66,4926,2021-10-31 01:29:26,Tienda,Efectivo,1324.17
5565,46,4980,2025-08-24 22:38:45,Tienda,Tarjeta débito,1619.99
5566,88,4102,2023-10-27 22:10:51,Tienda,Tarjeta crédito,2184.22
5567,39,1177,2024-09-08 01:59:48,Tienda,Tarjeta crédito,2611.92
5568,49,2596,2022-03-21 18:14:40,Tienda,Efectivo,902.82
5569,66,2009,2021-09-03 23:10:37,Tienda,Efectivo,1874.28
5570,81,4692,2025-08-31 05:19:13,Tienda,Efectivo,702.39
5571,40,834,2023-02-14 22:42:00,Tienda,Efectivo,31.88
5572,38,3578,2023-01-12 23:27:05,Tienda,Efectivo,488.54
5573,4,2714,2021-06-17 03:31:07,Tienda,Tarjeta débito,2112.85
5574,38,3880,2024-04-25 03:51:27,Tienda,Tarjeta crédito,578.52
5575,87,1692,2021-07-11 08:56:58,Tienda,Efectivo,529.3
5576,51,3848,2025-06-04 00:46:31,Tienda,Efectivo,906.43
5577,94,2976,2023-04-27 18:56:47,Tienda,Efectivo,768.86
5578,100,908,2025-05-01 04:09:27,Tienda,Tarjeta débito,1004.99
5579,71,,2024-06-18 17:01:59,Tienda,Tarjeta débito,1697.68
5580,5,4519,2022-06-25 19:28:37,Tienda,Tarjeta débito,911.45
5581,99,3759,2023-11-06 13:10:38,Tienda,Efectivo,1440.49
5582,81,,2024-02-23 12:36:08,Tienda,Tarjeta débito,923.45
5583,1,4049,2025-12-05 16:49:23,Tienda,Tarjeta débito,721.0
5584,4,4671,2021-10-15 22:25:47,Tienda,Tarjeta crédito,1154.84
5585,37,,2024-02-09 04:07:30,Tienda,Efectivo,299.58
5586,77,2668,2024-03-26 05:42:20,Tienda,Tarjeta crédito,264.18
5587,51,3128,2025-07-30 19:18:23,Tienda,Efectivo,1645.68
5588,8,554,2022-02-28 23:31:31,Tienda,Tarjeta débito,1702.28
5589,92,,2024-03-09 19:20:17,Tienda,Tarjeta débito,1523.64
5590,93,694,2024-09-13 09:06:32,Tienda,Efectivo,1386.56
5591,90,,2024-08-12 13:13:20,Tienda,Efectivo,746.91
5592,1,1255,2024-01-06 04:58:10,Online,Tarjeta débito,1811.71
5593,4,1077,2024-02-10 09:09:20,Tienda,Tarjeta crédito,649.35
5594,54,3579,2024-12-29 04:17:24,Tienda,Efectivo,1631.72
5595,84,1457,2025-10-14 12:44:30,Tienda,Tarjeta débito,974.07
5596,92,4053,2025-01-20 22:01:30,Tienda,Tarjeta débito,2218.88
5597,71,3054,2021-09-22 03:43:32,Tienda,Efectivo,2332.51
5598,66,4904,2021-01-09 10:42:09,Tienda,Efectivo,2030.32
5599,12,3855,2022-01-08 18:48:39,Tienda,Tarjeta crédito,1947.83
5600,66,4604,2022-10-10 16:07:45,Tienda,Efectivo,1336.35
5601,32,,2021-09-11 07:53:16,Tienda,Tarjeta crédito,362.25
5602,2,3817,2022-03-26 02:32:19,Tienda,Tarjeta débito,795.08
5603,85,1357,2025-05-04 04:11:40,Tienda,Tarjeta débito,3358.96
5604,86,4061,2021-08-02 02:34:44,Tienda,Efectivo,435.46
