ticket_id,line_id,product_id,quantity,unit_price,discount_amount,line_amount
3224,4,360274,9,45.08,86.91,318.81
3224,5,556317,2,30.93,0.0,61.86
3224,6,367004,1,38.61,0.0,38.61
3224,7,396597,10,10.28,0.0,102.8
3224,8,2173913,4,1.86,0.0,7.44
3224,9,2018247,5,22.2,0.0,111.0
3224,10,1073657,5,4.94,0.0,24.7
3224,11,472045,5,30.27,0.0,151.35
3225,1,912705,3,9.03,0.0,27.09
3225,2,408493,2,9.91,0.0,19.82
3225,3,1037905,2,6.26,0.0,12.52
3226,1,856594,4,6.51,0.0,26.04
3226,2,589096,3,14.84,0.0,44.52
3226,3,2132548,9,10.24,0.0,92.16
3226,4,1033144,5,7.93,0.0,39.65
3226,5,431244,9,39.77,34.69,323.24
3226,6,2317292,5,22.16,0.0,110.8
3226,7,458216,2,37.05,0.0,74.1
3226,8,480608,8,25.74,0.0,205.92
3227,1,500840,10,6.15,0.0,61.5
3227,2,277115,4,38.33,0.0,153.32
3227,3,338605,10,15.0,31.03,118.97
3227,4,894741,7,22.33,0.0,156.31
3227,5,898377,9,25.78,0.0,232.02
3227,6,1032201,2,24.33,0.0,48.66
3227,7,341567,2,34.19,0.0,68.38
3227,8,859454,1,47.5,0.0,47.5
3227,9,628441,3,40.33,0.0,120.99
3227,10,282055,1,25.15,0.0,25.15
3227,11,268031,2,38.35,0.0,76.7
3227,12,440234,4,25.73,0.0,102.92
3228,1,1053553,6,48.25,0.0,289.5
3228,2,1064106,2,2.3,0.0,4.6
3228,3,490754,10,10.63,0.0,106.3
3228,4,599987,6,43.05,0.0,258.3
3228,5,487071,4,10.05,0.0,40.2
3228,6,600278,2,14.18,0.0,28.36
3228,7,1002616,3,40.49,0.0,121.47
3228,8,2153346,6,40.19,0.0,241.14
3228,9,792912,2,15.54,0.0,31.08
3229,1,1957295,9,37.65,0.0,338.85
3229,2,438485,4,25.94,0.0,103.76
3229,3,461363,6,19.07,0.0,114.42
3229,4,904533,1,13.25,1.98,11.27
3229,5,1024773,5,21.79,0.0,108.95
3229,6,2108623,4,39.01,0.0,156.04
3229,7,944854,4,3.53,0.0,14.12
3230,1,866340,1,16.78,0.0,16.78
3230,2,657558,8,32.24,0.0,257.92
3230,3,250033,6,18.25,0.0,109.5
3230,4,511147,5,11.12,8.96,46.64
3230,5,512100,7,42.28,0.0,295.96
3231,1,368563,9,8.68,13.11,65.01
3232,1,1035318,1,28.24,0.0,28.24
3232,2,303244,8,37.38,0.0,299.04
3232,3,550678,1,37.75,0.0,37.75
3232,4,538229,3,23.85,0.0,71.55
3232,5,392203,2,24.92,0.0,49.84
3232,6,711211,1,47.67,0.0,47.67
3232,7,539630,1,36.39,0.0,36.39
3232,8,2323058,4,9.32,0.0,37.28
3232,9,767694,10,40.46,0.0,404.6
3232,10,708927,4,46.86,0.0,187.44
3232,11,675941,8,30.99,47.82,200.1
3232,12,993315,6,16.86,21.94,79.22
3232,13,904572,3,35.84,0.0,107.52
3232,14,571499,8,24.09,0.0,192.72
3232,15,747197,5,34.44,0.0,172.2
3233,1,926549,6,32.33,0.0,193.98
3233,2,290821,9,36.03,0.0,324.27
3233,3,426554,10,39.21,0.0,392.1
3233,4,864855,8,14.2,0.0,113.6
3234,1,278070,6,16.26,0.0,97.56
3234,2,1069060,6,28.14,24.44,144.4
3234,3,537784,2,35.09,0.0,70.18
3234,4,2209953,4,27.18,0.0,108.72
3234,5,661217,7,30.66,0.0,214.62
3234,6,615871,3,13.82,0.0,41.46
3234,7,733190,5,35.79,0.0,178.95
3234,8,466190,4,27.02,0.0,108.08
3234,9,539721,5,9.9,0.0,49.5
3234,10,1031905,5,3.5,2.23,15.27
3234,11,2099906,2,0.92,0.0,1.84
3235,1,496944,6,19.66,0.0,117.96
3236,1,913169,7,12.2,0.0,85.4
3236,2,627522,3,27.64,0.0,82.92
3237,1,1039394,1,48.1,0.0,48.1
3237,2,2038500,7,30.41,0.0,212.87
3237,3,881649,7,13.96,0.0,97.72
3237,4,864375,7,17.63,17.15,106.26
3237,5,2185756,9,0.68,0.0,6.12
3237,6,598447,4,35.35,14.86,126.54
3237,7,906224,6,31.05,0.0,186.3
3237,8,799822,9,26.27,0.0,236.43
3237,9,1070275,2,40.65,0.0,81.3
3238,1,281306,7,7.96,0.0,55.72
3238,2,294992,10,45.6,0.0,456.0
3238,3,904062,6,44.77,0.0,268.62
3238,4,328672,4,3.68,0.0,14.72
3238,5,2173053,10,24.9,0.0,249.0
3238,6,2360959,3,29.74,18.2,71.02
3238,7,524798,5,0.78,0.0,3.9
3238,8,2231023,8,21.2,0.0,169.6
3238,9,460692,4,4.56,0.0,18.24
3238,10,587309,2,33.77,0.0,67.54
3239,1,560514,9,47.17,0.0,424.53
3239,2,1026280,3,48.36,0.0,145.08
3239,3,743006,3,18.12,0.0,54.36
3239,4,588201,4,22.39,0.0,89.56
3239,5,638188,10,11.59,18.56,97.34
3239,6,455565,9,30.79,0.0,277.11
3239,7,1048177,6,48.87,0.0,293.22
3239,8,641854,4,42.89,0.0,171.56
3239,9,386181,7,8.2,0.0,57.4
3239,10,2063060,9,4.57,0.0,41.13
3240,1,2405726,6,6.75,0.0,40.5
3240,2,1031905,2,3.5,0.0,7.0
3240,3,2338885,2,33.87,0.0,67.74
3240,4,880651,9,11.68,0.0,105.12
3240,5,333629,3,48.6,0.0,145.8
3240,6,860738,1,33.65,0.0,33.65
3240,7,815725,10,36.86,0.0,368.6
3240,8,479231,9,47.49,0.0,427.41
3241,1,840066,10,44.36,0.0,443.6
3241,2,1043232,3,29.37,0.0,88.11
3241,3,401948,9,42.15,0.0,379.35
3241,4,537255,5,4.5,0.0,22.5
3241,5,2262834,8,29.81,49.57,188.91
3241,6,931855,2,37.78,0.0,75.56
3241,7,416532,6,31.73,0.0,190.38
3241,8,363368,1,21.86,0.0,21.86
3241,9,291210,7,36.22,0.0,253.54
3241,10,936104,10,27.04,0.0,270.4
3241,11,409586,3,0.62,0.0,1.86
3241,12,1835002,5,24.22,0.0,121.1
3242,1,2057297,9,37.73,0.0,339.57
3242,2,913186,8,11.52,0.0,92.16
3242,3,1005061,7,18.7,7.3,123.6
3242,4,2400794,6,36.03,0.0,216.18
3242,5,723808,10,44.22,0.0,442.2
3242,6,780006,2,49.48,0.0,98.96
3242,7,1012736,2,39.18,0.0,78.36
3242,8,364110,6,48.65,34.59,257.31
3242,9,296434,6,4.7,0.0,28.2
3242,10,828178,5,22.93,0.0,114.65
3242,11,2323058,4,9.32,4.06,33.22
3242,12,352067,5,11.1,0.0,55.5
3243,1,469203,2,6.56,0.0,13.12
3243,2,535544,8,25.98,0.0,207.84
3243,3,311806,6,11.38,0.0,68.28
3243,4,2316023,3,26.57,0.0,79.71
3243,5,1058486,2,40.77,0.0,81.54
3243,6,614342,5,9.93,10.22,39.43
3243,7,343903,8,7.79,0.0,62.32
3243,8,632148,2,0.77,0.0,1.54
3243,9,594405,6,0.58,0.0,3.48
3244,1,467146,5,17.9,6.56,82.94
3244,2,1015408,10,33.42,0.0,334.2
3244,3,892291,8,4.25,0.0,34.0
3244,4,321277,5,11.61,0.0,58.05
3244,5,903103,9,21.28,0.0,191.52
3245,1,614320,2,26.88,0.0,53.76
3245,2,651830,8,9.14,0.0,73.12
3245,3,339998,6,42.01,0.0,252.06
3245,4,337481,7,32.57,0.0,227.99
3245,5,904062,1,44.77,0.0,44.77
3245,6,442903,5,47.76,33.66,205.14
3245,7,2408631,5,40.59,0.0,202.95
3245,8,564790,1,19.61,0.0,19.61
3245,9,455593,6,3.46,0.0,20.76
3246,1,664589,8,14.39,0.0,115.12
3246,2,711211,8,47.67,0.0,381.36
3246,3,1933039,8,6.14,0.0,49.12
3246,4,2295012,1,16.49,0.0,16.49
3246,5,960303,2,35.77,0.0,71.54
3246,6,351616,6,6.15,5.53,31.37
3246,7,313968,4,30.72,28.88,94.0
3246,8,1865862,2,13.5,0.0,27.0
3246,9,614929,3,41.21,0.0,123.63
3246,10,435309,6,23.73,0.0,142.38
3246,11,395582,9,32.61,25.35,268.14
3247,1,283587,7,3.61,0.0,25.27
3247,2,779841,9,20.45,0.0,184.05
3247,3,501051,7,5.23,8.28,28.33
3247,4,427050,9,5.86,0.0,52.74
3247,5,435309,8,23.73,0.0,189.84
3247,6,637488,4,26.48,0.0,105.92
3247,7,1998318,3,35.2,0.0,105.6
3247,8,806770,1,37.57,0.0,37.57
3247,9,942703,2,40.98,0.0,81.96
3247,10,675765,5,49.9,0.0,249.5
3247,11,506206,2,4.77,0.86,8.68
3248,1,2214126,3,17.98,0.0,53.94
3248,2,2195834,3,39.65,0.0,118.95
3249,1,919270,4,6.8,0.0,27.2
3249,2,295737,5,26.56,19.63,113.17
3249,3,321546,5,14.61,0.0,73.05
3249,4,766525,2,28.05,0.0,56.1
3249,5,760196,7,3.33,0.0,23.31
3249,6,305065,10,15.48,0.0,154.8
3249,7,319402,7,22.16,0.0,155.12
3249,8,948835,10,49.9,0.0,499.0
3249,9,948002,7,10.47,0.0,73.29
3249,10,262089,4,47.4,0.0,189.6
3249,11,1869034,4,12.25,0.0,49.0
3249,12,2260497,10,10.38,0.0,103.8
3249,13,319567,9,49.13,0.0,442.17
3249,14,549655,1,28.82,0.0,28.82
3250,1,311630,5,30.81,8.54,145.51
3251,1,691915,8,27.14,0.0,217.12
3251,2,456225,6,21.71,0.0,130.26
3251,3,867770,6,47.25,0.0,283.5
3252,1,720153,10,22.81,0.0,228.1
3252,2,591590,8,37.15,66.08,231.12
3253,1,364110,8,48.65,0.0,389.2
3253,2,1012924,5,7.81,0.0,39.05
3253,3,561498,4,14.89,0.0,59.56
3253,4,788295,1,8.07,0.0,8.07
3253,5,841431,6,4.99,0.0,29.94
3254,1,1994344,3,24.42,4.19,69.07
3254,2,671448,9,40.92,0.0,368.28
3255,1,955319,1,20.47,0.0,20.47
3255,2,923256,9,45.64,0.0,410.76
3255,3,2233646,3,0.63,0.0,1.89
3255,4,853263,8,15.36,0.0,122.88
3256,1,659662,5,5.54,2.27,25.43
3257,1,1907858,7,11.48,0.0,80.36
3257,2,828822,1,30.94,0.0,30.94
3257,3,402372,5,32.17,0.0,160.85
3257,4,508154,6,23.57,0.0,141.42
3257,5,747139,2,46.35,0.0,92.7
3257,6,792525,1,25.56,0.0,25.56
3257,7,526227,1,47.23,0.0,47.23
3257,8,2370924,10,29.55,0.0,295.5
3257,9,871973,10,13.74,0.0,137.4
3257,10,409218,10,5.4,0.0,54.0
3257,11,928048,6,33.85,0.0,203.1
3257,12,422585,5,43.39,0.0,216.95
3258,1,315798,8,18.24,0.0,145.92
3258,2,815251,9,17.98,0.0,161.82
3258,3,866927,8,7.09,0.0,56.72
3258,4,841070,9,47.29,0.0,425.61
3258,5,375329,5,40.71,0.0,203.55
3258,6,563532,6,1.11,0.0,6.66
3258,7,625073,5,20.21,0.0,101.05
3258,8,2408631,9,40.59,0.0,365.31
3258,9,458493,6,20.61,9.6,114.06
3258,10,282066,4,5.75,0.0,23.0
3258,11,329143,10,45.54,0.0,455.4
3258,12,2239553,1,24.48,0.0,24.48
3258,13,748071,7,47.8,23.81,310.79
3258,14,2240951,10,33.14,0.0,331.4
3259,1,2360417,7,17.31,0.0,121.17
3259,2,684243,4,48.36,30.12,163.32
3259,3,691257,6,35.74,0.0,214.44
3259,4,789804,8,27.1,46.28,170.52
3259,5,704702,5,40.57,0.0,202.85
3260,1,2171412,5,45.76,0.0,228.8
3260,2,317407,4,28.51,0.0,114.04
3260,3,699300,9,5.66,0.0,50.94
3260,4,667341,6,38.82,0.0,232.92
3260,5,290313,2,20.82,8.84,32.8
3260,6,1043835,10,39.61,0.0,396.1
3260,7,2059536,4,10.08,5.95,34.37
3260,8,352553,1,24.14,0.0,24.14
3260,9,885250,6,42.66,0.0,255.96
3260,10,1862930,8,7.49,0.0,59.92
3260,11,909737,10,16.94,0.0,169.4
3260,12,321277,6,11.61,0.0,69.66
3261,1,977756,6,33.5,0.0,201.0
3261,2,946103,4,14.65,0.0,58.6
3261,3,701453,2,40.34,0.0,80.68
3261,4,2322630,9,43.68,0.0,393.12
3261,5,922435,10,32.96,0.0,329.6
3261,6,809184,8,3.15,0.0,25.2
3261,7,1055300,2,42.99,0.0,85.98
3261,8,584416,3,49.93,0.0,149.79
3261,9,1054648,8,14.02,0.0,112.16
3261,10,945987,10,4.89,0.0,48.9
3261,11,693151,8,31.28,0.0,250.24
3261,12,2265248,2,19.64,0.0,39.28
3262,1,2281867,2,20.07,0.0,40.14
3262,2,912929,8,11.12,0.0,88.96
3262,3,1047509,3,1.85,0.0,5.55
3262,4,854338,5,23.07,9.05,106.3
3262,5,674413,8,1.32,0.0,10.56
3262,6,1065394,2,41.03,0.0,82.06
3262,7,432914,10,39.6,0.0,396.0
3262,8,2216499,3,32.16,0.0,96.48
3262,9,979257,1,5.98,1.06,4.92
3262,10,746245,8,1.92,3.83,11.53
3262,11,988328,7,17.47,0.0,122.29
3263,1,985116,1,39.13,0.0,39.13
3263,2,318520,7,49.57,0.0,346.99
3263,3,2421913,6,33.6,0.0,201.6
3263,4,427522,7,34.99,0.0,244.93
3263,5,414777,7,22.67,0.0,158.69
3263,6,521267,3,41.4,0.0,124.2
3263,7,562999,5,9.48,0.0,47.4
3263,8,1062086,10,34.56,0.0,345.6
3263,9,500613,10,49.64,0.0,496.4
3263,10,1971965,5,16.38,10.64,71.26
3263,11,548448,7,9.77,8.14,60.25
3263,12,981838,10,20.55,0.0,205.5
3263,13,480778,10,17.41,0.0,174.1
3263,14,879297,4,42.85,0.0,171.4
3264,1,633018,5,41.88,0.0,209.4
3264,2,516707,5,29.89,0.0,149.45
3265,1,383192,6,19.41,22.48,93.98
3265,2,862734,2,8.35,0.0,16.7
3265,3,937842,9,4.76,0.0,42.84
3265,4,2427412,4,40.63,0.0,162.52
3265,5,836033,2,44.51,0.0,89.02
3265,6,369041,4,37.25,0.0,149.0
3265,7,394923,6,27.12,0.0,162.72
3265,8,2427630,9,43.0,0.0,387.0
3265,9,324696,3,4.19,0.0,12.57
3265,10,992333,5,13.15,0.0,65.75
3265,11,409910,9,47.97,0.0,431.73
3265,12,381274,2,31.98,0.0,63.96
3265,13,797046,6,3.03,0.0,18.18
3265,14,628441,6,40.33,0.0,241.98
3265,15,1072482,4,36.83,0.0,147.32
3266,1,1059481,6,38.55,0.0,231.3
3266,2,2343176,6,29.43,0.0,176.58
3266,3,978200,4,30.77,0.0,123.08
3266,4,2384461,6,33.24,0.0,199.44
3266,5,289245,6,15.51,0.0,93.06
3266,6,615693,3,41.46,0.0,124.38
3266,7,274919,8,29.26,22.29,211.79
3266,8,670039,9,28.48,0.0,256.32
3266,9,930287,4,34.66,0.0,138.64
3266,10,675465,2,30.87,0.0,61.74
3266,11,2087093,4,41.97,0.0,167.88
3266,12,736283,9,34.84,35.08,278.48
3266,13,358182,6,27.98,20.72,147.16
3267,1,2215221,7,18.22,0.0,127.54
3267,2,814060,1,1.83,0.0,1.83
3267,3,938325,2,38.41,0.0,76.82
3267,4,651333,3,15.34,0.0,46.02
3267,5,374142,2,1.96,0.0,3.92
3267,6,279478,7,12.0,0.0,84.0
3267,7,360274,8,45.08,0.0,360.64
3267,8,2212003,7,41.35,0.0,289.45
3267,9,897152,1,28.5,0.0,28.5
3268,1,881816,3,29.24,0.0,87.72
3268,2,446111,9,36.49,0.0,328.41
3268,3,329344,1,6.98,0.66,6.32
3268,4,279678,3,17.73,0.0,53.19
3268,5,943099,9,30.57,0.0,275.13
3268,6,840860,4,10.32,0.0,41.28
3268,7,729607,8,0.62,0.0,4.96
3268,8,899575,7,40.16,0.0,281.12
3268,9,751246,10,37.23,0.0,372.3
3268,10,734577,9,22.86,44.01,161.73
3268,11,910469,7,11.81,0.0,82.67
3269,1,856515,8,3.58,0.0,28.64
3269,2,1937374,2,47.86,0.0,95.72
3269,3,626896,1,21.36,0.0,21.36
3269,4,1011365,7,31.71,0.0,221.97
3269,5,360507,1,48.85,0.0,48.85
3269,6,389248,7,39.97,0.0,279.79
3269,7,704691,3,4.46,0.0,13.38
3269,8,1071660,4,9.09,7.18,29.18
3269,9,1993440,8,4.39,0.0,35.12
3269,10,795827,8,17.73,0.0,141.84
3270,1,1022645,10,17.23,0.0,172.3
3270,2,818236,2,27.74,0.0,55.48
3270,3,695542,9,39.41,0.0,354.69
3270,4,986044,6,17.48,0.0,104.88
3270,5,2252929,7,9.0,0.0,63.0
3270,6,1016095,4,27.65,10.07,100.53
3271,1,892602,7,40.14,0.0,280.98
3272,1,665854,8,45.1,67.72,293.08
3272,2,605504,6,9.82,0.0,58.92
3273,1,2217281,9,31.15,0.0,280.35
3273,2,2146113,9,13.21,0.0,118.89
3273,3,927328,2,8.66,0.0,17.32
3273,4,731865,8,24.78,0.0,198.24
3273,5,1938041,5,3.88,3.58,15.82
3273,6,979632,5,4.95,0.0,24.75
3274,1,776928,10,12.31,0.0,123.1
3274,2,623779,2,24.51,0.0,49.02
3274,3,827538,5,20.13,7.47,93.18
3274,4,607102,3,46.04,0.0,138.12
3274,5,962739,10,45.27,0.0,452.7
3274,6,485630,2,18.21,0.0,36.42
3274,7,801509,5,20.95,0.0,104.75
3274,8,535783,8,20.08,0.0,160.64
3274,9,805924,8,1.95,0.0,15.6
3274,10,474863,10,25.63,0.0,256.3
3274,11,1863880,7,33.38,0.0,233.66
3274,12,684858,3,41.39,0.0,124.17
3274,13,810829,7,44.54,0.0,311.78
3274,14,708889,7,7.93,0.0,55.51
3274,15,1017448,2,34.31,0.0,68.62
3275,1,405708,8,22.04,0.0,176.32
3275,2,2173913,10,1.86,0.0,18.6
3275,3,931855,3,37.78,0.0,113.34
3275,4,2362969,1,19.55,0.0,19.55
3275,5,2017328,9,2.21,1.65,18.24
3275,6,621515,7,14.81,0.0,103.67
3275,7,536484,7,32.19,0.0,225.33
3275,8,500196,6,8.63,0.0,51.78
3275,9,703335,3,34.75,0.0,104.25
3275,10,1075627,3,5.58,0.0,16.74
3275,11,814060,3,1.83,1.22,4.27
3275,12,2077836,9,47.54,0.0,427.86
3275,13,280884,10,48.27,118.97,363.73
3275,14,362796,6,48.39,0.0,290.34
3275,15,724740,2,35.4,0.0,70.8
3276,1,1026647,5,8.76,0.0,43.8
3276,2,1021593,7,29.03,0.0,203.21
3277,1,2085409,5,40.47,0.0,202.35
3277,2,2256836,8,44.38,0.0,355.04
3277,3,557334,3,33.67,0.0,101.01
3277,4,2250707,9,22.09,0.0,198.81
3277,5,414777,3,22.67,0.0,68.01
3277,6,1870964,10,1.35,0.0,13.5
3277,7,500694,3,30.2,0.0,90.6
3277,8,376661,10,45.16,0.0,451.6
3277,9,265827,9,6.75,0.0,60.75
3277,10,447700,4,42.69,0.0,170.76
3277,11,1017783,1,12.39,0.0,12.39
3278,1,811120,8,9.72,0.0,77.76
3278,2,529125,8,18.1,29.29,115.51
3279,1,788641,8,25.82,0.0,206.56
3279,2,985178,10,11.6,0.0,116.0
3279,3,530374,9,35.94,0.0,323.46
3279,4,485907,6,38.98,0.0,233.88
3279,5,711050,9,13.33,0.0,119.97
3279,6,812797,10,7.53,0.0,75.3
3279,7,753884,6,28.54,0.0,171.24
3279,8,617411,4,36.47,0.0,145.88
3279,9,773356,6,30.71,0.0,184.26
3279,10,805423,7,45.32,0.0,317.24
3279,11,2359509,8,16.74,17.5,116.42
3280,1,466518,3,12.25,0.0,36.75
3280,2,950837,6,11.28,0.0,67.68
3280,3,2213673,10,20.4,0.0,204.0
3280,4,392656,1,35.58,0.0,35.58
3280,5,686392,6,27.33,0.0,163.98
3280,6,831552,8,27.36,0.0,218.88
3280,7,2368340,9,15.19,27.84,108.87
3280,8,2013335,5,22.14,0.0,110.7
3280,9,1974242,10,42.54,0.0,425.4
3280,10,921754,8,3.01,0.0,24.08
3281,1,516123,7,1.58,0.0,11.06
3281,2,913916,5,22.07,15.49,94.86
3282,1,493562,5,9.35,7.4,39.35
3282,2,1001695,8,28.08,0.0,224.64
3282,3,628521,4,45.13,0.0,180.52
3282,4,427903,7,48.81,0.0,341.67
3282,5,335971,9,6.37,8.55,48.78
3282,6,868619,10,3.59,6.19,29.71
3282,7,1048412,9,32.59,0.0,293.31
3282,8,526428,10,27.87,0.0,278.7
3282,9,329296,7,5.64,0.0,39.48
3282,10,849284,4,42.88,0.0,171.52
3282,11,339365,7,2.59,0.0,18.13
3282,12,288225,10,16.08,0.0,160.8
3282,13,571499,8,24.09,0.0,192.72
3282,14,549635,9,27.95,0.0,251.55
3283,1,419849,10,49.37,0.0,493.7
3283,2,353722,10,30.97,27.23,282.47
3283,3,2323812,10,27.6,0.0,276.0
3283,4,459165,1,37.77,0.0,37.77
3283,5,2016196,4,34.02,24.5,111.58
3284,1,2262832,7,41.55,0.0,290.85
3284,2,374388,10,41.85,0.0,418.5
3284,3,1068883,6,49.17,71.7,223.32
3284,4,1948519,10,27.67,0.0,276.7
3284,5,2066422,7,44.85,0.0,313.95
3284,6,390567,5,40.48,0.0,202.4
3285,1,1019675,10,48.06,0.0,480.6
3285,2,764544,1,6.1,0.0,6.1
3286,1,889166,5,47.73,0.0,238.65
3287,1,310133,4,34.21,0.0,136.84
3287,2,2273361,3,23.56,0.0,70.68
3287,3,2324167,2,6.51,0.0,13.02
3287,4,642105,9,46.19,0.0,415.71
3287,5,942719,1,45.12,0.0,45.12
3287,6,899931,9,21.07,0.0,189.63
3288,1,1031227,10,19.41,0.0,194.1
3288,2,2385763,9,46.27,0.0,416.43
3288,3,1952639,1,32.94,0.0,32.94
3288,4,699084,7,11.29,0.0,79.03
3288,5,694390,10,40.54,0.0,405.4
3288,6,273678,6,17.04,0.0,102.24
3288,7,590724,10,21.5,0.0,215.0
3288,8,785531,5,18.11,10.21,80.34
3288,9,677808,3,34.42,0.0,103.26
3288,10,384397,8,15.64,21.2,103.92
3288,11,358512,9,27.25,0.0,245.25
3288,12,1059413,8,10.38,0.0,83.04
3288,13,2258135,7,27.73,31.57,162.54
3288,14,677535,2,26.97,0.0,53.94
3288,15,520381,4,39.12,0.0,156.48
3289,1,331093,8,49.48,0.0,395.84
3289,2,1013191,4,5.51,0.0,22.04
3289,3,1030690,3,28.75,0.0,86.25
3290,1,420691,7,23.93,0.0,167.51
3290,2,255510,4,20.27,0.0,81.08
3290,3,718433,8,2.7,0.0,21.6
3290,4,711733,9,10.93,0.0,98.37
3290,5,420536,9,17.35,16.51,139.64
3290,6,328370,2,11.12,0.0,22.24
3291,1,946468,9,22.06,0.0,198.54
3291,2,868183,4,14.86,0.0,59.44
3291,3,1058561,3,49.32,0.0,147.96
3292,1,749425,4,29.47,0.0,117.88
3292,2,388499,5,13.37,0.0,66.85
3292,3,2152734,3,39.67,0.0,119.01
3292,4,562424,10,38.57,0.0,385.7
3292,5,338009,3,35.98,0.0,107.94
3292,6,797522,7,19.78,0.0,138.46
3293,1,682493,10,15.09,0.0,150.9
3293,2,730509,10,19.63,0.0,196.3
3293,3,863055,10,5.17,0.0,51.7
3293,4,2058720,5,7.76,0.0,38.8
3293,5,278699,9,18.32,0.0,164.88
3293,6,895130,9,2.87,0.0,25.83
3293,7,954590,6,48.74,0.0,292.44
3293,8,417635,4,47.65,0.0,190.6
3293,9,465032,7,7.36,0.0,51.52
3293,10,2221646,1,23.82,0.0,23.82
3293,11,274086,4,24.19,8.08,88.68
3293,12,868139,9,30.68,0.0,276.12
3294,1,385810,6,24.52,0.0,147.12
3294,2,962400,8,29.96,0.0,239.68
3294,3,718020,2,40.28,0.0,80.56
3294,4,2399976,9,22.46,0.0,202.14
3294,5,337481,6,32.57,27.23,168.19
3294,6,575619,7,21.02,0.0,147.14
3294,7,747910,3,12.08,0.0,36.24
3294,8,888681,2,25.08,0.0,50.16
3294,9,590146,2,15.65,0.0,31.3
3294,10,568716,6,26.89,12.8,148.54
3294,11,1948297,2,19.12,0.0,38.24
3294,12,364110,6,48.65,0.0,291.9
3294,13,1906545,3,21.16,14.15,49.33
3294,14,2196643,10,48.37,0.0,483.7
3294,15,539891,2,1.84,0.0,3.68
3295,1,633347,9,45.22,0.0,406.98
3295,2,704029,7,38.08,0.0,266.56
3296,1,256355,4,27.83,0.0,111.32
3296,2,735259,10,10.32,15.61,87.59
3296,3,1054332,2,1.15,0.0,2.3
3296,4,1887501,9,15.91,0.0,143.19
3296,5,896452,5,46.09,0.0,230.45
3296,6,2376862,3,46.5,0.0,139.5
3296,7,276553,4,6.02,0.0,24.08
3296,8,387494,4,16.77,0.0,67.08
3296,9,455608,3,26.73,0.0,80.19
3296,10,1028513,3,39.19,23.24,94.33
3296,11,335558,10,3.84,0.0,38.4
3296,12,1972318,5,48.06,0.0,240.3
3297,1,543228,2,14.86,0.0,29.72
3297,2,1835229,7,11.15,0.0,78.05
3297,3,799502,4,27.5,0.0,110.0
3297,4,573552,8,43.45,53.41,294.19
3297,5,2305784,10,39.32,0.0,393.2
3297,6,870746,5,14.44,0.0,72.2
3297,7,2388740,10,35.29,0.0,352.9
3297,8,530441,7,49.05,0.0,343.35
3297,9,344070,3,21.52,0.0,64.56
3297,10,2424686,7,8.6,0.0,60.2
3298,1,1931083,7,33.16,0.0,232.12
3298,2,497649,5,6.4,0.0,32.0
3298,3,328370,2,11.12,0.0,22.24
3298,4,435012,10,2.01,0.0,20.1
3298,5,469205,1,29.98,3.14,26.84
3298,6,651824,1,3.78,0.0,3.78
3298,7,874522,5,0.55,0.0,2.75
3298,8,2257845,4,27.36,0.0,109.44
3299,1,638556,8,19.21,0.0,153.68
3299,2,2156480,4,29.47,0.0,117.88
3299,3,357097,7,21.75,0.0,152.25
3299,4,325274,4,16.44,0.0,65.76
3299,5,2170292,5,17.85,0.0,89.25
3299,6,320513,2,27.22,0.0,54.44
3299,7,928608,5,33.77,0.0,168.85
3299,8,422956,10,36.65,0.0,366.5
3299,9,908527,6,46.82,39.92,241.0
3300,1,796293,8,34.8,0.0,278.4
3300,2,665587,3,45.3,0.0,135.9
3300,3,654930,1,13.14,1.4,11.74
3300,4,429271,7,24.56,31.12,140.8
3300,5,422585,10,43.39,0.0,433.9
3300,6,753574,7,45.18,0.0,316.26
3300,7,460279,6,17.0,0.0,102.0
3300,8,2326665,5,11.63,0.0,58.15
3300,9,351877,6,8.58,0.0,51.48
3300,10,723872,5,22.94,0.0,114.7
3300,11,341205,5,31.15,0.0,155.75
3300,12,730283,8,12.34,0.0,98.72
3300,13,275088,6,31.72,0.0,190.32
3301,1,1008867,7,25.3,0.0,177.1
3302,1,2280235,2,7.87,0.0,15.74
3302,2,2263841,8,1.5,0.0,12.0
3302,3,2230018,2,14.65,0.0,29.3
3302,4,2306302,7,2.95,0.0,20.65
3302,5,310133,9,34.21,0.0,307.89
3303,1,525594,7,32.12,0.0,224.84
3303,2,973392,8,4.61,4.66,32.22
3303,3,385667,10,8.86,0.0,88.6
3303,4,1073657,3,4.94,2.38,12.44
3303,5,869545,1,23.9,0.0,23.9
3303,6,1032156,8,9.46,0.0,75.68
3303,7,732466,8,35.42,0.0,283.36
3303,8,2339510,5,28.75,0.0,143.75
3303,9,1971965,6,16.38,0.0,98.28
3303,10,361458,4,32.58,0.0,130.32
3303,11,1837578,5,6.77,0.0,33.85
3303,12,1052177,8,16.01,0.0,128.08
3303,13,1937013,1,7.84,0.0,7.84
3303,14,376379,5,37.5,32.09,155.41
3304,1,1048318,4,47.06,0.0,188.24
3305,1,1884543,10,1.19,0.0,11.9
3305,2,338120,6,13.81,0.0,82.86
3305,3,2257845,4,27.36,0.0,109.44
3305,4,374130,4,49.55,0.0,198.2
3305,5,892160,8,23.22,0.0,185.76
3305,6,329296,3,5.64,0.0,16.92
3305,7,714560,3,12.21,0.0,36.63
3306,1,817152,2,33.69,0.0,67.38
3306,2,281787,4,22.34,0.0,89.36
