Fecha,Apertura,Cierre,Maximo,Minimo,Volumen
2017-10-31,379.39,372.41,383.06,369.61,876656
2017-11-01,371.85,364.51,372.98,359.19,778623
2017-11-02,362.45,366.51,368.32,360.33,781945
2017-11-03,367.41,366.3,367.47,366.25,1401827
2017-11-06,365.65,366.51,366.86,365.51,573644
2017-11-07,363.34,375.6,380.04,351.89,1213295
2017-11-08,375.14,382.37,384.15,371.68,2037810
2017-11-09,381.02,376.93,381.76,373.44,1114146
2017-11-10,378.21,373.61,380.73,371.71,1224524
2017-11-13,371.3,373.3,375.89,370.78,762778
2017-11-14,371.79,362.91,372.56,362.44,1347758
2017-11-15,361.19,366.62,370.9,356.87,1088016
2017-11-16,365.76,356.3,377.55,346.69,2185826
2017-11-17,354.33,352.88,355.34,352.47,647299
2017-11-20,353.95,362.68,367.22,346.6,1781540
2017-11-21,359.89,347.15,374.49,343.69,2575105
2017-11-22,348.76,353.25,353.37,342.63,632326
2017-11-23,351.57,347.46,354.7,347.08,769487
2017-11-24,346.67,353.45,359.15,340.23,1629807
2017-11-27,350.53,347.38,352.36,346.76,1567160
2017-11-28,345.97,351.35,353.62,342.79,655651
2017-11-29,349.86,359.01,364.76,341.8,656676
2017-11-30,358.68,356.73,359.88,355.18,803430
2017-12-01,358.52,349.82,362.98,346.93,1672620
2017-12-04,348.47,348.7,348.81,348.17,1117204
2017-12-05,349.47,344.51,353.92,338.76,1927783
2017-12-06,346.55,354.7,354.7,344.45,1021302
2017-12-07,356.8,367.1,371.03,355.05,1929783
2017-12-08,363.48,368.62,371.36,360.45,1683133
2017-12-11,368.22,361.72,369.51,361.72,1845311
2017-12-12,359.37,353.78,365.6,346.78,1558193
2017-12-13,352.26,352.28,352.29,352.25,860844
2017-12-14,351.78,347.17,355.26,345.6,1467919
2017-12-15,349.38,351.43,352.22,348.06,1612598
2017-12-18,350.04,346.87,351.31,345.35,1691279
2017-12-19,347.79,349.88,351.94,347.17,570816
2017-12-20,349.08,336.45,353.47,333.64,2648827
2017-12-21,336.36,329.22,337.16,328.69,797930
2017-12-22,331.16,345.67,363.01,330.28,1793721
2017-12-25,343.79,348.87,355.35,337.94,1577861
2017-12-26,347.47,356.24,358.24,340.09,1671563
2017-12-27,357.5,354.96,357.64,353.06,1663508
2017-12-28,357.13,347.87,364.0,341.64,2395009
2017-12-29,346.97,343.71,349.38,343.31,1103812
2018-01-01,341.56,340.77,342.27,340.21,1126480
2018-01-02,337.71,327.57,345.36,326.85,2237119
2018-01-03,327.86,330.2,331.01,326.83,1470641
2018-01-04,327.42,319.66,328.79,313.45,1006128
2018-01-05,319.78,314.34,325.46,310.94,1994610
2018-01-08,313.06,312.43,313.52,312.09,729472
2018-01-09,312.09,303.75,316.95,299.85,1748436
2018-01-10,307.2,303.53,308.91,297.74,768642
2018-01-11,304.38,298.2,307.91,294.22,2290426
2018-01-12,297.87,308.81,309.28,277.15,860436
2018-01-15,307.9,311.77,314.65,306.2,654845
2018-01-16,313.08,312.97,313.12,312.97,1736552
2018-01-17,313.48,319.6,325.37,304.89,1729728
2018-01-18,320.35,327.44,334.87,312.04,1014582
2018-01-19,329.24,340.36,344.32,324.24,1719016
2018-01-22,341.54,332.01,343.35,329.97,1027667
2018-01-23,331.12,328.49,332.73,327.21,1898543
2018-01-24,328.52,319.05,331.81,315.8,2340538
2018-01-25,319.92,318.6,319.96,318.44,1366239
2018-01-26,317.94,316.98,318.45,316.85,777627
2018-01-29,314.39,313.32,315.84,311.3,738141
2018-01-30,314.85,299.72,319.98,294.81,1652471
2018-01-31,295.76,292.06,296.42,291.69,2177685
2018-02-01,294.29,296.38,296.92,294.07,823092
2018-02-02,297.3,301.6,306.41,296.92,1054168
2018-02-05,303.38,297.61,307.72,293.49,996078
2018-02-06,295.34,283.34,302.74,280.25,2244904
2018-02-07,285.77,273.86,303.37,272.65,2178936
2018-02-08,273.52,265.79,277.95,257.3,901274
2018-02-09,264.51,271.29,276.04,260.11,2337345
2018-02-12,273.15,264.83,276.5,259.26,1778559
2018-02-13,264.69,256.23,267.1,247.71,709754
2018-02-14,257.77,252.67,260.93,250.09,2029671
2018-02-15,253.54,259.09,260.11,251.91,1705474
2018-02-16,256.7,255.38,257.17,254.18,563457
2018-02-19,256.2,254.87,256.35,253.87,1394417
2018-02-20,255.61,240.8,255.88,230.65,2157212
2018-02-21,241.07,243.53,245.65,238.49,1497190
2018-02-22,242.84,237.07,244.37,234.28,1710160
2018-02-23,239.35,231.57,240.19,229.02,1087833
2018-02-26,230.73,221.64,233.81,218.48,2367020
2018-02-27,224.2,215.72,236.19,202.88,2177916
2018-02-28,216.42,213.04,218.98,212.31,960629
2018-03-01,215.22,213.42,217.47,212.49,1209754
2018-03-02,214.01,213.0,215.32,211.82,2040953
2018-03-05,211.95,208.92,214.72,207.93,1435937
2018-03-06,208.21,198.99,211.67,192.95,1303648
2018-03-07,199.59,195.31,202.98,191.26,2148233
2018-03-08,193.84,187.64,194.67,185.75,1287097
2018-03-09,187.89,187.02,189.22,185.83,753395
2018-03-12,187.33,186.18,187.9,185.44,1343342
2018-03-13,185.84,181.46,186.92,173.98,1227490
2018-03-14,182.55,183.73,184.43,180.62,742314
2018-03-15,184.67,186.2,187.38,184.44,628610
2018-03-16,186.01,191.02,191.93,181.51,1679639
2018-03-19,191.6,186.56,194.86,180.7,2202672
2018-03-20,186.01,185.45,186.6,185.14,1873914
2018-03-21,184.92,184.41,184.96,183.53,1559990
2018-03-22,183.14,184.32,184.99,181.38,1159969
2018-03-23,184.71,183.11,185.28,182.24,1261670
2018-03-26,183.12,185.22,186.68,182.75,679926
2018-03-27,186.14,190.71,194.77,185.13,2154712
2018-03-28,189.76,194.87,198.28,187.43,1245916
2018-03-29,195.65,193.29,195.93,192.71,929411
2018-03-30,193.75,194.52,194.55,193.37,1968016
2018-04-02,193.55,190.98,194.54,189.34,1787924
2018-04-03,190.87,187.29,192.48,184.84,1500442
2018-04-04,187.55,185.65,190.4,184.71,1440430
2018-04-05,185.91,182.01,186.72,181.55,2091000
2018-04-06,182.92,169.59,183.7,167.47,2305161
2018-04-09,168.92,165.05,175.28,161.58,1223541
2018-04-10,163.67,161.58,164.01,159.98,771102
2018-04-11,161.32,156.87,162.9,150.05,1680431
2018-04-12,157.12,157.42,157.43,156.84,1686309
2018-04-13,157.1,153.55,158.58,151.49,906762
2018-04-16,152.87,148.64,157.09,144.72,1874055
2018-04-17,149.03,148.06,149.45,148.01,970243
2018-04-18,147.17,144.61,149.82,144.21,1931905
2018-04-19,144.52,146.91,147.57,144.01,2222559
2018-04-20,146.49,148.53,149.17,145.2,1177631
2018-04-23,148.89,148.32,148.97,148.21,888512
2018-04-24,147.52,148.98,149.79,145.67,885734
2018-04-25,147.95,150.7,152.31,147.33,1808447
2018-04-26,150.59,148.03,151.44,147.85,843015
2018-04-27,147.92,144.91,148.66,144.72,1157178
2018-04-30,144.72,144.25,145.05,144.13,773348
2018-05-01,145.45,143.34,146.62,140.05,1839636
2018-05-02,143.77,145.13,145.69,143.49,1769016
2018-05-03,145.31,143.51,146.86,141.81,1154303
2018-05-04,144.08,143.13,144.63,142.42,1889303
2018-05-07,143.74,145.82,148.03,141.33,2023515
2018-05-08,145.41,142.44,147.44,139.07,1247388
2018-05-09,142.35,137.79,143.57,136.04,2142256
2018-05-10,138.13,132.71,146.28,129.07,1688216
2018-05-11,132.65,131.59,133.06,131.48,873558
2018-05-14,132.21,133.55,134.26,131.63,1757951
2018-05-15,133.86,127.66,137.21,127.22,1450605
2018-05-16,128.22,128.04,128.4,127.96,1829872
2018-05-17,128.82,127.92,129.12,127.81,1668829
2018-05-18,127.83,132.28,132.43,126.66,1806218
2018-05-21,132.66,132.59,132.77,132.45,1298697
2018-05-22,133.17,130.39,135.21,128.22,905742
2018-05-23,130.63,133.31,137.25,127.37,1672569
2018-05-24,132.31,132.69,132.94,132.04,1029933
2018-05-25,131.99,127.15,132.31,125.5,2033378
2018-05-28,127.2,121.84,132.31,116.79,1781958
2018-05-29,121.55,123.42,124.19,119.47,597702
2018-05-30,122.89,125.93,127.78,121.91,1772059
2018-05-31,126.16,124.88,126.24,124.23,946493
2018-06-01,123.89,122.95,124.21,122.89,596531
2018-06-04,122.09,124.0,124.08,121.11,1580328
2018-06-05,123.87,118.31,125.21,117.95,2389562
2018-06-06,118.78,118.53,118.92,118.43,1248460
2018-06-07,119.13,116.3,119.43,113.71,2313536
2018-06-08,116.86,118.15,119.27,116.12,1412839
2018-06-11,119.45,118.32,119.93,117.67,1492358
2018-06-12,118.56,118.22,118.88,117.98,1901277
2018-06-13,117.62,114.55,119.87,112.67,1910713
2018-06-14,114.73,111.83,115.52,109.66,702323
2018-06-15,111.5,109.92,112.16,109.52,919330
2018-06-18,108.82,107.2,108.85,106.81,1982402
2018-06-19,107.99,109.12,109.39,106.13,1798640
2018-06-20,109.17,108.82,109.35,108.6,1600611
2018-06-21,109.05,109.65,109.79,108.95,1009477
2018-06-22,109.32,111.29,111.93,105.96,977027
2018-06-25,111.02,112.88,114.05,109.06,983913
2018-06-26,112.44,111.44,112.71,111.14,638286
2018-06-27,111.26,112.74,114.11,110.39,1757863
2018-06-28,112.86,112.52,113.2,112.5,1084002
2018-06-29,111.04,110.3,112.04,109.49,1810509
2018-07-02,110.48,109.59,111.41,108.92,675212
2018-07-03,110.2,109.48,110.6,108.65,858488
2018-07-04,110.1,110.02,110.18,109.98,1212527
2018-07-05,110.72,109.2,111.03,108.38,1372502
2018-07-06,109.64,107.79,110.84,104.31,1434305
2018-07-09,107.53,110.92,111.11,106.12,1213857
2018-07-10,110.73,110.01,110.75,109.36,549422
2018-07-11,109.4,109.78,110.02,109.21,1895220
2018-07-12,109.93,108.79,112.0,107.69,1301717
2018-07-13,109.19,109.27,109.3,109.11,586902
2018-07-16,108.67,106.52,109.95,105.87,1167951
2018-07-17,106.6,105.65,107.21,104.61,2030743
2018-07-18,105.36,104.3,106.22,103.39,2193376
2018-07-19,104.32,104.63,104.69,103.98,1833572
2018-07-20,103.69,108.55,113.0,100.39,2916855
2018-07-23,108.53,104.78,109.62,103.79,1544516
2018-07-24,105.49,104.99,105.72,104.45,897647
2018-07-25,105.79,105.54,105.87,105.47,1195448
2018-07-26,104.72,104.6,104.78,104.52,1391539
2018-07-27,104.84,102.83,105.79,100.75,1032451
2018-07-30,103.56,101.76,105.11,100.64,1512698
2018-07-31,101.13,98.64,101.2,98.09,1283563
2018-08-01,99.1,98.71,99.2,98.41,1160696
2018-08-02,97.73,101.64,103.94,95.31,1975834
2018-08-03,100.87,101.23,101.6,100.76,1825549
2018-08-06,100.92,97.78,101.36,96.57,1340257
2018-08-07,97.67,99.14,99.46,97.38,1283828
2018-08-08,100.22,98.15,102.41,96.01,2051061
2018-08-09,98.5,96.16,101.84,92.87,1286153
2018-08-10,95.73,93.49,95.76,92.07,1226300
2018-08-13,94.02,95.93,96.89,92.56,1913294
2018-08-14,96.29,97.56,97.93,94.51,1530357
2018-08-15,97.0,96.58,97.51,96.25,1509923
2018-08-16,95.73,94.46,96.21,94.18,1422055
2018-08-17,94.48,92.3,95.89,90.98,1920991
2018-08-20,91.91,92.35,92.43,91.45,1834855
2018-08-21,92.2,95.66,95.82,89.34,855925
2018-08-22,96.13,92.84,97.73,91.0,1000436
2018-08-23,92.58,92.8,92.89,92.46,1782541
2018-08-24,93.29,92.13,93.46,92.04,1000705
2018-08-27,92.22,93.38,94.83,91.99,1805920
2018-08-28,93.31,94.99,95.88,92.37,2238114
2018-08-29,94.35,95.92,96.12,91.81,1714688
2018-08-30,96.17,94.63,98.94,93.3,649474
2018-08-31,94.8,97.01,97.16,93.67,1485125
2018-09-03,96.79,97.37,97.42,96.07,1101884
2018-09-04,97.66,93.59,102.02,91.96,1379648
2018-09-05,93.43,94.3,95.35,92.35,1282434
2018-09-06,93.9,92.62,94.44,91.69,1997643
2018-09-07,92.59,92.2,92.62,91.92,1803558
2018-09-10,92.43,92.29,92.44,92.15,1393945
2018-09-11,92.84,92.19,93.06,91.87,562877
2018-09-12,91.96,92.42,92.58,91.69,957055
2018-09-13,92.15,94.64,95.41,90.82,875517
2018-09-14,95.51,96.57,97.87,95.13,731523
2018-09-17,96.18,97.15,98.29,94.83,643092
2018-09-18,97.78,99.39,100.13,95.52,640964
2018-09-19,99.61,97.62,99.97,96.87,2246216
2018-09-20,97.76,97.26,98.34,97.17,1544405
2018-09-21,97.08,96.35,97.85,96.03,1260470
2018-09-24,96.13,96.99,97.28,95.67,957319
2018-09-25,96.97,96.99,97.0,96.95,755124
2018-09-26,97.18,97.54,97.7,97.07,991125
2018-09-27,97.78,97.9,97.91,97.72,806090
2018-09-28,97.46,100.57,103.79,94.49,1186335
2018-10-01,99.93,100.34,100.8,99.38,775947
2018-10-02,100.07,102.78,106.47,98.76,2158211
2018-10-03,103.4,104.41,105.09,102.93,1269848
2018-10-04,104.25,107.06,108.0,99.55,2039519
2018-10-05,106.65,107.05,107.52,106.11,918801
2018-10-08,107.02,110.75,112.27,102.79,1494231
2018-10-09,109.96,108.65,110.62,106.65,2236898
2018-10-10,108.77,107.95,110.24,107.14,1820635
2018-10-11,107.49,106.89,107.89,106.8,1070331
2018-10-12,106.73,107.48,108.03,106.27,986782
2018-10-15,107.53,108.69,109.9,106.89,1731086
2018-10-16,108.15,107.21,108.25,106.72,1415305
2018-10-17,107.51,108.23,108.88,107.02,1952006
2018-10-18,108.31,112.81,113.54,107.84,743207
2018-10-19,111.98,112.0,112.01,111.96,745153
2018-10-22,112.27,112.49,112.49,112.27,1406139
2018-10-23,113.07,116.49,119.28,111.35,2081923
2018-10-24,114.84,117.24,117.7,113.61,2109413
2018-10-25,116.9,114.18,118.74,112.17,994477
2018-10-26,113.87,111.41,115.33,109.71,2280257
2018-10-29,112.14,112.51,112.76,112.04,1235238
2018-10-30,113.29,114.83,116.4,111.42,1492535
2018-10-31,114.73,114.92,115.05,114.51,844962
2018-11-01,114.38,114.57,114.7,114.23,636710
2018-11-02,113.91,116.33,117.16,110.85,1052921
2018-11-05,115.38,118.49,122.44,115.04,1264993
2018-11-06,118.93,123.43,124.31,117.89,1539410
2018-11-07,123.0,120.92,125.61,120.46,864455
2018-11-08,120.17,122.43,123.43,118.97,1966133
2018-11-09,123.21,123.3,123.38,123.16,1860120
2018-11-12,124.07,123.65,124.28,122.94,594104
2018-11-13,124.02,125.43,125.47,122.02,631631
2018-11-14,124.69,127.62,127.68,121.95,1468062
2018-11-15,127.69,126.83,128.51,126.3,772859
2018-11-16,126.83,125.33,127.16,123.29,1428087
2018-11-19,125.63,127.27,129.56,122.88,1416702
2018-11-20,126.86,132.11,135.89,126.24,1593274
2018-11-21,131.92,134.69,135.14,129.18,1251821
2018-11-22,134.45,133.92,134.76,133.54,716979
2018-11-23,134.41,136.39,136.75,132.83,1879429
2018-11-26,137.08,138.44,139.76,134.64,1432077
2018-11-27,137.76,142.06,144.6,133.37,2293058
2018-11-28,141.82,138.4,142.93,134.71,1526558
2018-11-29,137.72,137.04,138.12,136.82,1249792
2018-11-30,136.83,139.5,140.74,134.17,1273952
2018-12-03,138.14,137.12,138.49,135.94,570961
2018-12-04,136.57,141.81,143.26,131.33,800662
2018-12-05,141.52,141.91,142.21,141.38,1911238
2018-12-06,142.21,143.17,143.29,141.64,2098219
2018-12-07,143.04,146.42,148.56,141.03,2451877
2018-12-10,146.27,150.28,150.29,143.59,2170276
2018-12-11,149.39,151.05,151.39,148.94,1815476
2018-12-12,152.17,151.25,152.42,150.69,1543977
2018-12-13,151.31,152.37,152.98,150.76,804763
2018-12-14,153.44,146.94,160.67,140.2,819230
2018-12-17,148.81,148.31,148.92,148.22,1094262
2018-12-18,148.62,149.9,150.05,148.25,629406
2018-12-19,148.64,148.57,148.69,148.51,759944
2018-12-20,148.68,148.39,148.71,148.16,543400
2018-12-21,147.64,150.87,151.2,146.05,1784788
2018-12-24,151.33,150.3,151.71,150.16,1661134
2018-12-25,150.65,154.45,156.74,150.03,1259392
2018-12-26,154.32,154.14,154.37,154.09,1678684
2018-12-27,154.04,154.28,154.32,153.84,1585420
2018-12-28,154.58,154.62,154.63,154.52,1675657
2018-12-31,153.73,159.39,160.71,150.87,2414836
2019-01-01,157.91,163.78,173.73,156.88,1805917
2019-01-02,164.84,169.37,172.08,162.39,802078
2019-01-03,170.06,167.39,170.62,166.62,1653206
2019-01-04,167.27,172.21,175.07,166.75,2541389
2019-01-07,172.62,174.37,174.72,171.89,1129242
2019-01-08,175.45,184.95,188.01,168.36,1221817
2019-01-09,186.06,188.82,189.73,183.59,2069166
2019-01-10,190.01,193.73,194.77,187.48,1171619
2019-01-11,193.67,193.06,194.13,192.8,1266388
2019-01-14,192.83,192.61,192.92,192.49,1732712
2019-01-15,193.87,197.3,198.16,190.98,1865752
2019-01-16,195.11,204.28,210.95,187.97,1527659
2019-01-17,205.27,206.82,206.85,204.63,1405312
2019-01-18,207.4,202.66,208.08,201.02,1141840
2019-01-21,202.72,207.66,211.24,202.09,1132291
2019-01-22,206.33,208.56,209.15,206.29,1499913
2019-01-23,208.86,202.07,209.52,197.29,1140047
2019-01-24,204.13,195.98,205.52,191.74,2441764
2019-01-25,194.34,191.38,195.5,191.16,1857958
2019-01-28,192.58,195.28,195.64,191.9,1645387
2019-01-29,196.16,204.36,205.34,191.59,2304639
2019-01-30,204.75,206.59,208.41,203.3,1987043
2019-01-31,204.73,208.01,209.98,202.84,1471170
2019-02-01,207.72,213.52,215.48,205.94,2395714
2019-02-04,213.1,215.16,215.3,212.46,1265444
2019-02-05,216.89,215.48,218.99,213.51,1355673
2019-02-06,216.43,219.8,220.08,215.24,1043658
2019-02-07,221.42,223.74,225.94,221.13,1466803
2019-02-08,223.27,217.08,226.27,215.1,717437
2019-02-11,216.31,212.64,218.2,206.92,681854
2019-02-12,211.76,210.31,213.34,208.34,1572129
2019-02-13,210.38,212.28,212.59,208.93,1334299
2019-02-14,213.14,214.73,215.46,211.91,1510920
2019-02-15,213.22,211.84,213.58,210.83,573858
2019-02-18,210.08,214.67,216.02,210.05,764237
2019-02-19,213.94,218.16,223.3,213.55,2004741
2019-02-20,218.89,222.33,224.8,216.77,2280822
2019-02-21,222.83,222.58,222.91,222.55,2020767
2019-02-22,221.96,228.24,239.02,221.85,786686
2019-02-25,227.77,233.12,236.98,226.57,2108290
2019-02-26,231.75,229.43,232.17,228.15,1101170
2019-02-27,229.42,242.8,258.45,221.38,917187
2019-02-28,243.59,241.6,244.01,240.63,1671795
2019-03-01,240.23,232.02,240.3,231.16,2444643
2019-03-04,233.29,235.92,236.8,231.93,2028021
2019-03-05,235.39,238.18,238.35,234.75,1885690
2019-03-06,237.44,230.25,247.04,226.76,881101
2019-03-07,229.76,232.46,234.56,228.47,1912259
2019-03-08,232.28,229.0,236.3,227.67,2059537
2019-03-11,229.07,226.95,230.08,226.67,1154676
2019-03-12,227.87,237.39,242.52,222.15,2449524
2019-03-13,237.41,240.93,244.22,235.47,812544
2019-03-14,240.36,243.24,245.86,238.66,703298
2019-03-15,245.75,254.92,265.11,242.71,1532137
2019-03-18,254.52,260.1,263.32,252.74,1047307
2019-03-19,260.65,254.1,262.02,251.46,1455348
2019-03-20,253.46,261.13,265.3,244.11,948417
2019-03-21,260.11,259.55,260.14,259.48,1826987
2019-03-22,258.42,252.79,263.19,251.1,2188021
2019-03-25,253.71,260.57,263.12,249.76,773817
2019-03-26,259.14,257.02,261.18,254.34,1615158
2019-03-27,257.87,264.8,271.81,254.3,1210685
2019-03-28,264.1,272.23,279.31,254.43,847139
2019-03-29,272.0,277.29,281.21,271.16,1381583
2019-04-01,275.93,272.84,277.5,272.03,1549999
2019-04-02,271.51,271.14,272.09,270.81,846825
2019-04-03,270.25,270.19,270.32,270.19,858891
2019-04-04,270.92,272.82,275.12,269.35,653992
2019-04-05,271.51,275.0,275.0,270.52,1981061
2019-04-08,272.6,267.98,273.58,265.26,2173192
2019-04-09,266.68,265.63,267.88,265.32,1189646
2019-04-10,266.65,272.75,273.41,262.36,1502273
2019-04-11,271.52,261.4,288.74,246.63,2438063
2019-04-12,261.44,268.77,271.32,257.68,1188515
2019-04-15,269.03,269.42,269.45,268.98,840933
2019-04-16,269.57,257.09,278.13,250.39,1425962
2019-04-17,255.43,250.34,263.73,243.49,1466874
2019-04-18,250.26,252.95,254.75,249.82,908663
2019-04-19,252.98,248.8,254.33,246.37,2162405
2019-04-22,250.9,249.27,252.06,248.17,799150
2019-04-23,247.99,241.72,248.85,238.17,2333453
2019-04-24,239.09,244.59,251.09,238.35,2292238
2019-04-25,242.78,233.83,246.76,227.23,1717085
2019-04-26,234.19,235.36,236.27,233.79,825852
2019-04-29,234.51,231.08,235.4,229.79,2195011
2019-04-30,232.09,227.65,236.85,222.74,1280935
2019-05-01,227.2,231.65,232.37,226.25,1009970
2019-05-02,231.63,225.57,235.74,221.21,1544835
2019-05-03,226.47,228.01,228.38,226.25,1141716
2019-05-06,227.94,228.87,228.96,227.56,1404045
2019-05-07,229.75,227.63,231.93,225.64,1071278
2019-05-08,227.76,226.93,228.51,226.42,1709531
2019-05-09,225.95,216.9,236.92,216.13,1890258
2019-05-10,216.87,214.37,216.96,210.93,1350380
2019-05-13,214.78,213.77,215.35,213.05,1627513
2019-05-14,213.74,213.66,213.85,213.6,692571
2019-05-15,214.29,212.23,214.79,210.73,647936
2019-05-16,213.31,218.13,224.6,207.29,684273
2019-05-17,215.68,216.02,216.52,215.5,1162026
2019-05-20,214.53,208.88,217.13,206.28,789460
2019-05-21,208.78,208.91,208.99,208.62,561701
2019-05-22,209.67,211.05,211.58,208.91,533292
2019-05-23,210.61,206.96,212.35,205.76,1474207
2019-05-24,206.27,204.16,207.91,202.95,1901977
2019-05-27,204.71,203.49,205.63,203.12,1589412
2019-05-28,206.04,208.1,210.12,205.4,1290651
2019-05-29,206.41,214.18,219.66,205.13,2613793
2019-05-30,214.68,220.22,222.4,210.75,1623777
2019-05-31,219.4,218.53,219.88,218.38,1923067
2019-06-03,219.38,227.45,230.83,219.18,1705051
2019-06-04,227.71,225.3,229.44,225.09,1388599
2019-06-05,224.88,225.34,225.8,224.67,1681707
2019-06-06,223.91,220.12,225.21,218.88,1127987
2019-06-07,217.1,217.17,217.21,217.05,567201
2019-06-10,217.71,218.55,219.2,217.3,926858
2019-06-11,218.25,219.39,221.05,217.51,828079
2019-06-12,219.03,221.95,223.16,218.03,2109288
2019-06-13,222.0,221.35,222.34,221.3,943843
2019-06-14,220.19,220.82,221.33,220.07,1264904
2019-06-17,220.65,222.23,222.53,218.41,748876
2019-06-18,222.67,218.21,227.99,216.67,1397973
2019-06-19,219.15,223.82,231.89,216.7,2103356
2019-06-20,224.47,210.51,238.44,202.65,2341589
2019-06-21,211.94,215.29,218.03,210.37,998817
2019-06-24,216.38,219.5,219.99,213.97,2273900
2019-06-25,219.45,215.05,220.98,212.13,1988822
2019-06-26,215.76,206.98,222.68,200.98,1768830
2019-06-27,208.36,208.95,209.27,207.98,1975139
2019-06-28,208.46,203.18,211.77,202.53,1102066
2019-07-01,202.83,194.56,204.51,191.94,1779135
2019-07-02,193.22,193.23,193.24,193.21,1919965
2019-07-03,192.22,188.84,198.27,183.49,781958
2019-07-04,188.49,186.8,188.58,185.73,1097890
2019-07-05,187.37,194.88,199.75,178.19,2603169
2019-07-08,194.34,193.31,194.74,192.8,784073
2019-07-09,192.31,192.31,192.32,192.3,1329067
2019-07-10,192.62,189.54,194.24,189.54,1981993
2019-07-11,191.17,188.53,193.67,186.87,609116
2019-07-12,186.27,188.67,189.85,185.33,1530692
2019-07-15,188.49,182.36,190.79,174.69,2337817
2019-07-16,182.83,180.01,183.4,176.6,851547
2019-07-17,180.2,170.6,183.06,168.78,2806704
2019-07-18,170.43,167.3,172.08,166.4,1129858
2019-07-19,168.02,164.69,169.23,163.87,2303720
2019-07-22,164.54,163.88,164.61,163.68,855038
2019-07-23,162.55,158.66,165.3,155.64,1583501
2019-07-24,159.13,153.89,162.23,151.36,2547880
2019-07-25,153.36,156.97,158.2,151.27,1490308
2019-07-26,156.3,155.9,156.41,155.78,771843
2019-07-29,156.01,155.86,156.19,155.76,1070454
2019-07-30,156.4,163.5,172.36,148.07,943995
2019-07-31,163.31,158.79,165.66,155.36,809129
2019-08-01,159.0,153.62,163.96,151.28,859210
2019-08-02,153.42,157.77,161.77,151.34,760291
2019-08-05,157.02,152.15,161.3,149.12,1369709
2019-08-06,152.77,153.42,153.71,152.56,1219412
2019-08-07,152.57,153.38,153.71,152.38,662395
2019-08-08,152.97,148.84,154.83,146.74,1335034
2019-08-09,149.31,147.04,150.28,145.47,910498
2019-08-12,146.57,144.75,146.78,143.68,688920
2019-08-13,144.91,144.6,145.17,144.48,1507394
2019-08-14,143.94,142.87,144.52,142.03,2147047
2019-08-15,142.14,136.6,144.5,134.8,2600136
2019-08-16,137.74,132.61,143.61,127.08,1374388
2019-08-19,131.65,130.5,132.61,130.48,1965490
2019-08-20,131.21,124.74,134.94,121.71,2266924
2019-08-21,124.32,124.38,124.4,124.27,1010677
2019-08-22,124.33,125.84,126.62,124.13,1685943
2019-08-23,125.97,127.91,128.67,124.7,1295421
2019-08-26,128.02,129.33,131.62,127.97,737859
2019-08-27,128.28,130.07,131.28,128.2,1200883
2019-08-28,130.33,136.61,140.57,126.54,1957302
2019-08-29,136.8,131.85,137.55,130.17,2397134
2019-08-30,132.36,133.64,134.2,132.09,649119
2019-09-02,134.09,133.15,134.51,133.01,1867067
2019-09-03,133.17,132.55,133.6,131.97,1228778
2019-09-04,132.63,131.42,134.15,130.05,730914
2019-09-05,130.52,129.25,130.65,127.29,610697
2019-09-06,130.42,130.93,130.94,130.28,1425171
2019-09-09,129.52,129.43,129.58,129.43,685104
2019-09-10,129.58,133.48,136.72,129.12,1024857
2019-09-11,133.74,133.77,133.78,133.73,518740
2019-09-12,134.27,130.28,136.64,125.31,1014224
2019-09-13,130.62,125.43,131.52,120.89,1530886
2019-09-16,126.15,124.11,129.35,122.67,2080817
2019-09-17,123.13,119.03,126.51,114.41,1546608
2019-09-18,119.17,118.61,119.42,117.84,1571441
2019-09-19,118.84,117.43,118.86,117.06,1117622
2019-09-20,117.26,112.3,121.18,110.78,1393702
2019-09-23,112.06,109.39,113.39,108.16,2019268
2019-09-24,109.47,110.51,110.57,108.52,1825537
2019-09-25,111.19,105.15,117.32,97.44,1564225
2019-09-26,105.15,104.87,105.33,104.66,1667124
2019-09-27,105.66,109.56,111.48,103.79,1325374
2019-09-30,109.89,110.77,111.18,108.95,2055389
2019-10-01,110.49,107.62,111.3,104.7,2049509
2019-10-02,108.55,104.64,109.73,103.01,1776550
2019-10-03,105.34,101.63,107.49,101.13,2545940
2019-10-04,101.3,100.91,101.3,100.35,1926798
2019-10-07,100.89,101.38,101.48,100.88,1800062
2019-10-08,101.32,100.88,101.56,100.85,1467415
2019-10-09,100.51,100.64,100.72,100.49,1631951
2019-10-10,100.27,101.46,101.7,99.49,974409
2019-10-11,100.82,98.22,101.76,95.29,794366
2019-10-14,98.66,100.81,101.68,97.49,797276
2019-10-15,100.42,99.61,100.65,99.37,582001
2019-10-16,100.51,101.84,102.61,100.46,2058463
2019-10-17,101.55,96.34,103.17,94.8,1254430
2019-10-18,96.27,99.09,100.42,96.03,1100281
2019-10-21,98.66,96.42,101.68,95.51,652070
2019-10-22,96.25,95.15,96.61,93.83,2071757
2019-10-23,94.71,90.26,98.33,88.02,2623645
2019-10-24,90.66,89.64,90.8,89.36,901011
2019-10-25,89.83,93.14,96.22,87.82,1585539
2019-10-28,92.7,91.85,93.7,91.26,739485
2019-10-29,91.51,92.59,93.16,90.96,947253
2019-10-30,92.9,91.63,92.91,91.0,1107753
