Genre,ArtistName,TrackName,Popularity,Duration
Children’s Music,Soundgarden,Black Hole Sun,77,318
Reggaeton,CNCO,Reggaetón Lento (Bailemos),77,222
Indie,Jet,Are You Gonna Be My Girl,77,213
Reggae,Bob Marley & The Wailers,Could You Be Loved,77,237
Hip-Hop,Pitbull,Time of Our Lives,77,229
Rap,Playboi Carti,Magnolia,77,181
Country,Chord Overstreet,Hold On,77,198
Reggaeton,Super Yei,La Forma en Que Me Miras,77,307
Soul,GASHI,Creep On Me,77,194
Rap,Kanye West,Heartless,77,211
Indie,Ruel,Dazed & Confused,77,189
Hip-Hop,Ski Mask The Slump God,BabyWipe,77,168
Children’s Music,Catfish and the Bottlemen,Longshot,77,232
R&B,Usher,My Boo,77,223
R&B,Britney Spears,...Baby One More Time,77,211
Hip-Hop,Frank Ocean,Ivy,77,249
R&B,Corinne Bailey Rae,Put Your Records On,77,215
R&B,Natasha Bedingfield,Unwritten,77,259
Country,America,A Horse with No Name,77,252
Children’s Music,Pearl Jam,Alive,77,340
R&B,Britney Spears,Oops!...I Did It Again,77,211
Reggaeton,Danny Ocean,Swing,77,155
Hip-Hop,Drake,Jumpman,77,205
Rap,Justin Timberlake,Cry Me a River,77,288
Children’s Music,Foo Fighters,Everlong,77,250
Rap,Lil Peep,Life is Beautiful,77,207
Hip-Hop,XXXTENTACION,YuNg BrAtZ,77,101
Hip-Hop,Young Thug,Sin (feat. Jaden Smith),77,202
R&B,Beyoncé,Love On Top,77,267
Children’s Music,Red Hot Chili Peppers,Scar Tissue,77,215
Hip-Hop,Flo Rida,My House,77,192
Rap,Post Malone,Zack And Codeine,77,204
Reggaeton,Brytiago,Asesina,77,187
Hip-Hop,J. Cole,ATM,77,216
Hip-Hop,KIDS SEE GHOSTS,Reborn,77,324
Hip-Hop,Chris Jeday,Bipolar,77,219
Hip-Hop,Beret,Lo siento,77,229
Rap,Post Malone,No Option,77,179
Rap,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),77,220
Rap,Offset,Wild Wild West (feat. Gunna),77,236
Rap,Aminé,REEL IT IN (feat. Gucci Mane) - Remix,77,166
Rap,Post Malone,Same Bitches (feat. G-Eazy & YG),77,212
Rap,Trippie Redd,Love Scars,77,143
Rap,Travis Scott,Antidote,77,262
Rap,JID,Off Deez (with J. Cole),77,213
Reggaeton,J Balvin,Bonita,77,265
Reggaeton,Farruko,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",77,279
Country,Dolly Parton,9 to 5,77,162
Indie,Capital Cities,Safe And Sound,77,192
Country,Dolly Parton,Jolene,77,161
Reggaeton,Karol G,Mi Cama - Remix,77,196
Rap,Justin Timberlake,Mirrors,77,484
Reggaeton,Ozuna,Me Dijeron,77,170
Indie,Kina Grannis,Can’t Help Falling in Love,77,201
Hip-Hop,Khea,Loca Remix,77,346
R&B,Julia Michaels,Jump (with Trippie Redd),77,207
Children’s Music,American Authors,Best Day Of My Life,77,194
Country,Chase Rice,Eyes On You,77,182
R&B,Masego,Tadow,77,301
Indie,Noah Kahan,Hurt Somebody (With Julia Michaels),77,168
Rap,Eminem,Greatest,77,226
Rap,Fort Minor,Remember The Name (feat. Styles Of Beyond),77,230
Rap,6ix9ine,GOTTI,77,166
Rap,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),77,210
Hip-Hop,XXXTENTACION,I don’t let go,77,121
Rap,Social House,Magic In The Hamptons (feat. Lil Yachty),77,164
Rap,A$AP Rocky,Sundress,77,158
Hip-Hop,Gunna,Same Yung Nigga (feat. Playboi Carti),77,180
Children’s Music,Foo Fighters,The Pretender,77,269
Rap,Mac Miller,Weekend (feat. Miguel),77,208
Rap,2 Chainz,Bigger Than You (feat. Drake & Quavo),77,225
Soul,Solange,Almeda,77,236
Hip-Hop,Eminem,Kamikaze,77,216
Indie,Kings of Leon,Use Somebody,77,230
Rap,2 Chainz,It's A Vibe,77,210
Hip-Hop,Cadet,Advice,77,192
Rap,Travis Scott,WAKE UP,77,231
Hip-Hop,Nicky Jam,El Perdón,77,205
Rap,Roddy Ricch,Die Young,77,161
Rap,Future,Hard Work Pays Off,77,224
Country,Thomas Rhett,Marry Me,77,205
Rap,Post Malone,Deja Vu,77,234
Hip-Hop,Kodak Black,Codeine Dreaming (feat. Lil Wayne),77,264
Hip-Hop,21 Savage,1.5,77,148
Rap,Post Malone,Takin' Shots,77,216
Hip-Hop,Offset,Clout (feat. Cardi B),77,205
Rap,Lil Tjay,Brothers,76,210
Rap,2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),76,173
Pop,Alok,Hear Me Now,76,194
Pop,Childish Gambino,Feels Like Summer,76,297
Pop,Drake,Fake Love,76,210
Folk,Hozier,Take Me to Church,76,241
Pop,Disclosure,Latch,76,255
Rap,Polo G,Pop Out (feat. Lil TJay),76,166
Rap,G-Eazy,West Coast,76,139
Rap,A Boogie Wit da Hoodie,Skeezers,76,198
Movie,Auli'i Cravalho,How Far I'll Go,76,163
Pop,LANY,I Don't Wanna Love You Anymore,76,201
Pop,One Direction,Night Changes,76,226
Rap,Juice WRLD,Candles,76,183
Dance,Calvin Harris,Slide (feat. Frank Ocean & Migos),76,230
Rap,Lil Uzi Vert,Dark Queen,76,173
Dance,Noah Cyrus,Again,76,193
Dance,Halsey,Gasoline,76,199
Dance,Halsey,Now Or Never,76,214
Pop,Selena Gomez,Back To You,76,210
Rap,G-Eazy,1942,76,213
Rap,Roddy Ricch,Every Season,76,214
Pop,Drake,Portland,76,236
Pop,blink-182,What's My Age Again?,76,148
Rap,Travis Scott,HOUSTONFORNICATION,76,217
Rap,Lil Mosey,Pull Up,76,183
Pop,Coldplay,Adventure of a Lifetime,76,263
Children’s Music,The 1975,TOOTIMETOOTIMETOOTIME,76,207
Pop,Jax Jones,You Don't Know Me - Radio Edit,76,213
Children’s Music,Audioslave,Like a Stone,76,293
Pop,Backstreet Boys,Shape of My Heart,76,230
Pop,The Chainsmokers,Somebody,76,221
Dance,Mike Perry,The Ocean (feat. Shy Martin),76,183
Dance,Jonas Blue,Perfect Strangers,76,196
Children’s Music,Blur,Song 2 - 2012 Remastered Version,76,121
Dance,Simple Minds,Don't You (Forget About Me) - Remastered,76,260
Pop,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",76,221
Reggaeton,Myke Towers,Si Se Da,76,237
Reggaeton,Natti Natasha,Pa' Mala Yo,76,159
Hip-Hop,Rae Sremmurd,No Type,76,200
Children’s Music,Oliver Tree,Alien Boy,76,163
Soul,Al Green,Let's Stay Together,76,199
Pop,Zion & Lennox,Otra Vez (feat. J Balvin),76,209
Pop,Mobb Deep,"Shook Ones, Pt. II",76,325
Pop,George Michael,Careless Whisper,76,300
Children’s Music,Disturbed,The Sound Of Silence,76,248
Pop,Bonnie Tyler,Total Eclipse of the Heart,76,269
Children’s Music,KALEO,Way Down We Go,76,213
Pop,Silvestre Dangond,Vivir Bailando,76,214
Children’s Music,The White Stripes,Seven Nation Army,76,231
Pop,Katy Perry,Swish Swish,76,242
Pop,Kendrick Lamar,King Kunta,76,234
Pop,Kygo,Stole the Show,76,222
Reggaeton,CNCO,Hey DJ - Remix,76,189
Pop,Sebastian Yatra,Por Perro,76,245
Pop,James Arthur,Impossible,76,209
Pop,LANY,Thick And Thin,76,212
Hip-Hop,Eminem,The Monster,76,250
Dance,Kesha,Praying,76,230
Hip-Hop,Booba,PGP,76,167
Rock,Elton John,Your Song,76,240
Rock,KISS,Rock And Roll All Nite,76,168
Rock,Imagine Dragons,Machine,76,181
Rock,Imagine Dragons,Believer (feat. Lil Wayne),76,219
Rock,Elton John,I'm Still Standing,76,183
Indie,December Avenue,Kahit Di Mo Alam,76,282
Dance,Miley Cyrus,Party In The U.S.A.,76,202
Pop,Bryan Adams,Heaven,76,243
Pop,Alejandro Fernandez,Contigo Siempre,76,201
Rock,Red Hot Chili Peppers,By The Way,76,216
Rock,U2,I Still Haven't Found What I'm Looking For,76,277
Hip-Hop,Oliver Tree,Hurt,76,145
Rock,Queen,We Will Rock You - Remastered,76,122
Pop,Smokepurpp,Nephew (feat. Lil Pump),76,202
Indie,Franz Ferdinand,Take Me Out,76,237
Electronic,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,76,248
Rock,Zac Brown Band,Chicken Fried,76,238
Rock,Ozzy Osbourne,Crazy Train - Remastered,76,296
Reggae,UB40,Red Red Wine,76,183
Rock,Twenty One Pilots,Morph,76,258
Rock,Dustin Lynch,Small Town Boy,76,205
Rock,Jon Pardi,Night Shift,76,172
Rap,6ix9ine,GUMMO,76,157
Pop,Post Malone,Blame It On Me,76,261
Hip-Hop,Aleman,Rucón,76,168
Rap,Slipknot,Duality,76,252
Rock,The Beatles,Twist And Shout - Remastered 2009,76,155
Rock,The Rolling Stones,Start Me Up - Remastered 2009,76,213
Rock,Toto,Hold the Line,76,235
Folk,The Who,Baba O'Riley,76,300
Rap,Juice WRLD,Empty,76,248
Pop,Ed Sheeran,Give Me Love,76,526
Dance,Shawn Mendes,Use Somebody - Recorded at Spotify Studios NYC,76,176
Dance,Nicki Minaj,Chun-Li,76,191
R&B,Kehlani,Feels,76,181
Hip-Hop,Kontra K,Warnung,76,194
Pop,Jimmie Allen,Best Shot,76,195
Pop,Khalid,This Way,76,211
Pop,Khalid,American Teen,76,250
Pop,The Script,Breakeven,76,261
Hip-Hop,Aminé,Invincible,76,196
Country,Scotty McCreery,This Is It,76,230
Pop,Alec Benjamin,Water Fountain,76,218
Country,Jake Owen,Down To The Honkytonk,76,183
Country,Rodney Atkins,Caught Up In The Country,76,160
Hip-Hop,Lil Xan,Betrayed,76,187
Hip-Hop,Lil Peep,Awful Things,76,214
Country,Brett Young,In Case You Didn't Know,76,224
Pop,FLETCHER,Undrunk,76,183
Pop,Panic! At The Disco,"Hey Look Ma, I Made It",76,169
Country,Lee Brice,Rumor,76,198
Pop,Khalid,Vertigo,76,270
Pop,Hikaru Utada,Face My Fears - English Version,76,222
Hip-Hop,Lil Peep,Beamer Boy,76,203
Rock,The Beatles,I Want To Hold Your Hand - Remastered 2015,76,145
Rock,Commodores,Easy,76,256
Rap,Juice WRLD,Scared Of Love,76,170
Hip-Hop,$uicideBoy$,Paris,76,111
Pop,Quavo,LOSE IT (feat. Lil Baby),76,237
Pop,Tory Lanez,TAlk tO Me (with Rich The Kid),76,184
Pop,Fall Out Boy,Thnks fr th Mmrs,76,203
Pop,Pitbull,Timber,76,204
Rap,Lil Yachty,Get Dripped (feat. Playboi Carti),76,158
Rap,SZA,The Weekend,76,272
Rap,Meek Mill,On Me (feat. Cardi B),76,225
Jazz,Aretha Franklin,I Say a Little Prayer,76,216
Pop,FRENSHIP,Capsize,76,237
Pop,Panic! At The Disco,This Is Gospel,76,187
R&B,Normani,Waves (feat. 6LACK),76,215
Rap,Yung Gravy,1 Thot 2 Thot Red Thot Blue Thot,76,131
World,Cory Asbury,Reckless Love,76,333
R&B,Demi Lovato,Confident,76,205
Pop,Soulja Boy,Kiss Me Thru The Phone,76,193
R&B,Ciara,"One, Two Step",76,203
Pop,A$AP Rocky,L$D,76,238
R&B,Trey Songz,Chi Chi (feat. Chris Brown),76,139
R&B,Big Sean,I Don't Fuck With You,76,284
R&B,SZA,The Weekend - Funk Wav Remix,76,171
Pop,Mike Posner,Move On,76,178
Rap,Jeremih,oui,76,238
Pop,Rich The Kid,New Freezer (feat. Kendrick Lamar),76,191
Pop,Gunna,3 Headed Snake (feat. Young Thug),76,241
R&B,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,76,174
Pop,Wiz Khalifa,Fr Fr (feat. Lil Skies),76,195
Pop,Jax Jones,Ring Ring (feat. Mabel & Rich The Kid),76,217
Pop,Kanye West,Black Skinhead,76,188
Rap,Travis Scott,STOP TRYING TO BE GOD,76,338
Pop,Pia Mia,Do It Again,76,207
Pop,Future,Low Life,76,313
Hip-Hop,Eminem,Stan,76,404
Rap,Tay-K,The Race,76,140
Pop,Machine Gun Kelly,Bad Things (with Camila Cabello),76,239
Pop,Jaden Smith,Way Up,76,153
Pop,Gucci Mane,BiPolar (feat. Quavo),76,214
R&B,Demi Lovato,Tell Me You Love Me,76,236
Pop,Joji,ATTENTION,76,128
Rap,21 Savage,Ghostface Killers,76,268
Pop,Rich The Kid,4 Phones,76,217
Rap,blackbear,1 SIDED LOVE,76,170
Pop,Jeremih,Impatient,76,245
Rap,Migos,Notice Me,76,233
Rap,MadeinTYO,Ned Flanders (feat. A$AP Ferg),76,161
Pop,"Tyler, The Creator",Potato Salad,76,182
Pop,6LACK,PRBLMS,76,246
Rap,gianni & kyle,do u even miss me at all?,76,177
R&B,Frank Ocean,Chanel,76,210
Rap,Kodak Black,Tunnel Vision,76,268
Pop,Ariana Grande,Everyday,76,194
R&B,The Weeknd,Often,76,249
Rap,J. Cole,Neighbors,76,216
Pop,Rae Sremmurd,Come Get Her,76,212
Pop,Charlie Puth,The Way I Am,76,186
Rap,21 Savage,ball w/o you,76,195
Rap,Post Malone,Sugar Wraith,76,228
R&B,Daniel Caesar,Japanese Denim,76,270
Rap,Young Thug,Relationship (feat. Future),76,215
R&B,Alessia Cara,Scars To Your Beautiful,76,230
Folk,Eagles,Take It Easy - 2013 Remaster,76,211
Hip-Hop,Pitbull,Give Me Everything,76,252
Reggaeton,Bad Bunny,RLNDT,76,284
Pop,Cyndi Lauper,Girls Just Want to Have Fun,76,238
Pop,One Direction,Little Things,76,219
Pop,The Cranberries,Linger,76,274
Pop,Shania Twain,Man! I Feel Like A Woman!,76,233
Pop,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,76,227
Pop,Boogie,Rainy Days (feat. Eminem),76,234
Reggaeton,Becky G,Shower,76,206
Reggaeton,Alex Rose,Darte Remix,76,512
Pop,Green Day,When I Come Around,76,178
Pop,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",76,280
Pop,IZ*ONE,La Vie en Rose,76,218
Pop,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",76,233
R&B,Jason Derulo,Tip Toe (feat. French Montana),76,187
Reggaeton,Chris Jeday,Ahora Dice,76,271
Reggaeton,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",76,307
Folk,Paul Simon,You Can Call Me Al,76,280
Reggaeton,Plan B,Ella Fuma,76,271
Reggaeton,Bad Bunny,Como Antes,76,230
Pop,The Proclaimers,I'm Gonna Be (500 Miles),76,219
Reggaeton,Brytiago,La Mentira,76,197
Pop,Fifth Harmony,Worth It,76,224
Hip-Hop,Lil Peep,Benz Truck (гелик),76,159
Hip-Hop,Drake,Too Good,76,263
Pop,Mac Miller,Hurt Feelings,76,245
Pop,TWICE,YES or YES,76,237
Folk,Carly Simon,You're so Vain,76,258
R&B,Rihanna,Pon de Replay,76,246
Pop,Vampire Weekend,Harmony Hall,76,308
Rock,U2,One,76,276
Pop,Lil Wayne,Don't Cry (feat. XXXTENTACION),76,249
Pop,Billie Eilish,Ocean Eyes - Blackbear Remix,76,195
R&B,Alina Baraz,Electric (feat. Khalid),76,246
Pop,Charlie Puth,Done for Me (feat. Kehlani),76,180
Pop,Billie Eilish,&burn (with Vince Staples),76,179
Pop,Foster The People,Sit Next to Me,76,243
Hip-Hop,Jason Derulo,Want to Want Me,76,207
R&B,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),76,220
Pop,OneRepublic,Secrets,76,224
R&B,Ella Mai,Whatchamacallit (feat. Chris Brown),76,179
R&B,Ciara,Level Up,76,204
Pop,Fetty Wap,679 (feat. Remy Boyz),76,196
Pop,Macklemore,Good Old Days (feat. Kesha),76,240
R&B,Mariah Carey,All I Want for Christmas Is You,76,241
Rap,Post Malone,Too Young,76,237
Rap,Post Malone,Otherside,76,228
Rap,Playboi Carti,wokeuplikethis*,76,235
R&B,Camila Cabello,Crying in the Club,76,216
Pop,Metro Boomin,Overdue (with Travis Scott),76,166
Pop,Lauv,Never Not,76,208
R&B,Usher,U Remind Me,76,266
Pop,Twenty One Pilots,Car Radio,76,267
R&B,Alicia Keys,Girl On Fire,76,224
Pop,John Mayer,Waiting On the World to Change,76,201
Rock,Men At Work,Down Under,75,220
Rap,The Weeknd,Wasted Times,75,220
Rock,John Mayer,Gravity,75,245
Rap,Miguel,Sure Thing,75,195
Reggaeton,Bryant Myers,Ganas Sobran,75,237
Rock,Bruce Springsteen,Dancing In the Dark,75,241
Reggaeton,Lary Over,Subete,75,224
Rock,The Beatles,Yesterday - Remastered 2009,75,125
Rap,Tee Grizzley,First Day Out,75,254
Pop,Jess Glynne,Thursday,75,214
Rock,Kelly Clarkson,Since U Been Gone,75,188
Reggaeton,Bad Bunny,¿Cual es tu plan?,75,243
R&B,Fergie,Big Girls Don't Cry (Personal),75,268
Pop,Avril Lavigne,Sk8er Boi,75,204
Pop,BLACKPINK,PLAYING WITH FIRE,75,197
Pop,MOMOLAND,BBoom BBoom,75,208
Folk,Norah Jones,Don't Know Why,75,186
Pop,Calvin Harris,Feel So Close - Radio Edit,75,206
Reggaeton,Miky Woodz,Na' Personal,75,225
Pop,Miley Cyrus,Wrecking Ball,75,221
Pop,Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),75,214
Pop,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),75,229
Pop,Lil Wayne,A Milli,75,221
Pop,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",75,233
Rap,Jon Bellion,All Time Low,75,217
Rap,XXXTENTACION,infinity (888) - feat. Joey Bada$$,75,176
Hip-Hop,Young Thug,pick up the phone,75,252
Pop,Ariana Grande,the light is coming (feat. Nicki Minaj),75,228
Pop,Gucci Mane,Both (feat. Drake),75,190
Pop,Ed Sheeran,Kiss Me,75,280
Dance,Joey Montana,Suena El Dembow,75,195
Rap,Trippie Redd,BANG!,75,283
Rock,The 1975,Somebody Else,75,347
Dance,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",75,237
Pop,Katy Perry,Chained To The Rhythm,75,237
Pop,Starship,We Built This City,75,296
R&B,Ella Mai,She Don't (feat. Ty Dolla $Ign),75,264
Children’s Music,Jhene Aiko,Sativa,75,276
Pop,Sigrid,Don’t Feel Like Crying,75,157
Pop,Gente De Zona,La Gozadera,75,203
Pop,KREAM,Decisions (feat. Maia Wright),75,212
Rap,Shoreline Mafia,Musty,75,161
Pop,Alien Ant Farm,Smooth Criminal,75,209
Pop,Pearl Jam,Black,75,342
Pop,Nicky Jam,El Amante,75,219
Rap,J. Cole,Work Out,75,235
Folk,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,75,423
Pop,Kansas,Carry on Wayward Son,75,323
Pop,CNCO,Hey DJ,75,206
Indie,I Belong to the Zoo,Balang Araw,75,288
Rap,21 Savage,asmr,75,171
Rap,Mac Miller,My Favorite Part,75,216
Rock,System Of A Down,B.Y.O.B.,75,255
Pop,Reik,Ya Me Enteré,75,204
Pop,The Supremes,You Can't Hurry Love,75,167
Rap,NAV,Wanted You (feat. Lil Uzi Vert),75,228
Rock,Kelly Clarkson,Because of You,75,219
Rap,Fuego,Good Vibes,75,235
Pop,Coldplay,Clocks,75,307
Rock,New Radicals,You Get What You Give,75,300
Pop,Juicy J,Neighbor (feat. Travis Scott),75,162
Reggaeton,Justin Quiles,No Quiero Amarte (feat. Zion & Lennox),75,235
Rap,Kanye West,Famous,75,196
Reggaeton,Daddy Yankee,Zum Zum,75,235
Reggaeton,Bryant Myers,Noche De Fantasia,75,226
Reggaeton,CNCO,Pretend,75,200
Hip-Hop,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),75,211
Rap,Kanye West,Stronger,75,311
Rap,Juice WRLD,Hurt Me,75,122
Rap,Juice WRLD,Maze,75,144
Rock,Blue Öyster Cult,(Don't Fear) The Reaper,75,308
Pop,Adele,Make You Feel My Love,75,212
Pop,Marshmello,Here With Me,75,156
Dance,Pharrell Williams,Happy,75,233
Pop,James Bay,Let It Go,75,260
Pop,AJR,Burn the House Down,75,212
Dance,Katy Perry,Last Friday Night (T.G.I.F.),75,230
Hip-Hop,Bass Santana,Make Eem Run!,75,192
Rap,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),75,256
Country,Old Dominion,Written in the Sand,75,184
Pop,The Chainsmokers,Roses,75,226
R&B,Kehlani,Honey,75,199
Pop,LANCO,Greatest Love Story,75,222
Hip-Hop,XXXTENTACION,Save Me,75,163
Rap,XXXTENTACION,$$$ - with Matt Ox,75,130
Rap,YBN Nahmir,Bounce Out With That,75,97
Rock,Nirvana,Smells Like Teen Spirit,75,301
Pop,BTS,Spring Day,75,274
Rock,Guns N' Roses,Sweet Child O' Mine,75,356
Rap,XXXTENTACION,going down!,75,115
Pop,Drake,Marvins Room,75,347
Rock,3 Doors Down,Here Without You,75,238
Dance,Bruno Mars,Grenade,75,223
Pop,Bazzi,Myself,75,167
Hip-Hop,Mr. Probz,Waves - Robin Schulz Radio Edit,75,208
Rock,Eric Clapton,Tears In Heaven,75,280
Soul,Mura Masa,Love$ick (feat. A$AP Rocky),75,192
Alternative,Slipknot,Unsainted,75,260
Alternative,Nickelback,How You Remind Me,75,223
Rock,Guns N' Roses,Don't Cry (Original),75,283
Children’s Music,Bad Wolves,Zombie,75,254
Pop,Ariana Grande,better off,75,171
Rap,Travis Scott,R.I.P. SCREW,75,185
Rap,Travis Scott,ASTROTHUNDER,75,142
Pop,Selena Gomez,Fetish (feat. Gucci Mane),75,186
Country,Johnny Cash,Hurt,75,216
Pop,Gryffin,Remember (with ZOHARA),75,221
Pop,BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],75,238
Rap,Lil Uzi Vert,20 Min,75,220
Rock,David Bisbal,Perdón,75,206
Pop,Cardi B,I Do (feat. SZA),75,200
Pop,Ariana Grande,Santa Tell Me,75,204
R&B,Frank Ocean,Thinkin Bout You,75,200
R&B,Joji,Will He,75,202
Pop,Niall Horan,This Town,75,232
Pop,Ellie Goulding,Flux,75,229
Hip-Hop,Meek Mill,24/7 (feat. Ella Mai),75,221
Pop,One Direction,They Don't Know About Us,75,201
Pop,Shawn Mendes,Like To Be You (feat. Julia Michaels),75,159
Rap,NAV,Some Way,75,179
Rap,Shoreline Mafia,Nun Major,75,151
Pop,Bazzi,Dreams,75,147
Rap,Juice WRLD,I'll Be Fine,75,244
R&B,Solange,Stay Flo,75,175
Pop,Ariana Grande,pete davidson,75,73
Rap,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),75,304
Pop,Drake,The Motto,75,181
Pop,P!nk,Raise Your Glass,75,203
Country,Brett Young,Here Tonight,75,216
Pop,Troye Sivan,My My My!,75,204
R&B,YK Osiris,Valentine,75,206
Folk,The Doobie Brothers,Listen to the Music,75,227
Pop,Ariana Grande,Be Alright,75,179
R&B,Queen Naija,Medicine,75,219
Pop,Michael Jackson,Rock with You - Single Version,75,220
Pop,The Notorious B.I.G.,Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version,75,257
Rock,Skillet,Monster,75,178
Pop,(G)I-DLE,Senorita,75,197
Folk,Yusuf / Cat Stevens,Father And Son,75,221
Folk,Maisie Peters,Worst of You,75,197
Rock,Dierks Bentley,Burning Man,75,238
Pop,The Human League,Don't You Want Me,75,236
Indie,Radiohead,Karma Police,75,264
Pop,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],75,202
Pop,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",75,202
Indie,Rhys Lewis,No Right To Love You - Acoustic,75,229
Dance,Duke Dumont,Ocean Drive,75,206
Rap,T.I.,Whatever You Like,75,249
Indie,Olivia O'Brien,Complicated,75,189
Rock,Florida Georgia Line,Simple,75,185
Reggaeton,Ozuna,Dile Que Tu Me Quieres,75,226
Indie,MKTO,How Can I Forget,75,177
Reggaeton,J Balvin,Mi Gente,75,189
Pop,OneRepublic,Start Again (feat. Logic),75,165
Pop,EXO,Tempo,75,224
Rock,The Police,Every Breath You Take - Remastered 2003,75,253
Rock,Weezer,Island In The Sun,75,200
Rap,NAV,Myself,75,226
Hip-Hop,Don Omar,Danza Kuduro,75,198
Rap,Nicki Minaj,Good Form (feat. Lil Wayne),75,237
R&B,Camila Cabello,All These Years,75,164
Country,Shania Twain,You're Still The One,75,212
Pop,Lorde,Green Light,75,234
Hip-Hop,Offset,Father Of 4 (feat. Big Rube),75,259
Dance,R3HAB,BAD!,75,173
Hip-Hop,Drake,Controlla,75,245
Hip-Hop,PARTYNEXTDOOR,Come and See Me (feat. Drake),75,235
Rock,Pink Floyd,Comfortably Numb,75,382
R&B,6LACK,Switch,75,207
Indie,Louis The Child,Better Not (with Wafia),75,222
Folk,Don Henley,The Boys Of Summer,75,288
Pop,T.I.,Live Your Life (feat. Rihanna),75,338
Dance,Galantis,No Money,75,189
Rock,The Killers,When You Were Young,75,220
R&B,B.o.B,Airplanes (feat. Hayley Williams),75,180
Indie,Two Feet,I Feel Like I'm Drowning,75,185
Pop,A$AP Rocky,Everyday,75,260
Pop,The 1975,Sincerity Is Scary,75,225
R&B,Iggy Azalea,Kream (feat. Tyga),75,166
Folk,Steve Miller Band,The Joker,75,264
Pop,Alicia Keys,Fallin',75,210
Rock,The Rolling Stones,Gimme Shelter,75,270
Rock,Russell Dickerson,Yours,75,216
Pop,The Neighbourhood,Daddy Issues,75,260
Rap,Kanye West,All Of The Lights,75,299
Indie,Ansel Elgort,Thief,75,220
Pop,Simon & Garfunkel,Mrs. Robinson,75,244
Rock,Blind Melon,No Rain,75,217
Rock,Russell Dickerson,Blue Tacoma,75,212
Rap,Offset,North Star (feat. CeeLo Green),75,245
Rock,Fountains Of Wayne,Stacy's Mom,75,197
R&B,Britney Spears,Womanizer,75,224
R&B,Rihanna,We Found Love,75,215
Pop,Drake,Teenage Fever,75,219
Pop,ZAYN,Let Me,75,185
Rock,Def Leppard,Pour Some Sugar On Me - Remastered 2017,75,267
Rock,Logan Mize,Better Off Gone,75,182
Pop,The Script,Superheroes,75,245
Pop,Louis Tomlinson,Two of Us,75,217
Rock,Florida Georgia Line,H.O.L.Y.,75,194
Rock,Panic! At The Disco,Emperor's New Clothes,75,158
Rap,Vigiland,Be Your Friend‬‬,75,180
Pop,Ed Sheeran,What Do I Know?,75,237
Rock,The Fray,You Found Me,75,241
R&B,Demi Lovato,Heart Attack,75,210
Pop,Red Velvet,Bad Boy,75,210
Reggaeton,Ozuna,Quiero Repetir,75,200
R&B,Beyoncé,Irreplaceable,75,227
Pop,Joyner Lucas,Stranger Things,75,219
Pop,Steve Aoki,Are You Lonely (feat. ISÁK),75,157
Rock,Nirvana,The Man Who Sold The World,75,260
Pop,Yo Gotti,Rake It Up,75,276
Pop,Gunna,Who You Foolin,75,151
Rock,Fall Out Boy,"Dance, Dance",75,180
Pop,Kacey Musgraves,Butterflies,75,219
Dance,David Bowie,"""Heroes"" - 2017 Remastered Version",75,371
Dance,Shakira,Perro Fiel (feat. Nicky Jam),75,195
Rock,Buffalo Springfield,For What It's Worth,75,153
Indie,Charlotte Lawrence,Stole Your Car,75,215
Rock,Thomas Rhett,Look What God Gave Her,75,168
R&B,Beyoncé,7/11,75,213
Indie,G-Eazy,I Mean It,75,236
Hip-Hop,House Of Pain,Jump Around,75,214
Rock,Foo Fighters,Learn to Fly,75,235
Rock,We The Kings,Sad Song (feat. Elena Coats),75,226
Pop,Daddy Yankee,La Rompe Corazones,75,204
Pop,Kygo,First Time,75,193
Rock,Green Day,21 Guns,75,321
Rap,Trippie Redd,Poles 1469,75,149
Pop,JAY Z,Numb / Encore,75,205
Pop,Neil Diamond,Sweet Caroline,75,203
