Song_Index,Song,Artist,Track_No_,AlbumID_Rank,BPM,Energy,Dance,Loud,Valence,Duration,Acoustic,Popularity,Spotify_Song
850,No Wrong No Right,Soundgarden,9,69,135,71,31,-11,35,04:48,3,22,1XHkwEmUFQkOSgX7v1D749
851,Uncovered,Soundgarden,10,69,151,83,37,-11,21,04:30,28,23,0jo08jjSXTmOcq9RlQGzzD
979,Slaughter of the Soul,At The Gates,2,77,115,95,23,-11,42,03:03,0,31,2Vy4z1ZUN7RvN7syWI2yef
980,Cold,At The Gates,3,77,180,95,16,-11,31,03:28,0,30,3JRmeCjOaBqRCvzwCx9MNh
983,Suicide Nation,At The Gates,6,77,115,95,24,-11,33,03:36,0,28,3pvRJy3zkIivvLXh89aO3J
984,World of Lies,At The Gates,7,77,120,96,24,-11,32,03:36,0,28,63qjdBUGCiDzle4KGuypCX
986,Nausea,At The Gates,9,77,122,97,19,-11,53,02:23,0,27,2eTQMrCkjoxGAVb4ybNG3U
987,Need,At The Gates,10,77,142,95,24,-11,13,02:36,0,25,10MucFhWjGqAjz5Ynljmpf
376,Danse Macabre,Celtic Frost,8,28,82,80,20,-11,3,03:52,39,17,56iyJoi7vW5rKgZwWD4S8v
810,My Empty Room - Remastered 2003,Queensrÿche,14,67,124,25,59,-11,11,01:32,28,29,22zm0xIH9niNiUeZE1aMKi
1164,Black Sunshine,White Zombie,4,93,167,92,53,-11,36,04:49,0,50,0D7aPFnFa9qIVFpOJ1ZBTG
1167,Spiderbaby (Yeah-Yeah-Yeah),White Zombie,7,93,161,69,35,-11,30,05:02,0,33,69R4dcujpMJX5SUARXKOHi
1170,Thrust!,White Zombie,10,93,119,90,66,-11,46,05:06,0,34,3aBH7dfYnfBvrDfFbMUqrn
1172,Grindhouse (A Go-Go),White Zombie,12,93,115,94,69,-11,41,04:05,0,32,73oXdCaRTOJbfjR3ETgfeX
4,Iron Man - 2014 Remaster,Black Sabbath,4,1,156,79,34,-11,43,05:55,0,66,3IOQZRcEkplCXg6LofKqE9
8,Jack the Stripper / Fairies Wear Boots - 2013 Remaster,Black Sabbath,8,1,140,66,49,-11,63,06:12,0,49,6EKrBVHDk20hwjYWGPQQlF
215,Wheels of Confusion / The Straightener - 2014 Remaster,Black Sabbath,1,14,117,67,27,-11,53,07:48,0,42,0zALOXEZdMLsuFAW8P8PUC
422,Megalomania - 2013 Remaster,Black Sabbath,4,32,143,64,28,-11,30,09:42,1,40,1FvKmY6ZfUKUtcBXMlb1w8
423,The Thrill of it All - 2013 Remaster,Black Sabbath,5,32,138,61,30,-11,60,05:56,0,34,77MJd5MgnnMiHt1fYMM6Oh
444,Embryo - 2014 Remaster,Black Sabbath,3,34,79,30,76,-11,96,00:28,96,6,1vlEf0z4nKmArCxE13H3UU
1189,Learning to Live,Dream Theater,8,95,127,82,36,-11,56,11:30,0,41,4jdEbvfD0u6tmOLgMKJYUg
773,Midlife Crisis,Faith No More,3,65,108,66,67,-11,46,04:20,0,52,3Ph7fws05DvPwpn5CQHTBy
977,S.M.F.,Twisted Sister,9,76,141,74,41,-11,39,03:01,2,34,2opJB7sqZbl3DoRSQ9EVqP
1214,Big Church [megszentségteleníthetetlenségeskedéseitekért],Sunn 0))),2,98,80,25,10,-10,3,09:43,14,26,6bT3d7TTVO1UW56rvWleJP
925,Weight,ISIS,7,72,124,56,48,-10,20,10:46,12,11,2gapn2mcYLEBb2BciyOzHt
403,Shoots and Ladders,Korn,7,30,94,74,28,-10,23,05:22,1,54,3ezGIgTmk2BZy9C3j0x1h9
408,Daddy,Korn,12,30,100,0,45,-10,87,17:31,12,43,2yXGMzha9lltJRjzOCNiCn
736,Jerusalem,Sleep,1,62,97,53,16,-10,4,09:26,0,0,7Ke7le1IsxcnPTPMCrx6GM
937,Sons of Satan,Venom,1,74,134,97,18,-10,4,03:37,0,29,4Hn9pVSQcYAV87UgJHTM48
939,Schizoid,Venom,3,74,113,94,27,-10,17,03:30,0,29,643LQMcFEqXspLLxtdR5VD
942,Live Like an Angel,Venom,6,74,131,94,20,-10,6,03:58,0,29,2r0Pa9hMpyTlk0lIBnldzI
944,One Thousand Days of Sodom,Venom,8,74,114,94,25,-10,11,04:35,2,25,7JYDqt7bVaWadd1uYIfZow
953,Angel Dust - Demo,Venom,17,74,104,98,34,-10,5,03:11,0,16,58PJ67cM3njtTQzvAHK42J
954,Raise the Dead - Demo,Venom,18,74,96,97,18,-10,11,03:29,0,15,0RC4uhMptsFquWe9GvCQGi
956,Welcome to Hell - Demo,Venom,20,74,90,99,20,-10,3,04:57,4,15,3K0qYwOjwnXNFIVh5hVldg
295,Not Of This World,Danzig,2,23,145,80,35,-10,23,03:42,0,40,0SKCDIidMcl8w15h2PCSLd
297,Soul On Fire,Danzig,4,23,142,61,45,-10,26,04:37,0,41,7gRwyXvNaXCNC9lZnDC38p
300,Possession,Danzig,7,23,135,73,44,-10,22,03:56,0,37,4h9aHPj4VUQW7FdyzPjovK
301,End Of Time,Danzig,8,23,122,60,42,-10,17,04:03,1,36,6S0ui5AFgMmY1SIvTdl5XH
302,The Hunter,Danzig,9,23,146,82,47,-10,40,03:32,0,36,2ItDzQSDNn9DRYmL1hRTRM
303,Evil Thing,Danzig,10,23,169,67,39,-10,31,03:16,1,35,3Wsg2Z3HOp5lq8vTGF36QB
636,Turned Out,Helmet,5,54,114,86,35,-10,59,04:14,0,32,1hkMn2pxLovYof8uDgpiTq
638,Better,Helmet,7,54,150,68,43,-10,81,03:10,0,28,4zifCcliaROnRc1r35F6KN
640,FBLA II,Helmet,9,54,115,84,48,-10,44,03:22,0,28,18HtfEFUEydTblkPTWTicw
262,Among The Living,Anthrax,1,20,156,99,31,-10,4,05:17,0,43,0MuJLuEaZuXX8aMBFCrTE4
267,Indians,Anthrax,6,20,105,94,38,-10,53,05:41,0,55,1fcyfC1KLSWVCIvALR5AxS
1029,13 Candles,Bathory,8,81,71,87,33,-10,4,05:14,0,0,1kQRDEOvVOqbvrwpmXj7kN
119,Fucking Hostile,Pantera,4,10,94,96,48,-10,51,02:49,0,56,5RU50TPTgtxJLFNunUS2p5
125,By Demons Be Driven,Pantera,10,10,140,79,38,-10,32,04:40,0,45,6Kl2BY1d8KHjOjY3cynftv
579,Tarot Woman,Rainbow,1,48,138,88,31,-10,20,05:59,12,39,5NYjaAwqvdUWy44HKXEmyf
584,A Light In The Black,Rainbow,6,48,109,96,35,-10,15,08:12,0,37,049KSornup3DVwWNxLY9UJ
791,Teenager,Deftones,7,66,134,75,76,-10,77,03:20,45,44,3JVtnUPy4JhlbhQnfzw85l
1018,Scare Crow,Ministry,6,80,75,94,37,-10,63,08:22,0,32,1bv4fups31J6sGCY4m1qHu
585,Through Silver In Blood,Neurosis,1,49,127,86,27,-10,10,12:12,0,27,7eyK2gnvdlOwqHv8YH9bK7
588,Purify,Neurosis,4,49,108,69,25,-10,4,12:18,0,22,7lxlrqS1dCBmdAgXI4cR9P
1010,Inside What's Within Behind (demo),Meshuggah,13,79,133,84,35,-10,22,04:11,0,0,38PJXfxUPEAeQbD6RX6pcM
278,To Live Is To Die,Metallica,8,21,104,61,44,-10,37,09:49,0,1,1kI7gQPOHJRrQWMyDvYdUW
332,The Unforgiven,Metallica,4,25,139,60,54,-10,25,06:27,1,15,2lF8jQFhIjpmQa501sYXxR
928,Blackout,Scorpions,1,73,89,84,26,-10,71,03:48,1,46,15RpfmFhrE5RRkf4vZ6kZu
929,Can't Live Without You,Scorpions,2,73,152,85,50,-10,64,03:47,3,36,0mOMvN8GNGAVW5e5934fUn
930,No One Like You,Scorpions,3,73,118,63,51,-10,84,03:57,2,60,26fZwf1ImE4aUJ4XaqOkUg
933,Dynamite,Scorpions,6,73,114,87,30,-10,74,04:12,0,39,07DwrW1JxiMkEF4scxwdSa
934,Arizona,Scorpions,7,73,123,74,53,-10,88,03:56,2,31,6HJMhjioyzZB7z6oSqCZN6
72,Louie Louie,Motörhead,19,7,120,70,69,-10,96,02:51,5,17,7pHFPHMkIFRQKNlgsUOX8J
843,Hands All Over,Soundgarden,2,69,91,92,22,-10,24,06:00,1,35,1P4NeCeT76MGWkgVV8uRxP
845,Power Trip,Soundgarden,4,69,174,76,22,-10,35,04:09,29,24,2itgUw0RkrEcqmMxtBzDM7
846,Get On The Snake,Soundgarden,5,69,127,88,36,-10,46,03:44,1,28,6bUF1XOYynZ0DPcvDcXGYL
985,Unto Others,At The Gates,8,77,109,95,21,-10,45,03:11,0,26,1JrkWtIhVG8Z05AQ42jv2E
960,Pain Divine,Morbid Angel,2,75,142,99,43,-10,21,03:58,0,21,2F2IbkXMAgTEk6LnTbEqFK
968,"God of Emptiness (I. The Accuser, II. The Tempter)",Morbid Angel,10,75,156,87,36,-10,20,05:27,1,26,6sLLktVGKIXXGxvJ0pmhOw
809,Waiting For 22 - Remastered 2003,Queensrÿche,13,67,118,61,39,-10,27,01:06,74,28,0ElgX6SBHTVKJhe3qqk19t
1163,Thunder Kiss '65,White Zombie,3,93,113,86,68,-10,45,03:54,0,60,4tvBoSWeIW0bjhKNre5mod
1165,Soul-Crusher,White Zombie,5,93,159,70,40,-10,59,05:04,0,39,01X4vM5W2LBiBWRSY1O7TF
1173,Starface,White Zombie,13,93,121,86,66,-10,63,05:03,0,32,4TrX6zuhWXSDKOQczUC5um
219,Supernaut - 2014 Remaster,Black Sabbath,5,14,121,82,38,-10,65,04:31,0,46,1fJTWLZHIAwPdGoBzEYnhp
419,Hole in the Sky - 2014 Remaster,Black Sabbath,1,32,116,76,38,-10,40,03:59,0,41,0nZo81fP0160JSlseejfX6
1183,Another Day,Dream Theater,2,95,141,61,45,-10,34,04:23,0,53,69kZsoRrSf7GBTSdJ4BjqA
1184,Take the Time,Dream Theater,3,95,126,89,35,-10,37,08:21,0,46,0t8JoPmxcwsWXWcsflNKxk
1185,Surrounded,Dream Theater,4,95,166,71,32,-10,14,05:30,1,43,5dz43JZ6QteTXfAtmZbB2n
1187,Under a Glass Moon,Dream Theater,6,95,146,85,51,-10,59,07:03,0,45,2bBAAVvOHsr7vxWFTuYxH8
783,Midnight Cowboy (Theme From),Faith No More,13,65,62,48,14,-10,13,04:12,1,32,2mniyTUFzjMVVww0AC9IFt
653,*#..,The Dillinger Escape Plan,4,56,116,83,44,-10,7,02:41,0,22,64CAJlurlZd8e8Rz8i5Mp2
659,Weekend Sex Change,The Dillinger Escape Plan,10,56,118,74,35,-10,20,03:12,1,21,0ZvoRLaP0trHV92SjN8dtc
515,Green Machine,Kyuss,2,41,181,95,34,-9,59,03:38,0,53,6nxHMqTNKWlQnx5AFxz1iX
938,Welcome To Hell,Venom,2,74,177,98,16,-9,10,03:13,0,41,3xXdvIk3cI9BVjpKixwLKd
941,Poison,Venom,5,74,104,95,26,-9,4,04:31,1,28,71R0E2rNiw32hnFjOaYb7S
945,Angel Dust,Venom,9,74,130,98,18,-9,3,02:39,0,24,3o5MupaRV6IWAEbjqhDtPQ
948,Angel Dust - Lead Weight Version,Venom,12,74,118,95,40,-9,13,03:03,0,19,1FNpROIlRD403fixPyRRrg
951,"Boodlust - 7"""" Version",Venom,15,74,200,90,7,-9,21,02:59,0,21,6AK1Z7I7pDZa8gGPvlsHZE
294,Twist Of Cain,Danzig,1,23,119,66,53,-9,36,04:18,1,49,25ZH79eefRHT8CUo15UFjo
298,Am I Demon,Danzig,5,23,134,92,38,-9,35,04:57,0,54,0kZpg64mTDk3V6jhGGEd7M
299,Mother,Danzig,6,23,149,76,36,-9,45,03:25,1,65,7txxAtOMwLLnQTpKeBL6bp
632,In The Meantime,Helmet,1,54,160,86,36,-9,60,03:08,0,42,6mHgOGBDLM71YzKcwAyiXi
635,Unsung,Helmet,4,54,160,81,34,-9,73,03:58,0,54,0z25tUQgEI4cIyNZ1TgWig
639,You Borrowed,Helmet,8,54,111,84,39,-9,39,03:45,0,29,5RzZkoMROd0iY0iFU31VZE
641,Role Model,Helmet,10,54,99,73,49,-9,77,03:36,0,30,11NEr1yeCun0YPISh4FVVF
506,Funeral Fog,Mayhem,1,40,154,96,11,-9,13,05:47,0,7,2lXi7xN0MiTfLb2DW7H9UT
507,Freezing Moon,Mayhem,2,40,93,97,17,-9,9,06:23,0,13,4AP3a7eEOlz5sTJiWnv2C6
268,One World,Anthrax,7,20,100,100,28,-9,11,05:56,0,33,4OjWB25SNdt9VfaTC5z2Fp
1024,Woman Of Dark Desires,Bathory,3,81,90,87,39,-9,19,04:07,0,0,721bjJh95ew2R7iq65GaWn
1025,Call From The Grave,Bathory,4,81,129,82,37,-9,4,04:54,0,0,2v74ik56b9FHNwdhoAEVOd
117,A New Level,Pantera,2,10,137,87,30,-9,45,03:57,0,54,5Tdx85q8KQIcIZJ9XoHblt
120,This Love,Pantera,5,10,105,73,40,-9,30,06:34,0,58,0Yfpc5zHc9pElVCQ1bPlF4
123,Live in a Hole,Pantera,8,10,124,92,34,-9,32,05:00,0,48,5gUcLzosEDmiPLDpQUKqTP
124,Regular People (Conceit),Pantera,9,10,129,96,30,-9,24,05:28,0,45,0YgOMJldhmvg5mE2H2AbUA
580,Run With The Wolf,Rainbow,2,48,166,86,30,-9,66,03:40,0,34,5GZZm1q25YdsLpDVPN6xl4
581,Starstruck,Rainbow,3,48,142,95,47,-9,50,04:06,1,39,64GaIxLU16MP3v3fPabp4f
1053,Grad,Baroness,10,83,117,45,28,-9,11,05:55,0,31,3W6NH5z8vsDSo4ZaJW7a2Q
1032,Left Hand Path,Entombed,1,82,132,93,17,-9,22,06:39,0,44,5faD0zZ9fMa3J5ZN3lIWtp
1021,Grace,Ministry,9,80,100,84,14,-9,5,03:06,0,23,2tBtMShYTQKRP3VlgrtoWt
589,Locust Star,Neurosis,5,49,110,72,29,-9,24,05:49,0,39,1Sb2dgS6ruZnJYNQ3SxLHd
1004,Inside Whats Within Behind,Meshuggah,7,79,135,86,38,-9,17,04:31,0,0,72TCX7wTEgfGHx3jEyAEPE
1008,Vanished (demo),Meshuggah,11,79,151,92,31,-9,16,05:34,0,0,04oX6hTKIvJ15CyKJVkDUQ
1009,Suffer In Truth (demo),Meshuggah,12,79,156,94,29,-9,8,04:27,0,0,4TA2eQQydOUtBjPpzGAy6n
1011,Gods Of Rapture (live),Meshuggah,14,79,88,94,31,-9,23,04:54,1,0,1pI8vYDV5gtgG5EYssJfKS
15,Orion (Instrumental),Metallica,7,2,129,69,36,-9,37,08:28,0,5,1J6aXHOMNalN2YGLpVAD7e
16,"Damage, Inc.",Metallica,8,2,92,87,38,-9,16,05:30,0,3,5PZ03nZ4rF3dG1QH7NeXMp
271,Blackened,Metallica,1,21,129,80,44,-9,48,06:41,0,5,0M1pfDTZGWC7cBuEx3FwwT
273,Eye Of The Beholder,Metallica,3,21,122,81,65,-9,57,06:30,0,3,4pXvTZTJW5idks8XNc43jj
274,One,Metallica,4,21,106,70,44,-9,42,07:27,0,14,3sRZqCxbnwiKKPe57WoT6S
275,The Shortest Straw,Metallica,5,21,142,89,44,-9,57,06:36,0,3,3R7ajqVVdwGHAdLL1dK5cl
276,Harvester Of Sorrow,Metallica,6,21,93,84,66,-9,59,05:44,0,5,3IolN0Ae207i0Fr9IHuNbu
277,The Frayed Ends Of Sanity,Metallica,7,21,94,86,45,-9,70,07:44,0,1,3GpWAuHTJn6BLzTQBrcBqY
329,Enter Sandman,Metallica,1,25,123,82,58,-9,64,05:32,0,23,5BIMPccDwShpXq784RJlJp
932,Now,Scorpions,5,73,190,91,26,-9,56,02:35,0,30,4BHBkQK6pSqJyJGc6O7JmW
1133,KKK B***h,Body Count,8,90,122,70,80,-9,72,02:53,1,35,7zoRvhF7VcXzOu2liGnZ30
1135,Voodoo,Body Count,10,90,133,90,34,-9,45,05:01,0,30,1zgRqvAmjIIY5Kp17ht4z7
1136,The Winner Loses,Body Count,11,90,74,67,43,-9,35,06:32,1,32,6Tiqq1YjzI6FUDSBd6Xnwo
1142,Freedom of Speech,Body Count,17,90,102,74,77,-9,83,04:41,9,27,40fLUCheLdDoESRg41qrWU
1063,Transilvanian Hunger,Darkthrone,1,85,139,100,27,-9,2,06:10,1,26,2JIRtFAIUkd86PQD12Hm7r
1070,En as I Dype Skogen,Darkthrone,8,85,142,100,15,-9,2,05:03,22,15,073Uff4lJY4tWN22Mx3cS8
1150,Sister Fucker (Pt. II) - remastered 2007,Eyehategod,8,92,127,66,25,-9,10,02:37,0,20,0YLNyF6UGQdRjtv3VbtU3U
1151,Crimes Against Skin - remastered 2007,Eyehategod,9,92,119,63,25,-9,30,06:46,0,18,3eCNOrmFLqOiXYhxpyjN8r
1156,Story of the Eye [Bonus Track] - remastered 2007,Eyehategod,14,92,122,83,30,-9,35,02:30,1,14,5KUYSbwleeMmnVGUzcti4A
61,Iron Fist,Motörhead,8,7,146,94,28,-9,32,02:51,10,21,6NUlZRYSiPHdNY0VuWXd8T
73,No Class,Motörhead,20,7,76,89,27,-9,33,02:38,0,17,38zUw56OnFINsjiVTbwKzD
75,(We Are) The Roadcrew,Motörhead,22,7,132,95,30,-9,18,03:09,0,16,32lgtFb4ROxx7bBnWUa94K
1220,My Immortal,Evanescence,4,99,69,29,19,-9,8,04:23,86,73,4UzVcXufOhGUwF56HT7b8M
847,Full On Kevin's Mom,Soundgarden,6,69,136,95,24,-9,16,03:37,2,23,7niLUfkxe4ebzVSID6uE1m
852,Big Dumb Sex,Soundgarden,11,69,176,85,27,-9,54,04:11,1,27,4Ga9JTnUnuI0Tm00ouOjvL
961,World of Shit (The Promised Land),Morbid Angel,3,75,117,93,43,-9,12,03:20,0,21,3pERd0gBE7DbYhljDOIZ1h
963,The Lion's Den,Morbid Angel,5,75,132,94,38,-9,24,04:45,0,20,6urOnUZdvkG7VEYgDgww43
964,Blood on My Hands,Morbid Angel,6,75,120,95,32,-9,19,03:43,0,17,0bnD0zvxnvomBfHNYRMFTr
965,Angel of Disease,Morbid Angel,7,75,83,89,21,-9,43,06:15,0,18,3zWJpjeEXlk2VsIjj6Z0vV
966,Sworn to the Black,Morbid Angel,8,75,109,94,56,-9,39,04:01,0,17,42N5lDn5aBVDlvJpm0y7jB
1186,"Metropolis - , Pt. I (""""The Miracle and the Sleeper"""")",Dream Theater,5,95,105,91,28,-9,45,09:32,0,50,6nRCTb5b0N5zp8WTeY6xFZ
248,Melissa,Mercyful Fate,7,17,117,61,29,-9,29,06:42,1,0,4HoqfWhFhjT5fP4HCfhzSF
838,Sweet Tooth,Marilyn Manson,10,68,170,59,55,-9,16,05:03,0,32,6GuCrDofEO7CgigVzHIFe9
841,Misery Machine,Marilyn Manson,13,68,158,0,30,-9,97,13:11,0,32,6lvZdIVtCKpLwA7DTINPXQ
619,Christian Woman,Type O Negative,2,53,90,62,28,-9,13,08:58,15,36,3FP9SIntXfSDYwLdjnhanN
620,Black No. 1 (Little Miss Scare -All),Type O Negative,3,53,95,70,36,-9,41,11:15,4,42,6HtFpG2WX3TfB8oLLua3XJ
622,Kill All the White People,Type O Negative,5,53,95,88,32,-9,31,03:24,0,28,06jxl69T2M7itQNvk4c9oP
627,Bloody Kisses (A Death in the Family),Type O Negative,10,53,139,54,33,-9,15,10:56,8,32,2pajYwitfIBfNUZwag6NEt
1215,Hunting & Gathering (Cydonia),Sunn 0))),3,98,137,67,16,-8,4,10:02,5,18,0Zju5QvPfMTVHRq1KYRINf
919,The Beginning and the End,ISIS,1,72,112,64,40,-8,36,08:02,1,15,79RNJ2FZHMe7NcPpcopMrZ
397,Blind,Korn,1,30,92,89,28,-8,23,04:18,1,62,1pr9TZGOXeJUggIal1Wq3R
407,Helmet in the Bush,Korn,11,30,171,87,56,-8,66,04:03,0,40,25kc8tMREdGVXhChIiCZTR
646,Dirge for November,Opeth,5,55,138,38,27,-8,14,07:51,1,32,03buZuYnP6IjQ7B9OaFOmj
737,Jerusalem,Sleep,2,62,101,78,39,-8,6,08:26,0,0,2xvceDQ92fRCgtQfBxrlXP
556,No Love,Exodus,7,45,165,95,20,-8,8,05:09,0,29,107HMg46yuREPVAZA4wQRQ
633,Iron Head,Helmet,2,54,95,90,58,-8,59,03:23,0,34,2FhUbI3O3YQ3N5eGSUDwbX
634,Give It,Helmet,3,54,141,84,30,-8,55,04:17,0,31,6rVleAFgtmJ04Omk6Mmon5
637,He Feels Bad,Helmet,6,54,88,71,39,-8,49,04:03,0,30,580vmwV7m3VncbxaWdc8q4
509,Pagan Fears,Mayhem,4,40,150,96,12,-8,6,06:21,0,4,1r20gcDzos0cyDgPSDU2bB
512,Buried by Time and Dust,Mayhem,7,40,103,98,16,-8,7,03:34,0,1,6CNeLBj61W5hq1GhewigYp
1028,Chariots of Fire,Bathory,7,81,143,97,16,-8,3,02:46,0,0,27hvlsFOT2TDeEkreoyrAx
1030,Of Doom......,Bathory,9,81,138,99,25,-8,4,03:43,0,0,13Y0GhHTcAxCj1SmB6QA0v
118,Walk,Pantera,3,10,118,70,43,-8,70,05:15,0,71,7fcfNW0XxTWlwVlftzfDOR
582,Do You Close Your Eyes,Rainbow,4,48,141,91,39,-8,55,02:59,3,32,7Hjo1qTvVyE4gKWKTa3Zv5
583,Stargazer,Rainbow,5,48,177,95,17,-8,44,08:26,0,56,1aDNYyeU62BuQsBAY18i48
1047,Wailing Wintry Wind,Baroness,4,83,161,76,24,-8,28,05:55,0,33,69zzYC1Ybwu1vtXgWd6Vx2
1050,Aleph,Baroness,7,83,139,70,34,-8,22,04:22,0,29,4vmpS6ccPFxr0cYN4DYNFt
1051,Teeth Of A Cogwheel,Baroness,8,83,90,86,63,-8,34,02:17,0,29,2rzlqfFfa6kF1PtXxT2shc
1034,Revel In Flesh,Entombed,3,82,167,95,14,-8,31,03:42,0,34,48zi76YORvpiYO67liH70R
1035,When Life Has Ceased,Entombed,4,82,131,99,18,-8,18,04:11,0,26,3cmEh49U5WRfPcFipIu7LY
1036,Supposed To Rot,Entombed,5,82,111,98,29,-8,19,02:04,0,27,5CU8oOEfI9IoZQxcjC2D2B
561,Seabeast,Mastodon,3,46,132,94,26,-8,45,04:15,0,41,4dlsUdGXRe5nkxMIauacJq
1013,N.W.O.,Ministry,1,80,161,95,45,-8,43,05:31,0,45,2D9LxUcR9zWxQtxiHsMA0n
1016,Hero,Ministry,4,80,148,94,48,-8,63,04:12,0,29,2xKuAjaMWVbSz8fUOQI4pu
587,Eye,Neurosis,3,49,129,79,20,-8,28,05:18,0,24,56bAgMY066gE5GoWAqcxcg
999,Beneath,Meshuggah,2,79,78,99,21,-8,21,05:38,0,0,2vruX6aM3Z2enX8l6Tl4SH
1001,Transfixion,Meshuggah,4,79,140,98,30,-8,28,03:34,0,0,3kmFfXOeckvIVCUnZhrBAb
1007,Sublevels,Meshuggah,10,79,110,89,34,-8,38,05:14,0,0,5PBazDNw2Yfr9YBKiIT477
10,Master Of Puppets,Metallica,2,2,105,87,54,-8,59,08:36,0,15,5cW3DEWYYv0tXZMwcUZNRg
11,The Thing That Should Not Be,Metallica,3,2,112,78,68,-8,50,06:37,0,3,6ZertsLLGL2puI2Vj5iy5T
12,Welcome Home (Sanitarium),Metallica,4,2,105,83,33,-8,38,06:28,0,8,5Nu6hybktveVXtgD7hDLVD
14,Leper Messiah,Metallica,6,2,139,85,38,-8,54,05:41,0,0,6yyionnLDzrrSET4pGoFSX
134,The Call Of Ktulu (Remastered),Metallica,8,11,139,94,30,-8,14,08:53,2,48,5zZ74lczJgFtVCeaS11Fo1
279,Dyers Eve,Metallica,9,21,95,93,40,-8,70,05:13,0,0,4bAQzjDk9ONZ8gvm5YKEGE
333,Wherever I May Roam,Metallica,5,25,131,82,55,-8,36,06:44,0,9,49rcSzMayJhIwGf0CJCaxJ
334,Don't Tread On Me,Metallica,6,25,108,83,67,-8,68,04:00,0,4,0PDThNPaf3ganx4PFmGznK
337,Of Wolf And Man,Metallica,9,25,122,75,63,-8,47,04:17,0,4,1cojSYj0ugS7tmcwKIxMX4
339,My Friend Of Misery,Metallica,11,25,120,82,58,-8,36,06:50,0,2,6YwqziI3H71IMishKRTHHg
454,(Anesthesia)--Pulling Teeth (Remastered),Metallica,5,35,99,89,22,-8,13,04:15,0,43,543qcqtmy9eCke65RWRVaQ
1117,Creek Mary's Blood,Nightwish,5,89,134,67,45,-8,31,08:29,5,0,2I4DCzAeAFdjLQhKG2wYtz
461,Everybody Wants Some!! - 2015 Remaster,Van Halen,2,36,145,77,53,-8,48,05:06,5,51,5TnzOUFWoZHUEtOWlxrIlY
1140,Body Count Anthem,Body Count,15,90,179,87,29,-8,18,02:46,0,26,4aVuH8fjmekze2Nj0gsIjK
1064,Over Fjell Og Gjennom Torner,Darkthrone,2,85,135,100,16,-8,2,02:30,15,20,1twTdzxZPY1SU5vueG7v6U
1066,Slottet I Det Fjerne,Darkthrone,4,85,141,100,19,-8,1,04:45,12,18,5dLk1MR2SA1IdofFy9WA5A
1067,Graven Takeheimens Saler,Darkthrone,5,85,136,100,15,-8,1,04:59,26,17,5zUTE9cylAsByChYCH1bhl
1069,As Flittermice as Satans Spys,Darkthrone,7,85,145,100,13,-8,2,05:55,18,15,4gzF6aPvl3QtRNTOlP4GHv
1147,30$ Bag - remastered 2007,Eyehategod,5,92,142,72,21,-8,45,02:47,0,25,1WkBRyICJJs2hOsFrTiy9w
1149,Take As Needed for Pain - remastered 2007,Eyehategod,7,92,131,76,24,-8,30,06:07,0,25,5d6gQ9F3EZLFElsxa5pXXN
1155,Ruptured Heart Theory [Bonus Track] - remastered 2007,Eyehategod,13,92,124,69,27,-8,9,03:34,0,14,3xo80ShC8nPmx7CgkFNp9K
64,Metropolis,Motörhead,11,7,109,66,42,-8,6,03:36,0,18,6izelfXlsmHfY5XsYY0PnE
69,Like a Nightmare,Motörhead,16,7,119,94,39,-8,4,04:27,3,16,7eJiScl1JRIJO9kDiQIdee
77,Locomotive,Motörhead,24,7,137,97,27,-8,17,03:22,0,19,3R7kM0tYRN1e4Zlfpg7pEP
1242,Stagefright,Def Leppard,3,52,170,94,37,-8,38,03:45,0,39,6wzYsqOkBLqyjyzFRohAFi
1244,Die Hard The Hunter,Def Leppard,5,52,128,89,51,-8,18,06:16,0,39,7KLg11Zw7jmxRC7CpGKEAR
1246,Rock Of Ages,Def Leppard,7,52,106,79,71,-8,64,04:08,1,43,4eXGF4fOubY0IhWieQ0OoF
1249,Billy's Got A Gun,Def Leppard,10,52,92,81,60,-8,21,05:56,0,39,33ekOLwD9CszREcPpS6f1K
1228,My Immortal - Band Version,Evanescence,12,99,75,34,44,-8,7,04:33,78,56,3PYdxIDuBIuJSDGwfptFx4
208,Remember Tomorrow - 1998 Remastered Version,Iron Maiden,3,13,98,69,26,-8,55,05:29,0,0,17ozNEchVvcGHSd5bWBNH6
212,Strange World - 1998 Remastered Version,Iron Maiden,7,13,126,51,36,-8,21,05:32,2,0,3Yr6gFCbIUiOmrursFovAF
372,Dethroned Emperor,Celtic Frost,4,28,136,91,26,-8,16,04:38,0,28,7LW3MsXbEkJPXcEoiRoFd5
198,Fever,Judas Priest,9,12,111,70,49,-8,33,05:20,1,32,0pZHWZelcjUZY1CgnHWPUE
959,Rapture,Morbid Angel,1,75,142,96,28,-8,7,04:18,0,25,4iQxdHODYQeMRh9bI1EKFA
962,Vengeance Is Mine,Morbid Angel,4,75,118,97,50,-8,40,03:16,0,20,0LRtWUYfgA9nRVP1hbXJkx
470,Children of the Sea - 2008 Remaster,Black Sabbath,2,37,142,70,41,-8,34,05:35,1,42,2JPgqQuuOprW8STXRRugMW
472,Heaven and Hell - 2008 Remaster,Black Sabbath,4,37,91,67,33,-8,32,07:00,2,56,3Jl5GohfNwozDmpzmQBLDI
474,Die Young - 2008 Remaster,Black Sabbath,6,37,106,80,32,-8,9,04:45,1,40,2skOSjao8CoSr4oKclrERU
